"","participant","rt","accuracy","item","task","control","AgeGroup","rawrt","condition"
"2445",51,8.15378131953907,1,"oregano","Colour","cong","Older",3476.5,"51cong"
"2446",51,7.86145739585444,1,"fork","Size","cong","Older",2595.3,"51cong"
"2447",51,8.25510088996345,1,"doctor","Size","cong","Older",3847.2,"51cong"
"2448",51,8.44382648292025,1,"dancer","Size","cong","Older",4646.3,"51cong"
"2449",51,8.57151090762583,1,"rice","Colour","incon","Older",5279.1,"51incon"
"2450",51,8.5929683444798,1,"tar","Colour","incon","Older",5393.6,"51incon"
"2451",51,8.8042350589806,1,"trumpet","Colour","incon","Older",6662.4,"51incon"
"2453",51,8.50276967075051,1,"gun","Size","incon","Older",4928.4,"51incon"
"2454",51,8.31326385902583,1,"football","Size","incon","Older",4077.6,"51incon"
"2455",51,9.00523318314807,1,"cranberry","Colour","incon","Older",8145.6,"51incon"
"2456",51,7.8995244720322,1,"cloud","Colour","incon","Older",2696,"51incon"
"2457",51,7.99351870678133,1,"chalk","Colour","incon","Older",2961.7,"51incon"
"2458",51,7.9531425841907,1,"handbag","Size","incon","Older",2844.5,"51incon"
"2459",51,8.32559675560016,1,"cup","Size","incon","Older",4128.2,"51incon"
"2460",51,8.42167298955883,1,"tribe","Size","incon","Older",4544.5,"51incon"
"2461",51,8.7915316322764,1,"highlighter","Colour","incon","Older",6578.3,"51incon"
"2462",51,8.82877243823005,1,"paper","Colour","incon","Older",6827.9,"51incon"
"2463",51,8.40326272507534,1,"lion","Colour","incon","Older",4461.6,"51incon"
"2464",51,8.24551569310617,1,"pencil","Size","incon","Older",3810.5,"51incon"
"2465",51,8.26724354568152,1,"theatre","Size","incon","Older",3894.2,"51incon"
"2466",51,8.37666595627926,1,"lighter","Size","incon","Older",4344.5,"51incon"
"2467",51,8.66172634214854,1,"blackboard","Colour","incon","Older",5777.5,"51incon"
"2468",51,8.51278348292754,1,"bread","Colour","incon","Older",4978,"51incon"
"2470",51,8.48924628936529,1,"stool","Size","incon","Older",4862.2,"51incon"
"2471",51,8.53277122137956,1,"chair","Size","incon","Older",5078.5,"51incon"
"2472",51,8.09520228135074,1,"box","Size","incon","Older",3278.7,"51incon"
"2473",52,7.87792795180533,1,"ham","Colour","cong","Older",2638.4,"52cong"
"2474",52,7.66561284091084,1,"blood","Colour","cong","Older",2133.7,"52cong"
"2475",52,7.81338943066776,1,"broccoli","Colour","cong","Older",2473.5,"52cong"
"2476",52,7.98132322654399,1,"hammer","Size","cong","Older",2925.8,"52cong"
"2477",52,7.79897432642727,1,"orange","Size","cong","Older",2438.1,"52cong"
"2478",52,8.0247639779284,1,"mouth","Size","cong","Older",3055.7,"52cong"
"2479",52,7.82959061111164,1,"coffee","Colour","cong","Older",2513.9,"52cong"
"2480",52,7.70989138455391,1,"ketchup","Colour","cong","Older",2230.3,"52cong"
"2481",52,7.95672203775984,1,"rhino","Colour","cong","Older",2854.7,"52cong"
"2482",52,7.85523455231231,1,"wasp","Size","cong","Older",2579.2,"52cong"
"2483",52,7.6476429054259,1,"goose","Size","cong","Older",2095.7,"52cong"
"2484",52,8.19016026400977,1,"donkey","Size","cong","Older",3605.3,"52cong"
"2485",52,7.87134935597216,1,"sunflower","Colour","cong","Older",2621.1,"52cong"
"2486",52,7.9162604948441,1,"gin","Colour","cong","Older",2741.5,"52cong"
"2487",52,8.07321591907471,1,"grass","Colour","cong","Older",3207.4,"52cong"
"2488",52,8.1576856680811,1,"window","Size","cong","Older",3490.1,"52cong"
"2489",52,7.743269700829,1,"pen","Size","cong","Older",2306,"52cong"
"2490",52,8.01364105161674,1,"mop","Size","cong","Older",3021.9,"52cong"
"2491",52,8.08048506356814,1,"snow","Colour","cong","Older",3230.8,"52cong"
"2492",52,8.25372231487941,1,"butter","Colour","cong","Older",3841.9,"52cong"
"2493",52,8.18088094199639,1,"oregano","Colour","cong","Older",3572,"52cong"
"2494",52,7.87188334027045,1,"fork","Size","cong","Older",2622.5,"52cong"
"2495",52,8.06987430668368,1,"doctor","Size","cong","Older",3196.7,"52cong"
"2496",52,8.3778161749476,1,"dancer","Size","cong","Older",4349.5,"52cong"
"2498",52,8.071468430644,1,"tar","Colour","incon","Older",3201.8,"52incon"
"2499",52,8.31149655370575,1,"trumpet","Colour","incon","Older",4070.4,"52incon"
"2500",52,8.50793042413705,1,"diary","Size","incon","Older",4953.9,"52incon"
"2501",52,8.25213329700074,1,"gun","Size","incon","Older",3835.8,"52incon"
"2502",52,7.95243922562469,1,"football","Size","incon","Older",2842.5,"52incon"
"2503",52,7.85364364729524,1,"cranberry","Colour","incon","Older",2575.1,"52incon"
"2504",52,7.94399558675741,1,"cloud","Colour","incon","Older",2818.6,"52incon"
"2505",52,7.66420584321132,1,"chalk","Colour","incon","Older",2130.7,"52incon"
"2506",52,7.62491191200243,1,"handbag","Size","incon","Older",2048.6,"52incon"
"2507",52,8.07106232658206,1,"cup","Size","incon","Older",3200.5,"52incon"
"2508",52,8.18626953292543,1,"tribe","Size","incon","Older",3591.3,"52incon"
"2509",52,8.29524892067751,1,"highlighter","Colour","incon","Older",4004.8,"52incon"
"2510",52,8.33495163142245,1,"paper","Colour","incon","Older",4167,"52incon"
"2511",52,8.20034317366172,1,"lion","Colour","incon","Older",3642.2,"52incon"
"2513",52,8.31353358917472,1,"theatre","Size","incon","Older",4078.7,"52incon"
"2514",52,8.38167124752985,1,"lighter","Size","incon","Older",4366.3,"52incon"
"2515",52,8.15248607578024,1,"blackboard","Colour","incon","Older",3472,"52incon"
"2516",52,8.24493817432076,1,"bread","Colour","incon","Older",3808.3,"52incon"
"2517",52,8.43163530305459,1,"dove","Colour","incon","Older",4590,"52incon"
"2518",52,8.44987748413137,1,"stool","Size","incon","Older",4674.5,"52incon"
"2519",52,8.32168912590545,1,"chair","Size","incon","Older",4112.1,"52incon"
"2520",52,8.06104512894094,1,"box","Size","incon","Older",3168.6,"52incon"
"2521",53,8.10506594043452,1,"ham","Colour","cong","Younger",3311.2,"53cong"
"2522",53,7.81087971432453,1,"blood","Colour","cong","Younger",2467.3,"53cong"
"2523",53,7.50714107972761,1,"broccoli","Colour","cong","Younger",1821,"53cong"
"2524",53,7.97136195845143,1,"hammer","Size","cong","Younger",2896.8,"53cong"
"2525",53,7.36518012602101,1,"orange","Size","cong","Younger",1580,"53cong"
"2526",53,8.14343021803859,1,"mouth","Size","cong","Younger",3440.7,"53cong"
"2527",53,8.49957896781698,1,"coffee","Colour","cong","Younger",4912.7,"53cong"
"2528",53,8.32569364543649,1,"ketchup","Colour","cong","Younger",4128.6,"53cong"
"2529",53,7.52456122628536,1,"rhino","Colour","cong","Younger",1853,"53cong"
"2530",53,8.10491492637483,1,"wasp","Size","cong","Younger",3310.7,"53cong"
"2531",53,7.84635529777613,1,"goose","Size","cong","Younger",2556.4,"53cong"
"2532",53,7.44401470400494,1,"donkey","Size","cong","Younger",1709.6,"53cong"
"2534",53,7.6210971668276,1,"gin","Colour","cong","Younger",2040.8,"53cong"
"2535",53,8.3525779485411,1,"grass","Colour","cong","Younger",4241.1,"53cong"
"2536",53,8.25419072334014,1,"window","Size","cong","Younger",3843.7,"53cong"
"2537",53,7.263749991616,1,"pen","Size","cong","Younger",1427.6,"53cong"
"2538",53,8.32229690304013,1,"mop","Size","cong","Younger",4114.6,"53cong"
"2539",53,8.42580132498581,1,"snow","Colour","cong","Younger",4563.3,"53cong"
"2540",53,7.73827023383489,1,"butter","Colour","cong","Younger",2294.5,"53cong"
"2541",53,8.8138250943876,1,"oregano","Colour","cong","Younger",6726.6,"53cong"
"2542",53,8.10431064198021,1,"fork","Size","cong","Younger",3308.7,"53cong"
"2543",53,8.45384862389896,1,"doctor","Size","cong","Younger",4693.1,"53cong"
"2544",53,9.07330570719624,1,"dancer","Size","cong","Younger",8719.4,"53cong"
"2545",53,8.12323166269149,1,"rice","Colour","incon","Younger",3371.9,"53incon"
"2546",53,8.39192470958095,1,"tar","Colour","incon","Younger",4411.3,"53incon"
"2547",53,8.517872960321,1,"trumpet","Colour","incon","Younger",5003.4,"53incon"
"2549",53,8.6335707954717,1,"gun","Size","incon","Younger",5617.1,"53incon"
"2550",53,8.21213434690076,1,"football","Size","incon","Younger",3685.4,"53incon"
"2552",53,8.02910705461974,1,"cloud","Colour","incon","Younger",3069,"53incon"
"2554",53,8.17174075321424,1,"handbag","Size","incon","Younger",3539.5,"53incon"
"2555",53,7.9522984945264,1,"cup","Size","incon","Younger",2842.1,"53incon"
"2556",53,8.2808377461298,1,"tribe","Size","incon","Younger",3947.5,"53incon"
"2558",53,8.39274046272492,1,"paper","Colour","incon","Younger",4414.9,"53incon"
"2560",53,8.75488638152295,1,"pencil","Size","incon","Younger",6341.6,"53incon"
"2561",53,8.52488354470024,1,"theatre","Size","incon","Younger",5038.6,"53incon"
"2562",53,8.24391357060823,1,"lighter","Size","incon","Younger",3804.4,"53incon"
"2563",53,7.92551897978693,1,"blackboard","Colour","incon","Younger",2767,"53incon"
"2564",53,8.7580037578962,1,"bread","Colour","incon","Younger",6361.4,"53incon"
"2565",53,8.13170716562339,1,"dove","Colour","incon","Younger",3400.6,"53incon"
"2567",53,8.43849624446706,1,"chair","Size","incon","Younger",4621.6,"53incon"
"2568",53,8.48044621604912,1,"box","Size","incon","Younger",4819.6,"53incon"
"2617",55,7.80917599818956,1,"ham","Colour","cong","Younger",2463.1,"55cong"
"2618",55,7.83110106532997,1,"blood","Colour","cong","Younger",2517.7,"55cong"
"2619",55,7.54284952809347,1,"broccoli","Colour","cong","Younger",1887.2,"55cong"
"2620",55,7.75880324179435,1,"hammer","Size","cong","Younger",2342.1,"55cong"
"2621",55,7.3921547885116,1,"orange","Size","cong","Younger",1623.2,"55cong"
"2622",55,7.70535256089855,1,"mouth","Size","cong","Younger",2220.2,"55cong"
"2623",55,8.65625923953924,1,"coffee","Colour","cong","Younger",5746,"55cong"
"2624",55,7.72590382470488,1,"ketchup","Colour","cong","Younger",2266.3,"55cong"
"2625",55,7.46290396138479,1,"rhino","Colour","cong","Younger",1742.2,"55cong"
"2626",55,7.40689286295294,1,"wasp","Size","cong","Younger",1647.3,"55cong"
"2627",55,7.04499229728722,1,"goose","Size","cong","Younger",1147.1,"55cong"
"2628",55,7.80008113340246,1,"donkey","Size","cong","Younger",2440.8,"55cong"
"2629",55,8.191684633424,1,"sunflower","Colour","cong","Younger",3610.8,"55cong"
"2630",55,8.00520021989824,1,"gin","Colour","cong","Younger",2996.5,"55cong"
"2631",55,7.38739978526455,1,"grass","Colour","cong","Younger",1615.5,"55cong"
"2632",55,7.94728966571233,1,"window","Size","cong","Younger",2827.9,"55cong"
"2633",55,7.64338707114824,1,"pen","Size","cong","Younger",2086.8,"55cong"
"2634",55,7.31335371153554,1,"mop","Size","cong","Younger",1500.2,"55cong"
"2635",55,7.8070219198505,1,"snow","Colour","cong","Younger",2457.8,"55cong"
"2636",55,7.95510936036643,1,"butter","Colour","cong","Younger",2850.1,"55cong"
"2637",55,8.26222351943558,1,"oregano","Colour","cong","Younger",3874.7,"55cong"
"2638",55,8.4320491607588,1,"fork","Size","cong","Younger",4591.9,"55cong"
"2639",55,7.79622250212169,1,"doctor","Size","cong","Younger",2431.4,"55cong"
"2640",55,7.68390999852569,1,"dancer","Size","cong","Younger",2173.1,"55cong"
"2643",55,7.42505986884584,1,"trumpet","Colour","incon","Younger",1677.5,"55incon"
"2646",55,8.16814622321287,1,"football","Size","incon","Younger",3526.8,"55incon"
"2647",55,8.26263636939628,1,"cranberry","Colour","incon","Younger",3876.3,"55incon"
"2650",55,7.61687422905178,1,"handbag","Size","incon","Younger",2032.2,"55incon"
"2651",55,7.83062432621642,1,"cup","Size","incon","Younger",2516.5,"55incon"
"2653",55,8.64290912273107,1,"highlighter","Colour","incon","Younger",5669.8,"55incon"
"2657",55,7.81427846329724,1,"theatre","Size","incon","Younger",2475.7,"55incon"
"2660",55,8.37267596055722,1,"bread","Colour","incon","Younger",4327.2,"55incon"
"2661",55,8.53184532274855,1,"dove","Colour","incon","Younger",5073.8,"55incon"
"2663",55,8.13566919407948,1,"chair","Size","incon","Younger",3414.1,"55incon"
"2664",55,8.31179132157818,1,"box","Size","incon","Younger",4071.6,"55incon"
"2665",56,7.54348518867213,1,"ham","Colour","cong","Younger",1888.4,"56cong"
"2666",56,7.41403056564931,1,"blood","Colour","cong","Younger",1659.1,"56cong"
"2667",56,7.38318167839626,1,"broccoli","Colour","cong","Younger",1608.7,"56cong"
"2668",56,7.43354832986991,1,"hammer","Size","cong","Younger",1691.8,"56cong"
"2669",56,7.3467196356307,1,"orange","Size","cong","Younger",1551.1,"56cong"
"2670",56,7.62320196703685,1,"mouth","Size","cong","Younger",2045.1,"56cong"
"2671",56,7.54083393307596,1,"coffee","Colour","cong","Younger",1883.4,"56cong"
"2672",56,7.37243224672215,1,"ketchup","Colour","cong","Younger",1591.5,"56cong"
"2673",56,7.81524741649994,1,"rhino","Colour","cong","Younger",2478.1,"56cong"
"2674",56,7.31847323337175,1,"wasp","Size","cong","Younger",1507.9,"56cong"
"2675",56,7.50334475594728,1,"goose","Size","cong","Younger",1814.1,"56cong"
"2676",56,7.20978394514084,1,"donkey","Size","cong","Younger",1352.6,"56cong"
"2677",56,7.93580203160297,1,"sunflower","Colour","cong","Younger",2795.6,"56cong"
"2678",56,7.70070254461926,1,"gin","Colour","cong","Younger",2209.9,"56cong"
"2679",56,7.80490396532793,1,"grass","Colour","cong","Younger",2452.6,"56cong"
"2680",56,7.80694054295335,1,"window","Size","cong","Younger",2457.6,"56cong"
"2681",56,7.65434843524771,1,"pen","Size","cong","Younger",2109.8,"56cong"
"2682",56,7.36188355906958,1,"mop","Size","cong","Younger",1574.8,"56cong"
"2683",56,7.93203905835948,1,"snow","Colour","cong","Younger",2785.1,"56cong"
"2684",56,7.50086110536186,1,"butter","Colour","cong","Younger",1809.6,"56cong"
"2685",56,7.59044800163822,1,"oregano","Colour","cong","Younger",1979.2,"56cong"
"2686",56,7.32145307201678,1,"fork","Size","cong","Younger",1512.4,"56cong"
"2687",56,7.5464990706627,1,"doctor","Size","cong","Younger",1894.1,"56cong"
"2688",56,7.69557607314476,1,"dancer","Size","cong","Younger",2198.6,"56cong"
"2690",56,8.02675825729798,1,"tar","Colour","incon","Younger",3061.8,"56incon"
"2691",56,8.04385601206124,1,"trumpet","Colour","incon","Younger",3114.6,"56incon"
"2692",56,7.77636722887282,1,"diary","Size","incon","Younger",2383.6,"56incon"
"2693",56,7.92265981857676,1,"gun","Size","incon","Younger",2759.1,"56incon"
"2694",56,7.57589229653791,1,"football","Size","incon","Younger",1950.6,"56incon"
"2695",56,7.91764563758944,1,"cranberry","Colour","incon","Younger",2745.3,"56incon"
"2696",56,7.56023670281607,1,"cloud","Colour","incon","Younger",1920.3,"56incon"
"2697",56,7.86584033251327,1,"chalk","Colour","incon","Younger",2606.7,"56incon"
"2698",56,7.57234865212402,1,"handbag","Size","incon","Younger",1943.7,"56incon"
"2699",56,7.60688453121963,1,"cup","Size","incon","Younger",2012,"56incon"
"2700",56,8.36053938137086,1,"tribe","Size","incon","Younger",4275,"56incon"
"2701",56,7.78705002116957,1,"highlighter","Colour","incon","Younger",2409.2,"56incon"
"2702",56,8.01102337918644,1,"paper","Colour","incon","Younger",3014,"56incon"
"2703",56,8.70972907061716,1,"lion","Colour","incon","Younger",6061.6,"56incon"
"2704",56,7.83944680743232,1,"pencil","Size","incon","Younger",2538.8,"56incon"
"2705",56,7.9291264873068,1,"theatre","Size","incon","Younger",2777,"56incon"
"2706",56,8.40512131599272,1,"lighter","Size","incon","Younger",4469.9,"56incon"
"2708",56,8.55026039512043,1,"bread","Colour","incon","Younger",5168.1,"56incon"
"2709",56,8.44936392838859,1,"dove","Colour","incon","Younger",4672.1,"56incon"
"2710",56,8.2619395861838,1,"stool","Size","incon","Younger",3873.6,"56incon"
"2711",56,8.01852667847406,1,"chair","Size","incon","Younger",3036.7,"56incon"
"2712",56,8.35941594353328,1,"box","Size","incon","Younger",4270.2,"56incon"
"2714",57,7.49103178840637,1,"blood","Colour","cong","Younger",1791.9,"57cong"
"2715",57,7.49114339554934,1,"broccoli","Colour","cong","Younger",1792.1,"57cong"
"2716",57,7.74253222167275,1,"hammer","Size","cong","Younger",2304.3,"57cong"
"2717",57,7.55349633714481,1,"orange","Size","cong","Younger",1907.4,"57cong"
"2718",57,8.49132138384867,1,"mouth","Size","cong","Younger",4872.3,"57cong"
"2719",57,7.20020098728294,1,"coffee","Colour","cong","Younger",1339.7,"57cong"
"2720",57,7.46284656104611,1,"ketchup","Colour","cong","Younger",1742.1,"57cong"
"2721",57,7.58258572775619,1,"rhino","Colour","cong","Younger",1963.7,"57cong"
"2722",57,7.12020182074801,1,"wasp","Size","cong","Younger",1236.7,"57cong"
"2723",57,7.1434596123412,1,"goose","Size","cong","Younger",1265.8,"57cong"
"2724",57,7.1822761211561,1,"donkey","Size","cong","Younger",1315.9,"57cong"
"2725",57,7.53460238778485,1,"sunflower","Colour","cong","Younger",1871.7,"57cong"
"2726",57,7.93862391556373,1,"gin","Colour","cong","Younger",2803.5,"57cong"
"2727",57,8.08520955474726,1,"grass","Colour","cong","Younger",3246.1,"57cong"
"2728",57,8.00229260960822,1,"window","Size","cong","Younger",2987.8,"57cong"
"2729",57,7.83538152052004,1,"pen","Size","cong","Younger",2528.5,"57cong"
"2730",57,7.95672203775984,1,"mop","Size","cong","Younger",2854.7,"57cong"
"2731",57,7.23316656824392,1,"snow","Colour","cong","Younger",1384.6,"57cong"
"2732",57,7.75717944859935,1,"butter","Colour","cong","Younger",2338.3,"57cong"
"2733",57,7.38944041300171,1,"oregano","Colour","cong","Younger",1618.8,"57cong"
"2735",57,8.27269831419099,1,"doctor","Size","cong","Younger",3915.5,"57cong"
"2736",57,7.56600040753282,1,"dancer","Size","cong","Younger",1931.4,"57cong"
"2737",57,7.81136595769892,1,"rice","Colour","incon","Younger",2468.5,"57incon"
"2738",57,7.73595769053495,1,"tar","Colour","incon","Younger",2289.2,"57incon"
"2739",57,7.57783851994353,1,"trumpet","Colour","incon","Younger",1954.4,"57incon"
"2740",57,7.60175209849666,1,"diary","Size","incon","Younger",2001.7,"57incon"
"2741",57,8.62248970502598,1,"gun","Size","incon","Younger",5555.2,"57incon"
"2742",57,7.60145230834752,1,"football","Size","incon","Younger",2001.1,"57incon"
"2743",57,7.53966515007089,1,"cranberry","Colour","incon","Younger",1881.2,"57incon"
"2744",57,7.66650291662603,1,"cloud","Colour","incon","Younger",2135.6,"57incon"
"2745",57,7.80795727850671,1,"chalk","Colour","incon","Younger",2460.1,"57incon"
"2746",57,7.42470212975306,1,"handbag","Size","incon","Younger",1676.9,"57incon"
"2747",57,7.81891285874454,1,"cup","Size","incon","Younger",2487.2,"57incon"
"2749",57,8.44662050124407,1,"highlighter","Colour","incon","Younger",4659.3,"57incon"
"2750",57,8.69025534527801,1,"paper","Colour","incon","Younger",5944.7,"57incon"
"2751",57,8.47697518112744,1,"lion","Colour","incon","Younger",4802.9,"57incon"
"2752",57,8.29689558655195,1,"pencil","Size","incon","Younger",4011.4,"57incon"
"2753",57,7.76988545189686,1,"theatre","Size","incon","Younger",2368.2,"57incon"
"2754",57,8.09009578318096,1,"lighter","Size","incon","Younger",3262,"57incon"
"2755",57,8.0101271581914,1,"blackboard","Colour","incon","Younger",3011.3,"57incon"
"2756",57,7.81221631510271,1,"bread","Colour","incon","Younger",2470.6,"57incon"
"2757",57,7.56361587475607,1,"dove","Colour","incon","Younger",1926.8,"57incon"
"2758",57,8.17046857833067,1,"stool","Size","incon","Younger",3535,"57incon"
"2760",57,8.41138813251926,1,"box","Size","incon","Younger",4498,"57incon"
