participant,Item,Rule,Response,Trial,TrialType,accuracy,rt,Agegroup,Context,accuracy01
40,ladder,ACTION,climb,36,SingleNaming,5,1007.8,Older,Single,0
67,strawberry,ACTION,eat,37,SingleNaming,5,1265,Younger,Single,0
3,plane,ACTION,fly,38,switch,5,1175,Younger,Dual,0
24,broom,ACTION,sweep,38,switch,5,959.3,Younger,Dual,0
38,broom,ACTION,sweep,38,switch,5,1127.9,Older,Dual,0
84,horse,ACTION,ride,39,nonswitch,5,2252.2,Older,Dual,0
9,present,ACTION,give,39,SingleNaming,5,1345.5,Younger,Single,0
19,coat,OBJECT,coat,40,switch,5,856.6,Younger,Dual,0
78,coat,OBJECT,coat,40,switch,5,1374.9,Older,Dual,0
84,knife,ACTION,cut,40,nonswitch,5,1682.8,Older,Dual,0
97,knife,ACTION,cut,40,nonswitch,5,1099.9,Younger,Dual,0
42,horse,ACTION,ride,41,X,5,1337,Older,Dual,0
68,horse,ACTION,ride,41,X,5,1138.8,Younger,Dual,0
88,suitcase,ACTION,pack,42,nonswitch,5,1119.5,Younger,Dual,0
89,suitcase,ACTION,pack,42,nonswitch,5,1243.8,Younger,Dual,0
33,cup,OBJECT,cup,43,switch,5,1340.2,Older,Dual,0
41,horse,ACTION,ride,43,switch,5,1168.4,Older,Dual,0
57,cup,OBJECT,cup,43,switch,5,983.3,Younger,Dual,0
78,cup,OBJECT,cup,43,switch,5,1349.7,Older,Dual,0
92,cup,OBJECT,cup,43,switch,5,715.2,Older,Dual,0
98,cup,OBJECT,cup,43,switch,5,1032.6,Older,Dual,0
25,plane,OBJECT,plane,44,switch,5,845.7,Older,Dual,0
31,plane,OBJECT,plane,44,switch,5,1034.5,Older,Dual,0
37,plane,OBJECT,plane,44,switch,5,907.1,Older,Dual,0
81,plane,OBJECT,plane,44,switch,5,1280.2,Older,Dual,0
29,candle,ACTION,light,47,switch,5,1163.1,Older,Dual,0
78,candle,ACTION,light,47,switch,5,986.2,Older,Dual,0
10,coat,ACTION,wear,48,nonswitch,5,1167.8,Younger,Dual,0
79,coat,ACTION,wear,48,nonswitch,5,1603.6,Older,Dual,0
32,eye,OBJECT,eye,50,switch,5,678.6,Younger,Dual,0
40,eye,OBJECT,eye,50,switch,5,1229.4,Older,Dual,0
78,eye,OBJECT,eye,50,switch,5,1192.2,Older,Dual,0
48,strawberry,OBJECT,strawberry,52,switch,5,1111.6,Older,Dual,0
86,strawberry,OBJECT,strawberry,52,switch,5,1174.1,Older,Dual,0
84,newspaper,OBJECT,newspaper,54,nonswitch,5,1105.1,Older,Dual,0
46,candle,ACTION,light,55,switch,5,1463.2,Older,Dual,0
91,strawberry,ACTION,eat,56,nonswitch,5,2265.8,Older,Dual,0
97,strawberry,ACTION,eat,56,nonswitch,5,1185.1,Younger,Dual,0
61,knife,OBJECT,knife,58,switch,5,719.6,Younger,Dual,0
60,brain,OBJECT,brain,59,switch,5,1244.1,Older,Dual,0
75,trophy,ACTION,win,59,switch,5,1049.6,Younger,Dual,0
83,trophy,ACTION,win,59,switch,5,1211.2,Older,Dual,0
37,coat,ACTION,wear,61,switch,5,760.6,Older,Dual,0
59,coat,ACTION,wear,61,switch,5,1102.5,Older,Dual,0
79,present,OBJECT,present,61,switch,5,1167.6,Older,Dual,0
58,eye,ACTION,see,62,nonswitch,5,1563.8,Younger,Dual,0
1,toy,OBJECT,toy,65,switch,5,1095.7,Younger,Dual,0
11,toy,OBJECT,toy,65,switch,5,944.5,Younger,Dual,0
42,candle,OBJECT,candle,65,switch,5,1036.6,Older,Dual,0
55,toy,OBJECT,toy,65,switch,5,1041.5,Younger,Dual,0
9,teeth,ACTION,brush,66,switch,5,1385.4,Younger,Dual,0
32,suitcase,ACTION,pack,66,switch,5,1175.9,Younger,Dual,0
36,suitcase,ACTION,pack,66,switch,5,1683,Older,Dual,0
39,teeth,ACTION,brush,66,switch,5,1028.6,Younger,Dual,0
3,soap,ACTION,wash,67,nonswitch,5,898.2,Younger,Dual,0
9,present,ACTION,give,67,nonswitch,5,1583.5,Younger,Dual,0
91,brain,ACTION,think,68,nonswitch,5,1913.7,Older,Dual,0
10,plane,OBJECT,plane,69,switch,5,1182.3,Younger,Dual,0
21,broom,OBJECT,broom,69,switch,5,877.1,Younger,Dual,0
23,broom,OBJECT,broom,69,switch,5,2656.4,Younger,Dual,0
37,broom,OBJECT,broom,69,switch,5,911.9,Older,Dual,0
39,broom,OBJECT,broom,69,switch,5,754.3,Younger,Dual,0
49,plane,OBJECT,plane,69,switch,5,1354.1,Older,Dual,0
72,broom,OBJECT,broom,69,switch,5,1062.7,Older,Dual,0
82,broom,OBJECT,broom,69,switch,5,1225.8,Younger,Dual,0
64,present,OBJECT,present,70,nonswitch,5,1070.2,Younger,Dual,0
76,brain,OBJECT,brain,70,nonswitch,5,1113.4,Older,Dual,0
22,present,ACTION,give,71,switch,5,1395.3,Younger,Dual,0
55,trophy,ACTION,win,71,switch,5,1548.6,Younger,Dual,0
75,present,ACTION,give,71,switch,5,1200.4,Younger,Dual,0
46,newspaper,OBJECT,newspaper,72,switch,5,1189.5,Older,Dual,0
20,knife,ACTION,cut,74,switch,5,1419.3,Younger,Dual,0
33,broom,OBJECT,broom,74,switch,5,754.5,Older,Dual,0
67,broom,OBJECT,broom,74,switch,5,1048.1,Younger,Dual,0
11,coat,ACTION,wear,75,nonswitch,5,1810.6,Younger,Dual,0
59,coat,ACTION,wear,75,nonswitch,5,1077.6,Older,Dual,0
32,strawberry,OBJECT,strawberry,76,switch,5,1027.8,Younger,Dual,0
33,strawberry,OBJECT,strawberry,76,switch,5,1136,Older,Dual,0
64,eye,OBJECT,eye,76,switch,5,1037.5,Younger,Dual,0
97,eye,OBJECT,eye,76,switch,5,1946.8,Younger,Dual,0
2,broom,OBJECT,broom,77,nonswitch,5,1329.1,Younger,Dual,0
9,newspaper,ACTION,read,78,switch,5,1552.2,Younger,Dual,0
25,newspaper,ACTION,read,78,switch,5,1900.4,Older,Dual,0
16,ladder,OBJECT,ladder,80,switch,5,1570.3,Younger,Dual,0
45,ladder,OBJECT,ladder,80,switch,5,1291.1,Younger,Dual,0
58,trophy,OBJECT,trophy,80,switch,5,965.6,Younger,Dual,0
85,ladder,OBJECT,ladder,80,switch,5,1134.6,Older,Dual,0
9,eye,ACTION,see,81,X,5,1570.3,Younger,Dual,0
48,eye,ACTION,see,81,X,5,1095.7,Older,Dual,0
71,eye,ACTION,see,81,X,5,1167.8,Younger,Dual,0
95,eye,ACTION,see,81,X,5,2252.2,Older,Dual,0
3,cup,ACTION,drink,82,switch,5,1579.8,Younger,Dual,0
26,cup,ACTION,drink,82,switch,5,1183.5,Younger,Dual,0
83,cup,ACTION,drink,82,switch,5,978.9,Older,Dual,0
29,pen,OBJECT,pen,83,switch,5,1464.3,Older,Dual,0
45,pen,OBJECT,pen,83,switch,5,1265.7,Younger,Dual,0
77,cup,OBJECT,cup,85,nonswitch,5,1419.9,Younger,Dual,0
12,broom,ACTION,sweep,86,switch,5,1274.4,Younger,Dual,0
26,broom,ACTION,sweep,86,switch,5,1047,Younger,Dual,0
36,broom,ACTION,sweep,86,switch,5,936.2,Older,Dual,0
39,pen,ACTION,write,86,switch,5,822.6,Younger,Dual,0
57,broom,ACTION,sweep,86,switch,5,883.3,Younger,Dual,0
59,pen,ACTION,write,86,switch,5,1279.6,Older,Dual,0
81,pen,ACTION,write,86,switch,5,1588.5,Older,Dual,0
85,broom,ACTION,sweep,86,switch,5,1114.2,Older,Dual,0
9,soap,ACTION,wash,87,nonswitch,5,1483.3,Younger,Dual,0
74,cake,ACTION,bake,87,nonswitch,5,2395.6,Older,Dual,0
60,broom,OBJECT,broom,88,switch,5,1392.6,Older,Dual,0
100,broom,OBJECT,broom,88,switch,5,1867.7,Older,Dual,0
9,teeth,ACTION,brush,89,switch,5,1287.5,Younger,Dual,0
88,pen,OBJECT,pen,90,switch,5,1088.4,Younger,Dual,0
9,cup,ACTION,drink,92,switch,5,1033.9,Younger,Dual,0
47,coat,OBJECT,coat,92,nonswitch,5,2071.4,Younger,Dual,0
4,suitcase,OBJECT,suitcase,93,nonswitch,5,2387.6,Younger,Dual,0
9,toy,ACTION,play,93,nonswitch,5,1933,Younger,Dual,0
75,brain,ACTION,think,94,switch,5,780.3,Younger,Dual,0
91,brain,OBJECT,brain,94,switch,5,1693.7,Older,Dual,0
97,brain,OBJECT,brain,94,switch,5,1221.8,Younger,Dual,0
46,teeth,OBJECT,teeth,95,nonswitch,5,2174.1,Older,Dual,0
55,teeth,OBJECT,teeth,95,nonswitch,5,1031.8,Younger,Dual,0
71,teeth,OBJECT,teeth,95,nonswitch,5,1682.8,Younger,Dual,0
9,trophy,ACTION,win,96,switch,5,2009.2,Younger,Dual,0
37,trophy,ACTION,win,96,switch,5,947.1,Older,Dual,0
12,cup,OBJECT,cup,97,nonswitch,5,1677.9,Younger,Dual,0
88,cup,OBJECT,cup,97,nonswitch,5,1319.2,Younger,Dual,0
1,horse,ACTION,ride,98,nonswitch,5,1880.3,Younger,Dual,0
74,toy,ACTION,play,98,switch,5,936.8,Older,Dual,0
17,eye,OBJECT,eye,99,switch,5,1371.6,Younger,Dual,0
19,eye,OBJECT,eye,99,switch,5,2718.8,Younger,Dual,0
67,eye,OBJECT,eye,99,switch,5,2568.1,Younger,Dual,0
4,broom,OBJECT,broom,100,nonswitch,5,1925.5,Younger,Dual,0
12,broom,OBJECT,broom,100,nonswitch,5,2186.9,Younger,Dual,0
41,ladder,OBJECT,ladder,100,nonswitch,5,725.1,Older,Dual,0
64,ladder,OBJECT,ladder,100,nonswitch,5,904,Younger,Dual,0
74,ladder,ACTION,climb,101,switch,5,964.4,Older,Dual,0
45,trophy,ACTION,win,102,nonswitch,5,913.9,Younger,Dual,0
97,ladder,ACTION,climb,102,switch,5,2343.4,Younger,Dual,0
68,brain,OBJECT,brain,103,switch,5,1067.3,Younger,Dual,0
99,coat,OBJECT,coat,103,switch,5,1380,Older,Dual,0
31,eye,OBJECT,eye,105,nonswitch,5,1724,Older,Dual,0
69,eye,OBJECT,eye,105,nonswitch,5,1144,Older,Dual,0
18,coat,ACTION,wear,107,switch,5,943.7,Younger,Dual,0
39,coat,ACTION,wear,107,switch,5,807.4,Younger,Dual,0
49,newspaper,ACTION,read,107,switch,5,914.4,Older,Dual,0
11,suitcase,ACTION,pack,108,nonswitch,5,1450.7,Younger,Dual,0
55,suitcase,ACTION,pack,108,nonswitch,5,1516.9,Younger,Dual,0
52,trophy,OBJECT,trophy,109,switch,5,1248.9,Older,Dual,0
65,teeth,OBJECT,teeth,109,switch,5,867.9,Younger,Dual,0
83,ladder,OBJECT,ladder,110,nonswitch,5,1227.4,Older,Dual,0
7,teeth,ACTION,brush,111,switch,5,1593,Younger,Dual,0
31,present,ACTION,give,111,switch,5,1077.4,Older,Dual,0
91,present,ACTION,give,111,switch,5,1323.7,Older,Dual,0
84,trophy,ACTION,win,112,nonswitch,5,2023.1,Older,Dual,0
12,soap,ACTION,wash,113,nonswitch,5,2484.3,Younger,Dual,0
19,strawberry,ACTION,eat,115,switch,5,1113.4,Younger,Dual,0
89,strawberry,ACTION,eat,115,switch,5,1663.4,Younger,Dual,0
39,brain,OBJECT,brain,116,nonswitch,5,815,Younger,Dual,0
60,cake,OBJECT,cake,117,nonswitch,5,1131.5,Older,Dual,0
89,horse,OBJECT,horse,117,nonswitch,5,2428.8,Younger,Dual,0
38,suitcase,ACTION,pack,118,switch,5,831.7,Older,Dual,0
62,knife,ACTION,cut,118,switch,5,1194.6,Older,Dual,0
67,knife,ACTION,cut,118,switch,5,1563.1,Younger,Dual,0
4,suitcase,ACTION,pack,119,nonswitch,5,1754,Younger,Dual,0
24,broom,ACTION,sweep,119,nonswitch,5,1155.2,Younger,Dual,0
10,cup,OBJECT,cup,120,switch,5,1123.9,Younger,Dual,0
22,cup,OBJECT,cup,120,switch,5,1273.7,Younger,Dual,0
11,candle,OBJECT,candle,121,X,5,1237.1,Younger,Dual,0
18,candle,OBJECT,candle,121,X,5,1820.4,Younger,Dual,0
60,broom,OBJECT,broom,122,nonswitch,5,1225.8,Older,Dual,0
26,knife,OBJECT,knife,123,switch,5,845,Younger,Dual,0
50,strawberry,ACTION,eat,123,switch,5,941.6,Older,Dual,0
100,strawberry,ACTION,eat,123,switch,5,1642.9,Older,Dual,0
91,toy,OBJECT,toy,126,nonswitch,5,2154.2,Older,Dual,0
23,soap,ACTION,wash,127,switch,5,1843.2,Younger,Dual,0
26,trophy,ACTION,win,127,switch,5,1240.3,Younger,Dual,0
29,trophy,ACTION,win,127,switch,5,889.4,Older,Dual,0
37,soap,ACTION,wash,127,switch,5,822.4,Older,Dual,0
45,trophy,ACTION,win,127,switch,5,1621.1,Younger,Dual,0
37,strawberry,ACTION,eat,128,nonswitch,5,766.6,Older,Dual,0
80,strawberry,ACTION,eat,128,nonswitch,5,1160.1,Older,Dual,0
85,cup,ACTION,drink,128,nonswitch,5,1340.2,Older,Dual,0
36,horse,ACTION,ride,129,nonswitch,5,921.4,Older,Dual,0
27,cake,OBJECT,cake,130,switch,5,1102.9,Older,Dual,0
96,plane,ACTION,fly,130,switch,5,1316.4,Older,Dual,0
45,candle,OBJECT,candle,131,nonswitch,5,1497.8,Younger,Dual,0
11,soap,OBJECT,soap,132,switch,5,793.6,Younger,Dual,0
51,cake,ACTION,bake,135,switch,5,962.5,Older,Dual,0
84,newspaper,OBJECT,newspaper,139,switch,5,1099.3,Older,Dual,0
98,ladder,OBJECT,ladder,141,switch,5,1500.9,Older,Dual,0
97,ladder,ACTION,climb,142,nonswitch,5,1233.9,Younger,Dual,0
91,pen,ACTION,write,143,nonswitch,5,1269.3,Older,Dual,0
21,strawberry,OBJECT,strawberry,145,switch,5,1492.2,Younger,Dual,0
39,strawberry,OBJECT,strawberry,145,switch,5,906.8,Younger,Dual,0
59,strawberry,OBJECT,strawberry,145,switch,5,968.5,Older,Dual,0
79,trophy,OBJECT,trophy,145,switch,5,1418.3,Older,Dual,0
89,trophy,OBJECT,trophy,145,switch,5,1324.8,Younger,Dual,0
9,candle,ACTION,light,148,nonswitch,5,1635.6,Younger,Dual,0
57,candle,ACTION,light,148,nonswitch,5,1193.2,Younger,Dual,0
21,soap,OBJECT,soap,150,nonswitch,5,997.9,Younger,Dual,0
55,soap,OBJECT,soap,150,nonswitch,5,1067.7,Younger,Dual,0
62,plane,OBJECT,plane,150,nonswitch,5,1494.2,Older,Dual,0
9,candle,ACTION,light,151,switch,5,1051.7,Younger,Dual,0
12,soap,OBJECT,soap,154,switch,5,1756.2,Younger,Dual,0
11,eye,ACTION,see,155,nonswitch,5,1540.6,Younger,Dual,0
9,plane,OBJECT,plane,156,switch,5,1601.6,Younger,Dual,0
29,plane,OBJECT,plane,156,switch,5,1483,Older,Dual,0
67,plane,OBJECT,plane,156,switch,5,2326.2,Younger,Dual,0
72,plane,OBJECT,plane,156,switch,5,1508.8,Older,Dual,0
77,plane,OBJECT,plane,156,switch,5,1004.8,Younger,Dual,0
24,present,OBJECT,present,157,nonswitch,5,1408.5,Younger,Dual,0
37,present,OBJECT,present,157,nonswitch,5,1979.5,Older,Dual,0
65,pen,OBJECT,pen,157,nonswitch,5,954.8,Younger,Dual,0
9,broom,ACTION,sweep,158,switch,5,1534.1,Younger,Dual,0
11,eye,OBJECT,eye,160,switch,5,838,Younger,Dual,0
12,coat,OBJECT,coat,160,switch,5,864.8,Younger,Dual,0
24,eye,OBJECT,eye,160,switch,5,747.1,Younger,Dual,0
60,eye,OBJECT,eye,160,switch,5,862.5,Older,Dual,0
1,eye,ACTION,see,1,X,7,1407.1,Younger,Dual,1
2,eye,ACTION,see,1,X,7,1419.4,Younger,Dual,1
3,pen,OBJECT,pen,1,X,7,1515.9,Younger,Dual,1
4,pen,OBJECT,pen,1,X,7,1133.5,Younger,Dual,1
5,pen,OBJECT,pen,1,X,7,2186.9,Younger,Dual,1
6,eye,ACTION,see,1,X,7,1599.5,Younger,Dual,1
7,pen,OBJECT,pen,1,X,7,1441.1,Younger,Dual,1
8,pen,OBJECT,pen,1,X,7,1225.6,Younger,Dual,1
9,eye,ACTION,see,1,X,7,1336.2,Younger,Dual,1
10,pen,OBJECT,pen,1,X,7,1599.4,Younger,Dual,1
11,eye,ACTION,see,1,X,7,1646.5,Younger,Dual,1
12,pen,OBJECT,pen,1,X,7,1479.7,Younger,Dual,1
13,pen,OBJECT,pen,1,X,7,950.2,Younger,Dual,1
14,eye,ACTION,see,1,X,7,1508.3,Younger,Dual,1
15,eye,ACTION,see,1,X,7,1440,Younger,Dual,1
16,pen,OBJECT,pen,1,X,7,1327,Younger,Dual,1
17,pen,OBJECT,pen,1,X,7,1114.9,Younger,Dual,1
18,eye,ACTION,see,1,X,7,1130.2,Younger,Dual,1
19,pen,OBJECT,pen,1,X,7,1326.8,Younger,Dual,1
20,eye,ACTION,see,1,X,7,1282.2,Younger,Dual,1
21,eye,ACTION,see,1,X,7,1671.9,Younger,Dual,1
22,pen,OBJECT,pen,1,X,7,1048.4,Younger,Dual,1
23,eye,ACTION,see,1,X,7,1665.5,Younger,Dual,1
24,eye,ACTION,see,1,X,7,1120.6,Younger,Dual,1
25,eye,ACTION,see,1,X,7,1329.4,Older,Dual,1
26,pen,OBJECT,pen,1,X,7,1298.3,Younger,Dual,1
27,pen,OBJECT,pen,1,X,7,1108.3,Older,Dual,1
28,eye,ACTION,see,1,X,7,1888.5,Older,Dual,1
29,pen,OBJECT,pen,1,X,7,1873,Older,Dual,1
30,pen,OBJECT,pen,1,X,7,1561.4,Older,Dual,1
31,eye,ACTION,see,1,X,7,1414.4,Older,Dual,1
32,pen,OBJECT,pen,1,X,7,1194,Younger,Dual,1
33,pen,OBJECT,pen,1,X,7,1754.4,Older,Dual,1
34,pen,OBJECT,pen,1,X,7,1914.9,Older,Dual,1
35,pen,OBJECT,pen,1,X,7,1091.6,Older,Dual,1
36,pen,OBJECT,pen,1,X,7,1601.2,Older,Dual,1
37,eye,ACTION,see,1,X,7,1078.9,Older,Dual,1
38,eye,ACTION,see,1,X,7,2044.9,Older,Dual,1
39,eye,ACTION,see,1,X,7,812.4,Younger,Dual,1
40,pen,OBJECT,pen,1,X,7,1381.8,Older,Dual,1
41,eye,ACTION,see,1,X,7,1312.9,Older,Dual,1
42,pen,OBJECT,pen,1,X,7,859.5,Older,Dual,1
43,pen,OBJECT,pen,1,X,7,1326.7,Younger,Dual,1
44,pen,OBJECT,pen,1,X,7,1215.2,Older,Dual,1
45,pen,OBJECT,pen,1,X,7,1117,Younger,Dual,1
46,eye,ACTION,see,1,X,7,1820.5,Older,Dual,1
47,pen,OBJECT,pen,1,X,7,1407.1,Younger,Dual,1
48,eye,ACTION,see,1,X,7,1570.1,Older,Dual,1
49,pen,OBJECT,pen,1,X,7,1454.9,Older,Dual,1
50,eye,ACTION,see,1,X,7,2178.9,Older,Dual,1
51,eye,ACTION,see,1,X,7,1666.4,Older,Dual,1
52,eye,ACTION,see,1,X,7,1178.6,Older,Dual,1
53,eye,ACTION,see,1,X,7,1660.8,Younger,Dual,1
54,pen,OBJECT,pen,1,X,7,1403.9,Older,Dual,1
55,eye,ACTION,see,1,X,7,1441.5,Younger,Dual,1
56,eye,ACTION,see,1,X,7,1015.5,Younger,Dual,1
57,pen,OBJECT,pen,1,X,7,1202.3,Younger,Dual,1
58,eye,ACTION,see,1,X,7,927.9,Younger,Dual,1
59,eye,ACTION,see,1,X,7,1038.7,Older,Dual,1
60,eye,ACTION,see,1,X,7,1233.1,Older,Dual,1
61,pen,OBJECT,pen,1,X,7,885.8,Younger,Dual,1
62,pen,OBJECT,pen,1,X,7,1545,Older,Dual,1
63,eye,ACTION,see,1,X,7,1195.8,Younger,Dual,1
64,eye,ACTION,see,1,X,7,1639.5,Younger,Dual,1
65,pen,OBJECT,pen,1,X,7,1030.5,Younger,Dual,1
66,pen,OBJECT,pen,1,X,7,893.5,Older,Dual,1
67,pen,OBJECT,pen,1,X,7,2223.1,Younger,Dual,1
68,pen,OBJECT,pen,1,X,7,1258.4,Younger,Dual,1
69,eye,ACTION,see,1,X,7,1378.8,Older,Dual,1
70,eye,ACTION,see,1,X,7,1703.5,Older,Dual,1
71,eye,ACTION,see,1,X,7,1483.3,Younger,Dual,1
72,eye,ACTION,see,1,X,7,2259.4,Older,Dual,1
73,eye,ACTION,see,1,X,7,895.5,Younger,Dual,1
74,pen,OBJECT,pen,1,X,7,1142.4,Older,Dual,1
76,pen,OBJECT,pen,1,X,7,1465.2,Older,Dual,1
77,eye,ACTION,see,1,X,7,1215.7,Younger,Dual,1
78,pen,OBJECT,pen,1,X,7,1176.9,Older,Dual,1
79,pen,OBJECT,pen,1,X,7,857.1,Older,Dual,1
80,eye,ACTION,see,1,X,7,2161.5,Older,Dual,1
81,eye,ACTION,see,1,X,7,1724.8,Older,Dual,1
82,eye,ACTION,see,1,X,7,1225.8,Younger,Dual,1
83,pen,OBJECT,pen,1,X,7,1664.4,Older,Dual,1
84,eye,ACTION,see,1,X,7,1379.8,Older,Dual,1
85,pen,OBJECT,pen,1,X,7,1125.5,Older,Dual,1
86,eye,ACTION,see,1,X,7,1479.9,Older,Dual,1
87,pen,OBJECT,pen,1,X,7,1529.2,Younger,Dual,1
88,pen,OBJECT,pen,1,X,7,872.1,Younger,Dual,1
89,pen,OBJECT,pen,1,X,7,1173.9,Younger,Dual,1
90,pen,OBJECT,pen,1,X,7,1483.5,Older,Dual,1
91,eye,ACTION,see,1,X,7,1054.1,Older,Dual,1
92,pen,OBJECT,pen,1,X,7,779.7,Older,Dual,1
93,eye,ACTION,see,1,X,7,1675.5,Older,Dual,1
94,eye,ACTION,see,1,X,7,2288.4,Older,Dual,1
95,eye,ACTION,see,1,X,7,2312,Older,Dual,1
96,eye,ACTION,see,1,X,7,1490,Older,Dual,1
97,eye,ACTION,see,1,X,7,2098.3,Younger,Dual,1
98,pen,OBJECT,pen,1,X,7,1673.7,Older,Dual,1
99,eye,ACTION,see,1,X,7,1894.2,Older,Dual,1
100,eye,ACTION,see,1,X,7,1131.5,Older,Dual,1
91,broom,OBJECT,broom,1,SingleNaming,7,1058.2,Older,Single,1
75,cup,ACTION,drink,2,switch,7,1157,Younger,Dual,1
67,horse,OBJECT,horse,3,switch,7,1421.7,Younger,Dual,1
72,coat,OBJECT,coat,3,switch,7,1719,Older,Dual,1
100,coat,OBJECT,coat,3,switch,7,2222.2,Older,Dual,1
91,suitcase,OBJECT,suitcase,3,SingleNaming,7,1138.8,Older,Single,1
1,trophy,OBJECT,trophy,4,nonswitch,7,2270.3,Younger,Dual,1
7,eye,OBJECT,eye,4,nonswitch,7,2116.8,Younger,Dual,1
13,eye,OBJECT,eye,4,nonswitch,7,1888.1,Younger,Dual,1
20,trophy,OBJECT,trophy,4,nonswitch,7,1658.6,Younger,Dual,1
24,trophy,OBJECT,trophy,4,nonswitch,7,959.9,Younger,Dual,1
47,eye,OBJECT,eye,4,nonswitch,7,2270.3,Younger,Dual,1
56,trophy,OBJECT,trophy,4,nonswitch,7,1896.7,Younger,Dual,1
91,trophy,OBJECT,trophy,4,nonswitch,7,1746.3,Older,Dual,1
92,eye,OBJECT,eye,4,nonswitch,7,932.1,Older,Dual,1
94,trophy,OBJECT,trophy,4,nonswitch,7,1541,Older,Dual,1
99,trophy,OBJECT,trophy,4,nonswitch,7,1298,Older,Dual,1
91,horse,OBJECT,horse,4,SingleNaming,7,2604.8,Older,Single,1
17,suitcase,OBJECT,suitcase,5,nonswitch,7,1523.2,Younger,Dual,1
31,candle,OBJECT,candle,5,nonswitch,7,2038.3,Older,Dual,1
35,suitcase,OBJECT,suitcase,5,nonswitch,7,1500.8,Older,Dual,1
67,suitcase,OBJECT,suitcase,5,nonswitch,7,1113.4,Younger,Dual,1
86,candle,OBJECT,candle,5,nonswitch,7,1895.1,Older,Dual,1
89,suitcase,OBJECT,suitcase,5,nonswitch,7,1483,Younger,Dual,1
5,ladder,ACTION,climb,6,switch,7,519.1,Younger,Dual,1
11,toy,ACTION,play,6,switch,7,2271.1,Younger,Dual,1
47,ladder,ACTION,climb,6,switch,7,1668.3,Younger,Dual,1
49,ladder,ACTION,climb,6,switch,7,2154.6,Older,Dual,1
68,ladder,ACTION,climb,6,switch,7,1642.9,Younger,Dual,1
84,toy,ACTION,play,6,switch,7,1185.9,Older,Dual,1
91,pen,OBJECT,pen,6,SingleNaming,7,2538.7,Older,Single,1
36,brain,ACTION,think,7,nonswitch,7,1772.1,Older,Dual,1
48,plane,ACTION,fly,7,nonswitch,7,1224.8,Older,Dual,1
54,brain,ACTION,think,7,nonswitch,7,1951.1,Older,Dual,1
85,brain,ACTION,think,7,nonswitch,7,1190.7,Older,Dual,1
91,plane,ACTION,fly,7,nonswitch,7,1632,Older,Dual,1
93,plane,ACTION,fly,7,nonswitch,7,1013,Older,Dual,1
91,newspaper,OBJECT,newspaper,7,SingleNaming,7,1413.6,Older,Single,1
15,knife,OBJECT,knife,8,switch,7,1541.1,Younger,Dual,1
78,cake,OBJECT,cake,8,switch,7,1304.9,Older,Dual,1
91,cup,OBJECT,cup,8,SingleNaming,7,1425.7,Older,Single,1
12,teeth,ACTION,brush,9,switch,7,1064.8,Younger,Dual,1
59,cup,ACTION,drink,9,switch,7,1523.9,Older,Dual,1
65,teeth,ACTION,brush,9,switch,7,2090.7,Younger,Dual,1
94,cup,ACTION,drink,9,switch,7,1486.9,Older,Dual,1
91,knife,OBJECT,knife,9,SingleNaming,7,2032.2,Older,Single,1
1,cake,ACTION,bake,10,nonswitch,7,2585.8,Younger,Dual,1
8,soap,OBJECT,soap,10,switch,7,1113.1,Younger,Dual,1
10,soap,OBJECT,soap,10,switch,7,1476.1,Younger,Dual,1
22,soap,OBJECT,soap,10,switch,7,1335.3,Younger,Dual,1
37,cake,ACTION,bake,10,nonswitch,7,1762.5,Older,Dual,1
61,soap,OBJECT,soap,10,switch,7,1911.3,Younger,Dual,1
75,soap,OBJECT,soap,10,switch,7,978.1,Younger,Dual,1
80,cake,ACTION,bake,10,nonswitch,7,2535,Older,Dual,1
5,candle,OBJECT,candle,11,nonswitch,7,2881.6,Younger,Dual,1
15,teeth,OBJECT,teeth,11,switch,7,2034.9,Younger,Dual,1
16,candle,OBJECT,candle,11,nonswitch,7,1723.3,Younger,Dual,1
23,teeth,OBJECT,teeth,11,switch,7,2388.5,Younger,Dual,1
28,teeth,OBJECT,teeth,11,switch,7,621.5,Older,Dual,1
29,candle,OBJECT,candle,11,nonswitch,7,1647.4,Older,Dual,1
34,candle,OBJECT,candle,11,nonswitch,7,1804.8,Older,Dual,1
38,teeth,OBJECT,teeth,11,switch,7,2168.7,Older,Dual,1
43,candle,OBJECT,candle,11,nonswitch,7,1095.3,Younger,Dual,1
46,teeth,OBJECT,teeth,11,switch,7,2101.2,Older,Dual,1
48,teeth,OBJECT,teeth,11,switch,7,1774.1,Older,Dual,1
53,teeth,OBJECT,teeth,11,switch,7,2122.3,Younger,Dual,1
54,candle,OBJECT,candle,11,nonswitch,7,1123.4,Older,Dual,1
57,candle,OBJECT,candle,11,nonswitch,7,1091.6,Younger,Dual,1
62,candle,OBJECT,candle,11,nonswitch,7,1884.1,Older,Dual,1
72,teeth,OBJECT,teeth,11,switch,7,2067.2,Older,Dual,1
96,teeth,OBJECT,teeth,11,switch,7,1883.4,Older,Dual,1
91,strawberry,OBJECT,strawberry,11,SingleNaming,7,1323.7,Older,Single,1
3,toy,OBJECT,toy,12,nonswitch,7,1386.4,Younger,Dual,1
18,ladder,ACTION,climb,12,switch,7,2329.4,Younger,Dual,1
20,ladder,ACTION,climb,12,switch,7,1045.3,Younger,Dual,1
37,ladder,ACTION,climb,12,switch,7,2188.2,Older,Dual,1
