Task,participant,item,rule,Difficulty,TrialType,accuracy,rt,AgeGroup,rawrt
NounVerb,23,plane,ACTION,low,nonswitch,1,7.876297,Younger,2634.1
NounVerb,23,eye,ACTION,low,nonswitch,1,7.377884,Younger,1600.2
NounVerb,23,teeth,ACTION,low,nonswitch,1,7.77494,Younger,2380.2
NounVerb,24,knife,ACTION,low,nonswitch,1,6.96508,Younger,1059
NounVerb,24,plane,ACTION,low,nonswitch,1,6.940803,Younger,1033.6
NounVerb,24,cake,ACTION,low,nonswitch,1,7.229186,Younger,1379.1
NounVerb,24,newspaper,ACTION,low,nonswitch,1,7.209858,Younger,1352.7
NounVerb,24,pen,ACTION,low,nonswitch,1,7.044033,Younger,1146
NounVerb,24,soap,ACTION,low,nonswitch,1,7.018491,Younger,1117.1
NounVerb,24,cup,ACTION,low,nonswitch,1,7.217884,Younger,1363.6
NounVerb,24,knife,ACTION,low,nonswitch,1,6.97868,Younger,1073.5
NounVerb,24,candle,ACTION,low,nonswitch,1,6.774338,Younger,875.1
NounVerb,24,strawberry,ACTION,low,nonswitch,1,7.105458,Younger,1218.6
NounVerb,24,eye,ACTION,low,nonswitch,1,6.923136,Younger,1015.5
NounVerb,24,broom,ACTION,low,nonswitch,1,7.028113,Younger,1127.9
NounVerb,24,brain,ACTION,low,nonswitch,1,7.494875,Younger,1798.8
NounVerb,24,brain,ACTION,low,nonswitch,1,7.146221,Younger,1269.3
NounVerb,24,coat,ACTION,low,nonswitch,1,7.120202,Younger,1236.7
NounVerb,24,ladder,ACTION,low,nonswitch,1,6.951772,Younger,1045
NounVerb,24,newspaper,ACTION,low,nonswitch,1,7.011575,Younger,1109.4
NounVerb,24,soap,ACTION,low,nonswitch,1,7.147874,Younger,1271.4
NounVerb,24,coat,ACTION,low,nonswitch,1,7.270034,Younger,1436.6
NounVerb,24,toy,ACTION,low,nonswitch,1,7.043073,Younger,1144.9
NounVerb,24,suitcase,ACTION,low,nonswitch,1,6.97532,Younger,1069.9
NounVerb,24,horse,ACTION,low,nonswitch,1,7.09041,Younger,1200.4
NounVerb,24,suitcase,ACTION,low,nonswitch,1,6.871299,Younger,964.2
NounVerb,24,trophy,ACTION,low,nonswitch,1,7.02162,Younger,1120.6
NounVerb,24,strawberry,ACTION,low,nonswitch,1,7.024916,Younger,1124.3
NounVerb,24,toy,ACTION,low,nonswitch,1,6.989335,Younger,1085
NounVerb,24,present,ACTION,low,nonswitch,1,7.046734,Younger,1149.1
NounVerb,24,ladder,ACTION,low,nonswitch,1,7.08565,Younger,1194.7
NounVerb,24,pen,ACTION,low,nonswitch,1,6.873785,Younger,966.6
NounVerb,24,cup,ACTION,low,nonswitch,1,6.787845,Younger,887
NounVerb,24,plane,ACTION,low,nonswitch,1,6.817721,Younger,913.9
NounVerb,24,candle,ACTION,low,nonswitch,1,6.911648,Younger,1003.9
NounVerb,24,eye,ACTION,low,nonswitch,1,6.892337,Younger,984.7
NounVerb,24,teeth,ACTION,low,nonswitch,1,7.171657,Younger,1302
NounVerb,25,knife,ACTION,low,nonswitch,1,6.637389,Older,763.1
NounVerb,25,plane,ACTION,low,nonswitch,1,7.148739,Older,1272.5
NounVerb,25,cake,ACTION,low,nonswitch,1,7.873103,Older,2625.7
NounVerb,25,newspaper,ACTION,low,nonswitch,1,7.099449,Older,1211.3
NounVerb,25,teeth,ACTION,low,nonswitch,1,7.54982,Older,1900.4
NounVerb,25,pen,ACTION,low,nonswitch,1,7.372809,Older,1592.1
NounVerb,25,soap,ACTION,low,nonswitch,1,7.807469,Older,2458.9
NounVerb,25,cup,ACTION,low,nonswitch,1,7.224316,Older,1372.4
NounVerb,25,horse,ACTION,low,nonswitch,1,7.14693,Older,1270.2
NounVerb,25,knife,ACTION,low,nonswitch,1,6.987952,Older,1083.5
NounVerb,25,candle,ACTION,low,nonswitch,1,7.644441,Older,2089
NounVerb,25,strawberry,ACTION,low,nonswitch,1,7.160302,Older,1287.3
NounVerb,25,eye,ACTION,low,nonswitch,1,7.279181,Older,1449.8
NounVerb,25,broom,ACTION,low,nonswitch,1,6.986474,Older,1081.9
NounVerb,25,brain,ACTION,low,nonswitch,1,7.002065,Older,1098.9
NounVerb,25,present,ACTION,low,nonswitch,1,7.663361,Older,2128.9
NounVerb,25,brain,ACTION,low,nonswitch,1,7.015533,Older,1113.8
NounVerb,25,coat,ACTION,low,nonswitch,1,7.424165,Older,1676
NounVerb,25,newspaper,ACTION,low,nonswitch,1,7.323171,Older,1515
NounVerb,25,coat,ACTION,low,nonswitch,1,7.234898,Older,1387
NounVerb,25,toy,ACTION,low,nonswitch,1,6.984901,Older,1080.2
NounVerb,25,suitcase,ACTION,low,nonswitch,1,7.449498,Older,1719
NounVerb,25,horse,ACTION,low,nonswitch,1,7.309078,Older,1493.8
NounVerb,25,suitcase,ACTION,low,nonswitch,1,7.445476,Older,1712.1
NounVerb,25,trophy,ACTION,low,nonswitch,1,6.93069,Older,1023.2
NounVerb,25,broom,ACTION,low,nonswitch,1,7.17763,Older,1309.8
NounVerb,25,strawberry,ACTION,low,nonswitch,1,7.08966,Older,1199.5
NounVerb,25,toy,ACTION,low,nonswitch,1,7.387709,Older,1616
NounVerb,25,present,ACTION,low,nonswitch,1,7.202363,Older,1342.6
NounVerb,25,ladder,ACTION,low,nonswitch,1,6.760067,Older,862.7
NounVerb,25,pen,ACTION,low,nonswitch,1,6.960537,Older,1054.2
NounVerb,25,cup,ACTION,low,nonswitch,1,7.507471,Older,1821.6
NounVerb,25,plane,ACTION,low,nonswitch,1,6.923136,Older,1015.5
NounVerb,25,eye,ACTION,low,nonswitch,1,6.84215,Older,936.5
NounVerb,25,teeth,ACTION,low,nonswitch,1,7.02162,Older,1120.6
NounVerb,28,knife,ACTION,low,nonswitch,1,7.331584,Older,1527.8
NounVerb,28,plane,ACTION,low,nonswitch,1,7.366635,Older,1582.3
NounVerb,28,newspaper,ACTION,low,nonswitch,1,7.306397,Older,1489.8
NounVerb,28,teeth,ACTION,low,nonswitch,1,7.401536,Older,1638.5
NounVerb,28,pen,ACTION,low,nonswitch,1,7.238856,Older,1392.5
NounVerb,28,cup,ACTION,low,nonswitch,1,7.348523,Older,1553.9
NounVerb,28,horse,ACTION,low,nonswitch,1,7.477548,Older,1767.9
NounVerb,28,knife,ACTION,low,nonswitch,1,7.310818,Older,1496.4
NounVerb,28,trophy,ACTION,low,nonswitch,1,7.579883,Older,1958.4
NounVerb,28,strawberry,ACTION,low,nonswitch,1,7.511251,Older,1828.5
NounVerb,28,eye,ACTION,low,nonswitch,1,7.355194,Older,1564.3
NounVerb,28,broom,ACTION,low,nonswitch,1,7.834986,Older,2527.5
NounVerb,28,brain,ACTION,low,nonswitch,1,7.344461,Older,1547.6
NounVerb,28,present,ACTION,low,nonswitch,1,7.422075,Older,1672.5
NounVerb,28,brain,ACTION,low,nonswitch,1,7.503841,Older,1815
NounVerb,28,coat,ACTION,low,nonswitch,1,7.580751,Older,1960.1
NounVerb,28,ladder,ACTION,low,nonswitch,1,7.233672,Older,1385.3
NounVerb,28,newspaper,ACTION,low,nonswitch,1,7.237275,Older,1390.3
NounVerb,28,soap,ACTION,low,nonswitch,1,7.621685,Older,2042
NounVerb,28,coat,ACTION,low,nonswitch,1,7.354426,Older,1563.1
NounVerb,28,toy,ACTION,low,nonswitch,1,7.606586,Older,2011.4
NounVerb,28,suitcase,ACTION,low,nonswitch,1,7.470509,Older,1755.5
NounVerb,28,horse,ACTION,low,nonswitch,1,7.546921,Older,1894.9
NounVerb,28,suitcase,ACTION,low,nonswitch,1,7.45859,Older,1734.7
NounVerb,28,trophy,ACTION,low,nonswitch,1,7.283036,Older,1455.4
NounVerb,28,broom,ACTION,low,nonswitch,1,7.158514,Older,1285
NounVerb,28,cake,ACTION,low,nonswitch,1,7.426549,Older,1680
NounVerb,28,strawberry,ACTION,low,nonswitch,1,7.322907,Older,1514.6
NounVerb,28,toy,ACTION,low,nonswitch,1,7.322775,Older,1514.4
NounVerb,28,present,ACTION,low,nonswitch,1,7.776199,Older,2383.2
NounVerb,28,ladder,ACTION,low,nonswitch,1,7.099449,Older,1211.3
NounVerb,28,pen,ACTION,low,nonswitch,1,7.530963,Older,1864.9
NounVerb,28,cup,ACTION,low,nonswitch,1,7.471648,Older,1757.5
NounVerb,28,candle,ACTION,low,nonswitch,1,7.54322,Older,1887.9
NounVerb,28,eye,ACTION,low,nonswitch,1,7.746733,Older,2314
NounVerb,31,knife,ACTION,low,nonswitch,1,6.971669,Older,1066
NounVerb,31,plane,ACTION,low,nonswitch,1,7.196237,Older,1334.4
NounVerb,31,cake,ACTION,low,nonswitch,1,7.510376,Older,1826.9
NounVerb,31,newspaper,ACTION,low,nonswitch,1,7.13513,Older,1255.3
NounVerb,31,teeth,ACTION,low,nonswitch,1,7.367961,Older,1584.4
NounVerb,31,soap,ACTION,low,nonswitch,1,7.13505,Older,1255.2
NounVerb,31,cup,ACTION,low,nonswitch,1,7.115338,Older,1230.7
NounVerb,31,horse,ACTION,low,nonswitch,1,7.668701,Older,2140.3
NounVerb,31,knife,ACTION,low,nonswitch,1,7.055054,Older,1158.7
NounVerb,31,candle,ACTION,low,nonswitch,1,7.374002,Older,1594
NounVerb,31,strawberry,ACTION,low,nonswitch,1,7.612337,Older,2023
NounVerb,31,eye,ACTION,low,nonswitch,1,7.202363,Older,1342.6
NounVerb,31,broom,ACTION,low,nonswitch,1,7.308476,Older,1492.9
NounVerb,31,brain,ACTION,low,nonswitch,1,7.347429,Older,1552.2
NounVerb,31,coat,ACTION,low,nonswitch,1,7.214431,Older,1358.9
NounVerb,31,ladder,ACTION,low,nonswitch,1,7.338368,Older,1538.2
NounVerb,31,newspaper,ACTION,low,nonswitch,1,6.909554,Older,1001.8
NounVerb,31,soap,ACTION,low,nonswitch,1,6.931179,Older,1023.7
NounVerb,31,coat,ACTION,low,nonswitch,1,7.41956,Older,1668.3
NounVerb,31,toy,ACTION,low,nonswitch,1,6.973824,Older,1068.3
NounVerb,31,suitcase,ACTION,low,nonswitch,1,7.726213,Older,2267
NounVerb,31,suitcase,ACTION,low,nonswitch,1,7.40172,Older,1638.8
NounVerb,31,broom,ACTION,low,nonswitch,1,7.380754,Older,1604.8
NounVerb,31,cake,ACTION,low,nonswitch,1,7.289133,Older,1464.3
NounVerb,31,strawberry,ACTION,low,nonswitch,1,7.418541,Older,1666.6
NounVerb,31,toy,ACTION,low,nonswitch,1,7.142353,Older,1264.4
NounVerb,31,present,ACTION,low,nonswitch,1,7.092906,Older,1203.4
NounVerb,31,ladder,ACTION,low,nonswitch,1,6.874715,Older,967.5
NounVerb,31,pen,ACTION,low,nonswitch,1,7.439618,Older,1702.1
NounVerb,31,cup,ACTION,low,nonswitch,1,6.875748,Older,968.5
NounVerb,31,plane,ACTION,low,nonswitch,1,6.966024,Older,1060
NounVerb,31,candle,ACTION,low,nonswitch,1,7.183036,Older,1316.9
NounVerb,31,eye,ACTION,low,nonswitch,1,7.074963,Older,1182
NounVerb,31,teeth,ACTION,low,nonswitch,1,7.212368,Older,1356.1
NounVerb,37,knife,ACTION,low,nonswitch,1,7.158436,Older,1284.9
NounVerb,37,plane,ACTION,low,nonswitch,1,7.483244,Older,1778
NounVerb,37,newspaper,ACTION,low,nonswitch,1,7.418421,Older,1666.4
NounVerb,37,teeth,ACTION,low,nonswitch,1,7.428214,Older,1682.8
NounVerb,37,pen,ACTION,low,nonswitch,1,7.216122,Older,1361.2
NounVerb,37,soap,ACTION,low,nonswitch,1,7.159447,Older,1286.2
NounVerb,37,cup,ACTION,low,nonswitch,1,6.941383,Older,1034.2
NounVerb,37,horse,ACTION,low,nonswitch,1,6.644831,Older,768.8
NounVerb,37,knife,ACTION,low,nonswitch,1,6.80017,Older,898
NounVerb,37,strawberry,ACTION,low,nonswitch,1,7.344913,Older,1548.3
NounVerb,37,broom,ACTION,low,nonswitch,1,7.128095,Older,1246.5
NounVerb,37,brain,ACTION,low,nonswitch,1,7.014635,Older,1112.8
NounVerb,37,present,ACTION,low,nonswitch,1,7.317943,Older,1507.1
NounVerb,37,brain,ACTION,low,nonswitch,1,6.938284,Older,1031
NounVerb,37,coat,ACTION,low,nonswitch,1,7.280904,Older,1452.3
NounVerb,37,ladder,ACTION,low,nonswitch,1,6.829794,Older,925
NounVerb,37,newspaper,ACTION,low,nonswitch,1,6.838298,Older,932.9
NounVerb,37,soap,ACTION,low,nonswitch,1,6.810694,Older,907.5
NounVerb,37,coat,ACTION,low,nonswitch,1,7.22169,Older,1368.8
NounVerb,37,toy,ACTION,low,nonswitch,1,7.041062,Older,1142.6
NounVerb,37,horse,ACTION,low,nonswitch,1,6.717321,Older,826.6
NounVerb,37,suitcase,ACTION,low,nonswitch,1,7.05514,Older,1158.8
NounVerb,37,broom,ACTION,low,nonswitch,1,6.969509,Older,1063.7
NounVerb,37,cake,ACTION,low,nonswitch,1,7.18144,Older,1314.8
NounVerb,37,toy,ACTION,low,nonswitch,1,7.246796,Older,1403.6
NounVerb,37,present,ACTION,low,nonswitch,1,7.058242,Older,1162.4
NounVerb,37,ladder,ACTION,low,nonswitch,1,6.915624,Older,1007.9
NounVerb,37,pen,ACTION,low,nonswitch,1,7.194212,Older,1331.7
NounVerb,37,plane,ACTION,low,nonswitch,1,6.80195,Older,899.6
NounVerb,37,candle,ACTION,low,nonswitch,1,7.085316,Older,1194.3
NounVerb,37,eye,ACTION,low,nonswitch,1,7.065613,Older,1171
NounVerb,37,teeth,ACTION,low,nonswitch,1,7.16038,Older,1287.4
NounVerb,38,knife,ACTION,low,nonswitch,1,6.93644,Older,1029.1
NounVerb,38,plane,ACTION,low,nonswitch,1,7.006514,Older,1103.8
NounVerb,38,newspaper,ACTION,low,nonswitch,1,7.476586,Older,1766.2
NounVerb,38,soap,ACTION,low,nonswitch,1,6.72803,Older,835.5
NounVerb,38,cup,ACTION,low,nonswitch,1,7.457725,Older,1733.2
NounVerb,38,knife,ACTION,low,nonswitch,1,7.028556,Older,1128.4
NounVerb,38,candle,ACTION,low,nonswitch,1,7.149132,Older,1273
NounVerb,38,trophy,ACTION,low,nonswitch,1,7.466456,Older,1748.4
NounVerb,38,strawberry,ACTION,low,nonswitch,1,7.094567,Older,1205.4
NounVerb,38,eye,ACTION,low,nonswitch,1,7.232516,Older,1383.7
NounVerb,38,broom,ACTION,low,nonswitch,1,7.496042,Older,1800.9
NounVerb,38,brain,ACTION,low,nonswitch,1,7.074625,Older,1181.6
NounVerb,38,present,ACTION,low,nonswitch,1,7.480541,Older,1773.2
NounVerb,38,brain,ACTION,low,nonswitch,1,7.362328,Older,1575.5
NounVerb,38,coat,ACTION,low,nonswitch,1,6.84247,Older,936.8
NounVerb,38,ladder,ACTION,low,nonswitch,1,6.866933,Older,960
NounVerb,38,newspaper,ACTION,low,nonswitch,1,6.894163,Older,986.5
NounVerb,38,soap,ACTION,low,nonswitch,1,6.953207,Older,1046.5
NounVerb,38,coat,ACTION,low,nonswitch,1,7.031123,Older,1131.3
NounVerb,38,toy,ACTION,low,nonswitch,1,6.937314,Older,1030
NounVerb,38,suitcase,ACTION,low,nonswitch,1,6.97532,Older,1069.9
NounVerb,38,horse,ACTION,low,nonswitch,1,7.062877,Older,1167.8
NounVerb,38,suitcase,ACTION,low,nonswitch,1,7.304449,Older,1486.9
NounVerb,38,trophy,ACTION,low,nonswitch,1,7.138867,Older,1260
NounVerb,38,cake,ACTION,low,nonswitch,1,7.052894,Older,1156.2
NounVerb,38,strawberry,ACTION,low,nonswitch,1,6.794699,Older,893.1
NounVerb,38,toy,ACTION,low,nonswitch,1,7.127694,Older,1246
NounVerb,38,present,ACTION,low,nonswitch,1,7.241724,Older,1396.5
NounVerb,38,ladder,ACTION,low,nonswitch,1,6.488293,Older,657.4
NounVerb,38,pen,ACTION,low,nonswitch,1,7.025094,Older,1124.5
NounVerb,38,cup,ACTION,low,nonswitch,1,7.062877,Older,1167.8
NounVerb,38,plane,ACTION,low,nonswitch,1,6.515601,Older,675.6
NounVerb,38,candle,ACTION,low,nonswitch,1,7.579883,Older,1958.4
NounVerb,38,eye,ACTION,low,nonswitch,1,6.740283,Older,845.8
NounVerb,39,knife,ACTION,low,nonswitch,1,6.68661,Younger,801.6
NounVerb,39,plane,ACTION,low,nonswitch,1,6.963285,Younger,1057.1
NounVerb,39,cake,ACTION,low,nonswitch,1,6.90455,Younger,996.8
NounVerb,39,newspaper,ACTION,low,nonswitch,1,6.691711,Younger,805.7
NounVerb,39,soap,ACTION,low,nonswitch,1,7.38063,Younger,1604.6
NounVerb,39,cup,ACTION,low,nonswitch,1,7.155865,Younger,1281.6
NounVerb,39,horse,ACTION,low,nonswitch,1,6.951676,Younger,1044.9
NounVerb,39,knife,ACTION,low,nonswitch,1,6.760531,Younger,863.1
NounVerb,39,candle,ACTION,low,nonswitch,1,7.043073,Younger,1144.9
NounVerb,39,trophy,ACTION,low,nonswitch,1,6.871402,Younger,964.3
NounVerb,39,strawberry,ACTION,low,nonswitch,1,7.098541,Younger,1210.2
NounVerb,39,eye,ACTION,low,nonswitch,1,6.736848,Younger,842.9
NounVerb,39,broom,ACTION,low,nonswitch,1,6.824156,Younger,919.8
NounVerb,39,brain,ACTION,low,nonswitch,1,6.856146,Younger,949.7
NounVerb,39,brain,ACTION,low,nonswitch,1,6.536402,Younger,689.8
NounVerb,39,coat,ACTION,low,nonswitch,1,6.776051,Younger,876.6
NounVerb,39,ladder,ACTION,low,nonswitch,1,6.886736,Younger,979.2
NounVerb,39,newspaper,ACTION,low,nonswitch,1,6.497529,Younger,663.5
NounVerb,39,coat,ACTION,low,nonswitch,1,6.771477,Younger,872.6
NounVerb,39,toy,ACTION,low,nonswitch,1,6.876161,Younger,968.9
NounVerb,39,suitcase,ACTION,low,nonswitch,1,6.951581,Younger,1044.8
NounVerb,39,horse,ACTION,low,nonswitch,1,6.947457,Younger,1040.5
NounVerb,39,trophy,ACTION,low,nonswitch,1,6.903546,Younger,995.8
NounVerb,39,broom,ACTION,low,nonswitch,1,6.960348,Younger,1054
NounVerb,39,cake,ACTION,low,nonswitch,1,6.891728,Younger,984.1
NounVerb,39,strawberry,ACTION,low,nonswitch,1,6.807603,Younger,904.7
NounVerb,39,toy,ACTION,low,nonswitch,1,7.285232,Younger,1458.6
NounVerb,39,present,ACTION,low,nonswitch,1,7.400987,Younger,1637.6
NounVerb,39,ladder,ACTION,low,nonswitch,1,6.704169,Younger,815.8
NounVerb,39,pen,ACTION,low,nonswitch,1,7.068853,Younger,1174.8
NounVerb,39,cup,ACTION,low,nonswitch,1,7.102664,Younger,1215.2
NounVerb,39,plane,ACTION,low,nonswitch,1,6.569481,Younger,713
NounVerb,39,candle,ACTION,low,nonswitch,1,6.826762,Younger,922.2
NounVerb,39,eye,ACTION,low,nonswitch,1,6.956831,Younger,1050.3
NounVerb,39,teeth,ACTION,low,nonswitch,1,7.231793,Younger,1382.7
NounVerb,41,knife,ACTION,low,nonswitch,1,6.780149,Older,880.2
NounVerb,41,plane,ACTION,low,nonswitch,1,7.131059,Older,1250.2
NounVerb,41,newspaper,ACTION,low,nonswitch,1,7.036148,Older,1137
NounVerb,41,teeth,ACTION,low,nonswitch,1,6.997779,Older,1094.2
NounVerb,41,pen,ACTION,low,nonswitch,1,7.046038,Older,1148.3
NounVerb,41,soap,ACTION,low,nonswitch,1,6.805944,Older,903.2
NounVerb,41,cup,ACTION,low,nonswitch,1,7.104062,Older,1216.9
NounVerb,41,horse,ACTION,low,nonswitch,1,6.883565,Older,976.1
NounVerb,41,knife,ACTION,low,nonswitch,1,6.589614,Older,727.5
NounVerb,41,candle,ACTION,low,nonswitch,1,7.186977,Older,1322.1
NounVerb,41,trophy,ACTION,low,nonswitch,1,6.876677,Older,969.4
NounVerb,41,strawberry,ACTION,low,nonswitch,1,6.831738,Older,926.8
NounVerb,41,eye,ACTION,low,nonswitch,1,6.825243,Older,920.8
NounVerb,41,broom,ACTION,low,nonswitch,1,6.987306,Older,1082.8
NounVerb,41,brain,ACTION,low,nonswitch,1,6.858145,Older,951.6
NounVerb,41,present,ACTION,low,nonswitch,1,6.93906,Older,1031.8
NounVerb,41,brain,ACTION,low,nonswitch,1,6.648855,Older,771.9
NounVerb,41,coat,ACTION,low,nonswitch,1,6.703188,Older,815
NounVerb,41,ladder,ACTION,low,nonswitch,1,6.68935,Older,803.8
NounVerb,41,newspaper,ACTION,low,nonswitch,1,6.447464,Older,631.1
NounVerb,41,soap,ACTION,low,nonswitch,1,6.637782,Older,763.4
NounVerb,41,coat,ACTION,low,nonswitch,1,6.865057,Older,958.2
NounVerb,41,toy,ACTION,low,nonswitch,1,6.945436,Older,1038.4
NounVerb,41,suitcase,ACTION,low,nonswitch,1,6.718167,Older,827.3
NounVerb,41,horse,ACTION,low,nonswitch,1,6.744648,Older,849.5
NounVerb,41,suitcase,ACTION,low,nonswitch,1,6.761689,Older,864.1
NounVerb,41,trophy,ACTION,low,nonswitch,1,6.857619,Older,951.1
NounVerb,41,broom,ACTION,low,nonswitch,1,6.74347,Older,848.5
NounVerb,41,cake,ACTION,low,nonswitch,1,6.755536,Older,858.8
NounVerb,41,strawberry,ACTION,low,nonswitch,1,6.978214,Older,1073
NounVerb,41,toy,ACTION,low,nonswitch,1,7.146221,Older,1269.3
NounVerb,41,present,ACTION,low,nonswitch,1,6.937314,Older,1030
NounVerb,41,ladder,ACTION,low,nonswitch,1,6.919387,Older,1011.7
NounVerb,41,pen,ACTION,low,nonswitch,1,6.872853,Older,965.7
NounVerb,41,cup,ACTION,low,nonswitch,1,6.874095,Older,966.9
NounVerb,41,plane,ACTION,low,nonswitch,1,6.63752,Older,763.2
NounVerb,41,candle,ACTION,low,nonswitch,1,6.923136,Older,1015.5
NounVerb,41,eye,ACTION,low,nonswitch,1,6.967721,Older,1061.8
NounVerb,41,teeth,ACTION,low,nonswitch,1,6.988505,Older,1084.1
NounVerb,46,knife,ACTION,low,nonswitch,1,7.370357,Older,1588.2
NounVerb,46,plane,ACTION,low,nonswitch,1,6.961675,Older,1055.4
NounVerb,46,newspaper,ACTION,low,nonswitch,1,6.921362,Older,1013.7
NounVerb,46,teeth,ACTION,low,nonswitch,1,7.395415,Older,1628.5
NounVerb,46,pen,ACTION,low,nonswitch,1,7.213474,Older,1357.6
NounVerb,46,soap,ACTION,low,nonswitch,1,7.32013,Older,1510.4
NounVerb,46,cup,ACTION,low,nonswitch,1,7.071573,Older,1178
NounVerb,46,horse,ACTION,low,nonswitch,1,7.260382,Older,1422.8
NounVerb,46,knife,ACTION,low,nonswitch,1,6.931179,Older,1023.7
NounVerb,46,candle,ACTION,low,nonswitch,1,7.102005,Older,1214.4
NounVerb,46,trophy,ACTION,low,nonswitch,1,7.581414,Older,1961.4
NounVerb,46,eye,ACTION,low,nonswitch,1,7.602102,Older,2002.4
NounVerb,46,broom,ACTION,low,nonswitch,1,7.254461,Older,1414.4
NounVerb,46,brain,ACTION,low,nonswitch,1,7.292746,Older,1469.6
NounVerb,46,coat,ACTION,low,nonswitch,1,7.165107,Older,1293.5
NounVerb,46,ladder,ACTION,low,nonswitch,1,7.562006,Older,1923.7
NounVerb,46,newspaper,ACTION,low,nonswitch,1,7.605392,Older,2009
NounVerb,46,soap,ACTION,low,nonswitch,1,7.375444,Older,1596.3
NounVerb,46,coat,ACTION,low,nonswitch,1,7.585637,Older,1969.7
NounVerb,46,suitcase,ACTION,low,nonswitch,1,7.122544,Older,1239.6
NounVerb,46,horse,ACTION,low,nonswitch,1,7.136165,Older,1256.6
NounVerb,46,suitcase,ACTION,low,nonswitch,1,7.154772,Older,1280.2
NounVerb,46,trophy,ACTION,low,nonswitch,1,7.368403,Older,1585.1
NounVerb,46,broom,ACTION,low,nonswitch,1,7.601202,Older,2000.6
NounVerb,46,cake,ACTION,low,nonswitch,1,6.959778,Older,1053.4
NounVerb,46,strawberry,ACTION,low,nonswitch,1,7.168811,Older,1298.3
NounVerb,46,toy,ACTION,low,nonswitch,1,6.997779,Older,1094.2
NounVerb,46,present,ACTION,low,nonswitch,1,7.117935,Older,1233.9
NounVerb,46,pen,ACTION,low,nonswitch,1,6.992005,Older,1087.9
NounVerb,46,cup,ACTION,low,nonswitch,1,7.087156,Older,1196.5
NounVerb,46,candle,ACTION,low,nonswitch,1,7.591458,Older,1981.2
NounVerb,48,knife,ACTION,low,nonswitch,1,6.98749,Older,1083
NounVerb,48,newspaper,ACTION,low,nonswitch,1,7.714499,Older,2240.6
NounVerb,48,teeth,ACTION,low,nonswitch,1,7.455009,Older,1728.5
NounVerb,48,pen,ACTION,low,nonswitch,1,7.319865,Older,1510
NounVerb,48,cup,ACTION,low,nonswitch,1,7.528386,Older,1860.1
NounVerb,48,candle,ACTION,low,nonswitch,1,7.417821,Older,1665.4
NounVerb,48,trophy,ACTION,low,nonswitch,1,7.776703,Older,2384.4
NounVerb,48,strawberry,ACTION,low,nonswitch,1,7.212294,Older,1356
NounVerb,48,eye,ACTION,low,nonswitch,1,7.615298,Older,2029
NounVerb,48,broom,ACTION,low,nonswitch,1,7.165262,Older,1293.7
NounVerb,48,brain,ACTION,low,nonswitch,1,7.2655,Older,1430.1
NounVerb,48,present,ACTION,low,nonswitch,1,7.376508,Older,1598
NounVerb,48,brain,ACTION,low,nonswitch,1,7.364294,Older,1578.6
NounVerb,48,coat,ACTION,low,nonswitch,1,7.431418,Older,1688.2
NounVerb,48,ladder,ACTION,low,nonswitch,1,7.324754,Older,1517.4
NounVerb,48,soap,ACTION,low,nonswitch,1,7.193611,Older,1330.9
NounVerb,48,coat,ACTION,low,nonswitch,1,7.262839,Older,1426.3
NounVerb,48,toy,ACTION,low,nonswitch,1,7.814521,Older,2476.3
NounVerb,48,suitcase,ACTION,low,nonswitch,1,7.634047,Older,2067.4
NounVerb,48,horse,ACTION,low,nonswitch,1,7.380006,Older,1603.6
NounVerb,48,suitcase,ACTION,low,nonswitch,1,7.436794,Older,1697.3
NounVerb,48,trophy,ACTION,low,nonswitch,1,7.450021,Older,1719.9
NounVerb,48,broom,ACTION,low,nonswitch,1,7.426192,Older,1679.4
NounVerb,48,cake,ACTION,low,nonswitch,1,7.471249,Older,1756.8
NounVerb,48,strawberry,ACTION,low,nonswitch,1,7.146221,Older,1269.3
NounVerb,48,toy,ACTION,low,nonswitch,1,7.567966,Older,1935.2
NounVerb,48,present,ACTION,low,nonswitch,1,7.651596,Older,2104
NounVerb,48,ladder,ACTION,low,nonswitch,1,7.469996,Older,1754.6
NounVerb,48,pen,ACTION,low,nonswitch,1,7.67939,Older,2163.3
NounVerb,48,cup,ACTION,low,nonswitch,1,7.251132,Older,1409.7
NounVerb,48,plane,ACTION,low,nonswitch,1,7.388822,Older,1617.8
NounVerb,48,candle,ACTION,low,nonswitch,1,7.326202,Older,1519.6
NounVerb,48,eye,ACTION,low,nonswitch,1,7.2323,Older,1383.4
NounVerb,48,teeth,ACTION,low,nonswitch,1,7.658039,Older,2117.6
NounVerb,50,knife,ACTION,low,nonswitch,1,7.173882,Older,1304.9
NounVerb,50,plane,ACTION,low,nonswitch,1,7.069704,Older,1175.8
NounVerb,50,cake,ACTION,low,nonswitch,1,7.690012,Older,2186.4
NounVerb,50,newspaper,ACTION,low,nonswitch,1,7.173115,Older,1303.9
NounVerb,50,teeth,ACTION,low,nonswitch,1,7.812135,Older,2470.4
NounVerb,50,pen,ACTION,low,nonswitch,1,7.80135,Older,2443.9
NounVerb,50,soap,ACTION,low,nonswitch,1,7.331519,Older,1527.7
NounVerb,50,cup,ACTION,low,nonswitch,1,7.169581,Older,1299.3
NounVerb,50,horse,ACTION,low,nonswitch,1,7.270382,Older,1437.1
NounVerb,50,knife,ACTION,low,nonswitch,1,6.9784,Older,1073.2
