Task,participant,item,rule,Difficulty,TrialType,accuracy,rt,AgeGroup,rawrt
Bilingual,39,soap,L1,low,nonswitch,1,6.765846,Younger,867.7
Bilingual,39,suitcase,L1,low,nonswitch,1,6.771821,Younger,872.9
Bilingual,39,present,L1,low,nonswitch,1,6.408529,Younger,607
Bilingual,64,trophy,L1,low,nonswitch,1,7.123109,Younger,1240.3
Bilingual,64,candle,L1,low,nonswitch,1,7.361375,Younger,1574
Bilingual,64,brain,L1,low,nonswitch,1,6.791446,Younger,890.2
Bilingual,64,cake,L1,low,nonswitch,1,7.090243,Younger,1200.2
Bilingual,64,teeth,L1,low,nonswitch,1,7.319004,Younger,1508.7
Bilingual,64,cup,L1,low,nonswitch,1,7.222493,Younger,1369.9
Bilingual,64,strawberry,L1,low,nonswitch,1,7.169966,Younger,1299.8
Bilingual,64,soap,L1,low,nonswitch,1,7.054622,Younger,1158.2
Bilingual,64,horse,L1,low,nonswitch,1,7.247935,Younger,1405.2
Bilingual,64,toy,L1,low,nonswitch,1,7.14811,Younger,1271.7
Bilingual,64,coat,L1,low,nonswitch,1,7.125042,Younger,1242.7
Bilingual,64,eye,L1,low,nonswitch,1,6.964703,Younger,1058.6
Bilingual,64,pen,L1,low,nonswitch,1,6.909953,Younger,1002.2
Bilingual,64,plane,L1,low,nonswitch,1,6.895581,Younger,987.9
Bilingual,64,newspaper,L1,low,nonswitch,1,7.127292,Younger,1245.5
Bilingual,64,ladder,L1,low,nonswitch,1,7.059789,Younger,1164.2
Bilingual,64,present,L1,low,nonswitch,1,7.442786,Younger,1707.5
Bilingual,64,suitcase,L1,low,nonswitch,1,7.149132,Younger,1273
Bilingual,64,broom,L1,low,nonswitch,1,7.096473,Younger,1207.7
Bilingual,64,coat,L1,low,nonswitch,1,7.134731,Younger,1254.8
Bilingual,64,cup,L1,low,nonswitch,1,7.185311,Younger,1319.9
Bilingual,64,teeth,L1,low,nonswitch,1,7.221032,Younger,1367.9
Bilingual,64,ladder,L1,low,nonswitch,1,7.131858,Younger,1251.2
Bilingual,64,strawberry,L1,low,nonswitch,1,7.168811,Younger,1298.3
Bilingual,64,plane,L1,low,nonswitch,1,6.902642,Younger,994.9
Bilingual,64,eye,L1,low,nonswitch,1,7.198707,Younger,1337.7
Bilingual,64,candle,L1,low,nonswitch,1,6.852877,Younger,946.6
Bilingual,64,newspaper,L1,low,nonswitch,1,6.930201,Younger,1022.7
Bilingual,64,brain,L1,low,nonswitch,1,7.19781,Younger,1336.5
Bilingual,64,cake,L1,low,nonswitch,1,6.970636,Younger,1064.9
Bilingual,64,broom,L1,low,nonswitch,1,6.900126,Younger,992.4
Bilingual,64,pen,L1,low,nonswitch,1,7.051682,Younger,1154.8
Bilingual,64,toy,L1,low,nonswitch,1,7.433785,Younger,1692.2
Bilingual,64,knife,L1,low,nonswitch,1,6.727551,Younger,835.1
Bilingual,64,trophy,L1,low,nonswitch,1,7.348716,Younger,1554.2
Bilingual,64,horse,L1,low,nonswitch,1,7.178774,Younger,1311.3
Bilingual,64,soap,L1,low,nonswitch,1,7.185311,Younger,1319.9
Bilingual,64,suitcase,L1,low,nonswitch,1,6.923136,Younger,1015.5
Bilingual,64,present,L1,low,nonswitch,1,7.352441,Younger,1560
Bilingual,88,eye,L1,low,nonswitch,1,7.125926,Younger,1243.8
Bilingual,88,suitcase,L1,low,nonswitch,1,6.928342,Younger,1020.8
Bilingual,88,candle,L1,low,nonswitch,1,7.093903,Younger,1204.6
Bilingual,88,toy,L1,low,nonswitch,1,7.192032,Younger,1328.8
Bilingual,88,teeth,L1,low,nonswitch,1,6.935176,Younger,1027.8
Bilingual,88,knife,L1,low,nonswitch,1,6.984068,Younger,1079.3
Bilingual,88,cup,L1,low,nonswitch,1,6.960822,Younger,1054.5
Bilingual,88,present,L1,low,nonswitch,1,6.938672,Younger,1031.4
Bilingual,88,ladder,L1,low,nonswitch,1,7.132418,Younger,1251.9
Bilingual,88,horse,L1,low,nonswitch,1,6.864221,Younger,957.4
Bilingual,88,trophy,L1,low,nonswitch,1,6.874095,Younger,966.9
Bilingual,88,strawberry,L1,low,nonswitch,1,7.220228,Younger,1366.8
Bilingual,88,newspaper,L1,low,nonswitch,1,7.044731,Younger,1146.8
Bilingual,88,coat,L1,low,nonswitch,1,6.982028,Younger,1077.1
Bilingual,88,cake,L1,low,nonswitch,1,6.836581,Younger,931.3
Bilingual,88,plane,L1,low,nonswitch,1,7.041849,Younger,1143.5
Bilingual,88,soap,L1,low,nonswitch,1,6.897301,Younger,989.6
Bilingual,88,brain,L1,low,nonswitch,1,7.029884,Younger,1129.9
Bilingual,88,broom,L1,low,nonswitch,1,7.195262,Younger,1333.1
Bilingual,88,present,L1,low,nonswitch,1,7.317611,Younger,1506.6
Bilingual,88,teeth,L1,low,nonswitch,1,7.031388,Younger,1131.6
Bilingual,88,toy,L1,low,nonswitch,1,6.931862,Younger,1024.4
Bilingual,88,coat,L1,low,nonswitch,1,6.916814,Younger,1009.1
Bilingual,88,suitcase,L1,low,nonswitch,1,7.037379,Younger,1138.4
Bilingual,88,cup,L1,low,nonswitch,1,6.836796,Younger,931.5
Bilingual,88,broom,L1,low,nonswitch,1,7.199977,Younger,1339.4
Bilingual,88,newspaper,L1,low,nonswitch,1,7.075555,Younger,1182.7
Bilingual,88,eye,L1,low,nonswitch,1,6.791671,Younger,890.4
Bilingual,88,strawberry,L1,low,nonswitch,1,7.02367,Younger,1122.9
Bilingual,88,ladder,L1,low,nonswitch,1,6.857409,Younger,950.9
Bilingual,88,horse,L1,low,nonswitch,1,6.985364,Younger,1080.7
Bilingual,88,cake,L1,low,nonswitch,1,7.110696,Younger,1225
Bilingual,88,brain,L1,low,nonswitch,1,7.042286,Younger,1144
Bilingual,88,candle,L1,low,nonswitch,1,6.908555,Younger,1000.8
Bilingual,88,trophy,L1,low,nonswitch,1,6.950815,Younger,1044
Bilingual,88,plane,L1,low,nonswitch,1,7.012295,Younger,1110.2
Bilingual,88,pen,L1,low,nonswitch,1,6.917904,Younger,1010.2
Bilingual,50,trophy,L1,low,nonswitch,1,7.139581,Older,1260.9
Bilingual,50,candle,L1,low,nonswitch,1,7.09978,Older,1211.7
Bilingual,50,brain,L1,low,nonswitch,1,7.187959,Older,1323.4
Bilingual,50,knife,L1,low,nonswitch,1,6.968944,Older,1063.1
Bilingual,50,cake,L1,low,nonswitch,1,7.581312,Older,1961.2
Bilingual,50,teeth,L1,low,nonswitch,1,7.486557,Older,1783.9
Bilingual,50,cup,L1,low,nonswitch,1,6.901938,Older,994.2
Bilingual,50,toy,L1,low,nonswitch,1,7.095976,Older,1207.1
Bilingual,50,coat,L1,low,nonswitch,1,7.388204,Older,1616.8
Bilingual,50,eye,L1,low,nonswitch,1,7.075978,Older,1183.2
Bilingual,50,pen,L1,low,nonswitch,1,7.095147,Older,1206.1
Bilingual,50,plane,L1,low,nonswitch,1,7.029619,Older,1129.6
Bilingual,50,newspaper,L1,low,nonswitch,1,7.194212,Older,1331.7
Bilingual,50,ladder,L1,low,nonswitch,1,6.816845,Older,913.1
Bilingual,50,present,L1,low,nonswitch,1,7.162553,Older,1290.2
Bilingual,50,suitcase,L1,low,nonswitch,1,7.234249,Older,1386.1
Bilingual,50,broom,L1,low,nonswitch,1,6.89821,Older,990.5
Bilingual,50,coat,L1,low,nonswitch,1,7.081036,Older,1189.2
Bilingual,50,cup,L1,low,nonswitch,1,7.398786,Older,1634
Bilingual,50,teeth,L1,low,nonswitch,1,7.387524,Older,1615.7
Bilingual,50,ladder,L1,low,nonswitch,1,6.787845,Older,887
Bilingual,50,strawberry,L1,low,nonswitch,1,7.017327,Older,1115.8
Bilingual,50,plane,L1,low,nonswitch,1,7.131219,Older,1250.4
Bilingual,50,eye,L1,low,nonswitch,1,6.851714,Older,945.5
Bilingual,50,candle,L1,low,nonswitch,1,6.981563,Older,1076.6
Bilingual,50,newspaper,L1,low,nonswitch,1,7.333807,Older,1531.2
Bilingual,50,brain,L1,low,nonswitch,1,7.211114,Older,1354.4
Bilingual,50,cake,L1,low,nonswitch,1,7.550661,Older,1902
Bilingual,50,broom,L1,low,nonswitch,1,6.91115,Older,1003.4
Bilingual,50,pen,L1,low,nonswitch,1,6.973917,Older,1068.4
Bilingual,50,toy,L1,low,nonswitch,1,7.05652,Older,1160.4
Bilingual,50,trophy,L1,low,nonswitch,1,6.867974,Older,961
Bilingual,50,horse,L1,low,nonswitch,1,7.106934,Older,1220.4
Bilingual,50,suitcase,L1,low,nonswitch,1,7.284615,Older,1457.7
Bilingual,50,present,L1,low,nonswitch,1,7.164488,Older,1292.7
Bilingual,95,trophy,L1,low,nonswitch,1,7.140136,Older,1261.6
Bilingual,95,candle,L1,low,nonswitch,1,7.076231,Older,1183.5
Bilingual,95,brain,L1,low,nonswitch,1,7.777499,Older,2386.3
Bilingual,95,knife,L1,low,nonswitch,1,7.36347,Older,1577.3
Bilingual,95,cake,L1,low,nonswitch,1,7.771404,Older,2371.8
Bilingual,95,teeth,L1,low,nonswitch,1,7.338043,Older,1537.7
Bilingual,95,cup,L1,low,nonswitch,1,6.99997,Older,1096.6
Bilingual,95,strawberry,L1,low,nonswitch,1,7.108408,Older,1222.2
Bilingual,95,toy,L1,low,nonswitch,1,7.438325,Older,1699.9
Bilingual,95,coat,L1,low,nonswitch,1,7.63395,Older,2067.2
Bilingual,95,eye,L1,low,nonswitch,1,7.212884,Older,1356.8
Bilingual,95,pen,L1,low,nonswitch,1,7.339278,Older,1539.6
Bilingual,95,plane,L1,low,nonswitch,1,7.352056,Older,1559.4
Bilingual,95,newspaper,L1,low,nonswitch,1,7.631965,Older,2063.1
Bilingual,95,ladder,L1,low,nonswitch,1,7.33446,Older,1532.2
Bilingual,95,present,L1,low,nonswitch,1,7.272259,Older,1439.8
Bilingual,95,suitcase,L1,low,nonswitch,1,7.845103,Older,2553.2
Bilingual,95,broom,L1,low,nonswitch,1,7.616234,Older,2030.9
Bilingual,95,coat,L1,low,nonswitch,1,7.526664,Older,1856.9
Bilingual,95,cup,L1,low,nonswitch,1,7.21524,Older,1360
Bilingual,95,teeth,L1,low,nonswitch,1,7.468342,Older,1751.7
Bilingual,95,ladder,L1,low,nonswitch,1,7.209858,Older,1352.7
Bilingual,95,strawberry,L1,low,nonswitch,1,7.289747,Older,1465.2
Bilingual,95,plane,L1,low,nonswitch,1,7.502904,Older,1813.3
Bilingual,95,eye,L1,low,nonswitch,1,7.053499,Older,1156.9
Bilingual,95,candle,L1,low,nonswitch,1,7.128977,Older,1247.6
Bilingual,95,brain,L1,low,nonswitch,1,7.439971,Older,1702.7
Bilingual,95,cake,L1,low,nonswitch,1,7.463191,Older,1742.7
Bilingual,95,broom,L1,low,nonswitch,1,7.114282,Older,1229.4
Bilingual,95,pen,L1,low,nonswitch,1,7.265849,Older,1430.6
Bilingual,95,toy,L1,low,nonswitch,1,7.335178,Older,1533.3
Bilingual,95,suitcase,L1,low,nonswitch,1,7.42756,Older,1681.7
Bilingual,95,present,L1,low,nonswitch,1,7.505492,Older,1818
Bilingual,90,eye,L1,low,nonswitch,1,7.149132,Older,1273
Bilingual,90,suitcase,L1,low,nonswitch,1,7.206674,Older,1348.4
Bilingual,90,candle,L1,low,nonswitch,1,7.342779,Older,1545
Bilingual,90,toy,L1,low,nonswitch,1,7.458359,Older,1734.3
Bilingual,90,teeth,L1,low,nonswitch,1,7.466285,Older,1748.1
Bilingual,90,knife,L1,low,nonswitch,1,7.226573,Older,1375.5
Bilingual,90,cup,L1,low,nonswitch,1,7.27925,Older,1449.9
Bilingual,90,present,L1,low,nonswitch,1,7.285575,Older,1459.1
Bilingual,90,ladder,L1,low,nonswitch,1,7.389502,Older,1618.9
Bilingual,90,horse,L1,low,nonswitch,1,7.288654,Older,1463.6
Bilingual,90,trophy,L1,low,nonswitch,1,7.088826,Older,1198.5
Bilingual,90,strawberry,L1,low,nonswitch,1,7.379632,Older,1603
Bilingual,90,newspaper,L1,low,nonswitch,1,7.709398,Older,2229.2
Bilingual,90,coat,L1,low,nonswitch,1,7.305255,Older,1488.1
Bilingual,90,cake,L1,low,nonswitch,1,7.268572,Older,1434.5
Bilingual,90,plane,L1,low,nonswitch,1,7.28228,Older,1454.3
Bilingual,90,soap,L1,low,nonswitch,1,7.412885,Older,1657.2
Bilingual,90,brain,L1,low,nonswitch,1,7.748201,Older,2317.4
Bilingual,90,broom,L1,low,nonswitch,1,7.787631,Older,2410.6
Bilingual,90,present,L1,low,nonswitch,1,7.306934,Older,1490.6
Bilingual,90,teeth,L1,low,nonswitch,1,7.374754,Older,1595.2
Bilingual,90,toy,L1,low,nonswitch,1,7.336025,Older,1534.6
Bilingual,90,coat,L1,low,nonswitch,1,7.553601,Older,1907.6
Bilingual,90,suitcase,L1,low,nonswitch,1,7.814803,Older,2477
Bilingual,90,cup,L1,low,nonswitch,1,7.337327,Older,1536.6
Bilingual,90,broom,L1,low,nonswitch,1,7.210671,Older,1353.8
Bilingual,90,newspaper,L1,low,nonswitch,1,7.406407,Older,1646.5
Bilingual,90,eye,L1,low,nonswitch,1,7.270452,Older,1437.2
Bilingual,90,strawberry,L1,low,nonswitch,1,7.277455,Older,1447.3
Bilingual,90,ladder,L1,low,nonswitch,1,7.079774,Older,1187.7
Bilingual,90,horse,L1,low,nonswitch,1,7.015174,Older,1113.4
Bilingual,90,cake,L1,low,nonswitch,1,7.50928,Older,1824.9
Bilingual,90,brain,L1,low,nonswitch,1,7.34375,Older,1546.5
Bilingual,90,soap,L1,low,nonswitch,1,7.121979,Older,1238.9
Bilingual,90,candle,L1,low,nonswitch,1,7.227154,Older,1376.3
Bilingual,90,trophy,L1,low,nonswitch,1,7.514854,Older,1835.1
Bilingual,90,plane,L1,low,nonswitch,1,7.388637,Older,1617.5
Bilingual,90,pen,L1,low,nonswitch,1,7.562162,Older,1924
Bilingual,25,trophy,L1,low,nonswitch,1,7.151172,Older,1275.6
Bilingual,25,candle,L1,low,nonswitch,1,7.169427,Older,1299.1
Bilingual,25,knife,L1,low,nonswitch,1,6.992096,Older,1088
Bilingual,25,cake,L1,low,nonswitch,1,7.197136,Older,1335.6
Bilingual,25,cup,L1,low,nonswitch,1,7.128175,Older,1246.6
Bilingual,25,strawberry,L1,low,nonswitch,1,7.213695,Older,1357.9
Bilingual,25,soap,L1,low,nonswitch,1,7.077582,Older,1185.1
Bilingual,25,horse,L1,low,nonswitch,1,6.903145,Older,995.4
Bilingual,25,toy,L1,low,nonswitch,1,7.15078,Older,1275.1
Bilingual,25,coat,L1,low,nonswitch,1,7.031299,Older,1131.5
Bilingual,25,eye,L1,low,nonswitch,1,7.241295,Older,1395.9
Bilingual,25,pen,L1,low,nonswitch,1,7.027847,Older,1127.6
Bilingual,25,plane,L1,low,nonswitch,1,7.114363,Older,1229.5
Bilingual,25,newspaper,L1,low,nonswitch,1,6.88213,Older,974.7
Bilingual,25,ladder,L1,low,nonswitch,1,7.019833,Older,1118.6
Bilingual,25,present,L1,low,nonswitch,1,7.115907,Older,1231.4
Bilingual,25,broom,L1,low,nonswitch,1,7.159914,Older,1286.8
Bilingual,25,coat,L1,low,nonswitch,1,7.049168,Older,1151.9
Bilingual,25,cup,L1,low,nonswitch,1,7.131299,Older,1250.5
Bilingual,25,teeth,L1,low,nonswitch,1,7.415416,Older,1661.4
Bilingual,25,ladder,L1,low,nonswitch,1,6.993199,Older,1089.2
Bilingual,25,strawberry,L1,low,nonswitch,1,7.290907,Older,1466.9
Bilingual,25,plane,L1,low,nonswitch,1,7.295328,Older,1473.4
Bilingual,25,eye,L1,low,nonswitch,1,6.991453,Older,1087.3
Bilingual,25,candle,L1,low,nonswitch,1,7.053413,Older,1156.8
Bilingual,25,newspaper,L1,low,nonswitch,1,6.847156,Older,941.2
Bilingual,25,brain,L1,low,nonswitch,1,7.134572,Older,1254.6
Bilingual,25,cake,L1,low,nonswitch,1,7.097549,Older,1209
Bilingual,25,broom,L1,low,nonswitch,1,7.03773,Older,1138.8
Bilingual,25,pen,L1,low,nonswitch,1,7.482738,Older,1777.1
Bilingual,25,toy,L1,low,nonswitch,1,7.16472,Older,1293
Bilingual,25,knife,L1,low,nonswitch,1,6.901838,Older,994.1
Bilingual,25,trophy,L1,low,nonswitch,1,7.325873,Older,1519.1
Bilingual,25,horse,L1,low,nonswitch,1,7.04412,Older,1146.1
Bilingual,25,suitcase,L1,low,nonswitch,1,7.287219,Older,1461.5
Bilingual,25,present,L1,low,nonswitch,1,7.094899,Older,1205.8
Bilingual,66,eye,L1,low,nonswitch,1,7.163482,Older,1291.4
Bilingual,66,suitcase,L1,low,nonswitch,1,7.323501,Older,1515.5
Bilingual,66,candle,L1,low,nonswitch,1,7.225845,Older,1374.5
Bilingual,66,toy,L1,low,nonswitch,1,7.259609,Older,1421.7
Bilingual,66,teeth,L1,low,nonswitch,1,7.376007,Older,1597.2
Bilingual,66,cup,L1,low,nonswitch,1,6.955497,Older,1048.9
Bilingual,66,present,L1,low,nonswitch,1,7.259609,Older,1421.7
Bilingual,66,ladder,L1,low,nonswitch,1,7.267176,Older,1432.5
Bilingual,66,horse,L1,low,nonswitch,1,7.028113,Older,1127.9
Bilingual,66,trophy,L1,low,nonswitch,1,7.231142,Older,1381.8
Bilingual,66,strawberry,L1,low,nonswitch,1,6.900529,Older,992.8
Bilingual,66,newspaper,L1,low,nonswitch,1,7.005336,Older,1102.5
Bilingual,66,coat,L1,low,nonswitch,1,6.989151,Older,1084.8
Bilingual,66,cake,L1,low,nonswitch,1,7.218617,Older,1364.6
Bilingual,66,plane,L1,low,nonswitch,1,7.267176,Older,1432.5
Bilingual,66,soap,L1,low,nonswitch,1,7.024916,Older,1124.3
Bilingual,66,brain,L1,low,nonswitch,1,7.277179,Older,1446.9
Bilingual,66,broom,L1,low,nonswitch,1,6.904048,Older,996.3
Bilingual,66,present,L1,low,nonswitch,1,7.065186,Older,1170.5
Bilingual,66,teeth,L1,low,nonswitch,1,7.002429,Older,1099.3
Bilingual,66,toy,L1,low,nonswitch,1,6.96508,Older,1059
Bilingual,66,coat,L1,low,nonswitch,1,7.010041,Older,1107.7
Bilingual,66,suitcase,L1,low,nonswitch,1,7.088325,Older,1197.9
Bilingual,66,cup,L1,low,nonswitch,1,7.134731,Older,1254.8
Bilingual,66,broom,L1,low,nonswitch,1,7.240506,Older,1394.8
Bilingual,66,newspaper,L1,low,nonswitch,1,6.958163,Older,1051.7
Bilingual,66,eye,L1,low,nonswitch,1,6.97532,Older,1069.9
Bilingual,66,strawberry,L1,low,nonswitch,1,6.907255,Older,999.5
Bilingual,66,ladder,L1,low,nonswitch,1,7.06082,Older,1165.4
Bilingual,66,horse,L1,low,nonswitch,1,7.057381,Older,1161.4
Bilingual,66,cake,L1,low,nonswitch,1,7.024916,Older,1124.3
Bilingual,66,brain,L1,low,nonswitch,1,7.170581,Older,1300.6
Bilingual,66,soap,L1,low,nonswitch,1,6.99997,Older,1096.6
Bilingual,66,candle,L1,low,nonswitch,1,7.174418,Older,1305.6
Bilingual,66,trophy,L1,low,nonswitch,1,7.488797,Older,1787.9
Bilingual,66,plane,L1,low,nonswitch,1,7.1168,Older,1232.5
Bilingual,66,pen,L1,low,nonswitch,1,7.377384,Older,1599.4
Bilingual,85,eye,L1,low,nonswitch,1,7.176637,Older,1308.5
Bilingual,85,suitcase,L1,low,nonswitch,1,7.053499,Older,1156.9
Bilingual,85,toy,L1,low,nonswitch,1,6.947937,Older,1041
Bilingual,85,teeth,L1,low,nonswitch,1,7.043335,Older,1145.2
Bilingual,85,knife,L1,low,nonswitch,1,6.871817,Older,964.7
Bilingual,85,cup,L1,low,nonswitch,1,7.279801,Older,1450.7
Bilingual,85,present,L1,low,nonswitch,1,7.349745,Older,1555.8
Bilingual,85,ladder,L1,low,nonswitch,1,7.436794,Older,1697.3
Bilingual,85,trophy,L1,low,nonswitch,1,7.871731,Older,2622.1
Bilingual,85,strawberry,L1,low,nonswitch,1,7.087407,Older,1196.8
Bilingual,85,plane,L1,low,nonswitch,1,7.259609,Older,1421.7
Bilingual,85,brain,L1,low,nonswitch,1,7.140532,Older,1262.1
Bilingual,85,broom,L1,low,nonswitch,1,7.36366,Older,1577.6
Bilingual,85,present,L1,low,nonswitch,1,7.825006,Older,2502.4
Bilingual,85,teeth,L1,low,nonswitch,1,7.756024,Older,2335.6
Bilingual,85,coat,L1,low,nonswitch,1,7.272259,Older,1439.8
Bilingual,85,suitcase,L1,low,nonswitch,1,7.102417,Older,1214.9
Bilingual,85,broom,L1,low,nonswitch,1,7.166034,Older,1294.7
Bilingual,85,strawberry,L1,low,nonswitch,1,6.869014,Older,962
Bilingual,85,ladder,L1,low,nonswitch,1,7.171119,Older,1301.3
Bilingual,85,horse,L1,low,nonswitch,1,7.546869,Older,1894.8
Bilingual,85,cake,L1,low,nonswitch,1,7.088826,Older,1198.5
Bilingual,85,brain,L1,low,nonswitch,1,6.991085,Older,1086.9
Bilingual,85,candle,L1,low,nonswitch,1,7.177172,Older,1309.2
Bilingual,85,trophy,L1,low,nonswitch,1,7.140532,Older,1262.1
Bilingual,85,pen,L1,low,nonswitch,1,7.287219,Older,1461.5
Bilingual,82,trophy,L1,low,nonswitch,1,7.177172,Younger,1309.2
Bilingual,82,candle,L1,low,nonswitch,1,7.472444,Younger,1758.9
Bilingual,82,brain,L1,low,nonswitch,1,7.413005,Younger,1657.4
Bilingual,82,knife,L1,low,nonswitch,1,7.257567,Younger,1418.8
Bilingual,82,cake,L1,low,nonswitch,1,7.347429,Younger,1552.2
Bilingual,82,teeth,L1,low,nonswitch,1,7.017148,Younger,1115.6
Bilingual,82,cup,L1,low,nonswitch,1,7.104391,Younger,1217.3
Bilingual,82,strawberry,L1,low,nonswitch,1,7.096473,Younger,1207.7
Bilingual,82,soap,L1,low,nonswitch,1,7.111349,Younger,1225.8
Bilingual,82,horse,L1,low,nonswitch,1,7.277248,Younger,1447
Bilingual,82,toy,L1,low,nonswitch,1,7.056003,Younger,1159.8
Bilingual,82,coat,L1,low,nonswitch,1,6.949377,Younger,1042.5
Bilingual,82,eye,L1,low,nonswitch,1,6.912345,Younger,1004.6
Bilingual,82,pen,L1,low,nonswitch,1,7.166034,Younger,1294.7
Bilingual,82,plane,L1,low,nonswitch,1,7.168811,Younger,1298.3
Bilingual,82,newspaper,L1,low,nonswitch,1,7.41734,Younger,1664.6
Bilingual,82,ladder,L1,low,nonswitch,1,7.015174,Younger,1113.4
Bilingual,82,present,L1,low,nonswitch,1,7.204298,Younger,1345.2
Bilingual,82,suitcase,L1,low,nonswitch,1,7.207193,Younger,1349.1
Bilingual,82,broom,L1,low,nonswitch,1,7.220593,Younger,1367.3
Bilingual,82,coat,L1,low,nonswitch,1,7.303237,Younger,1485.1
Bilingual,82,cup,L1,low,nonswitch,1,6.943026,Younger,1035.9
Bilingual,82,teeth,L1,low,nonswitch,1,7.190977,Younger,1327.4
Bilingual,82,ladder,L1,low,nonswitch,1,7.308342,Younger,1492.7
Bilingual,82,strawberry,L1,low,nonswitch,1,6.84896,Younger,942.9
Bilingual,82,plane,L1,low,nonswitch,1,7.059789,Younger,1164.2
Bilingual,82,eye,L1,low,nonswitch,1,7.09016,Younger,1200.1
Bilingual,82,candle,L1,low,nonswitch,1,6.992096,Younger,1088
Bilingual,82,brain,L1,low,nonswitch,1,7.084394,Younger,1193.2
Bilingual,82,cake,L1,low,nonswitch,1,6.949665,Younger,1042.8
Bilingual,82,broom,L1,low,nonswitch,1,6.833463,Younger,928.4
Bilingual,82,pen,L1,low,nonswitch,1,6.849596,Younger,943.5
Bilingual,82,knife,L1,low,nonswitch,1,7.050383,Younger,1153.3
Bilingual,82,trophy,L1,low,nonswitch,1,7.272051,Younger,1439.5
Bilingual,82,horse,L1,low,nonswitch,1,6.756351,Younger,859.5
Bilingual,82,soap,L1,low,nonswitch,1,7.105458,Younger,1218.6
Bilingual,82,suitcase,L1,low,nonswitch,1,7.259749,Younger,1421.9
Bilingual,82,present,L1,low,nonswitch,1,7.386161,Younger,1613.5
Bilingual,46,trophy,L1,low,nonswitch,1,7.183491,Older,1317.5
Bilingual,46,candle,L1,low,nonswitch,1,7.360867,Older,1573.2
Bilingual,46,brain,L1,low,nonswitch,1,7.459281,Older,1735.9
Bilingual,46,knife,L1,low,nonswitch,1,7.174801,Older,1306.1
Bilingual,46,teeth,L1,low,nonswitch,1,7.5762,Older,1951.2
Bilingual,46,cup,L1,low,nonswitch,1,7.594733,Older,1987.7
Bilingual,46,strawberry,L1,low,nonswitch,1,7.430826,Older,1687.2
Bilingual,46,horse,L1,low,nonswitch,1,7.196911,Older,1335.3
Bilingual,46,toy,L1,low,nonswitch,1,7.099284,Older,1211.1
Bilingual,46,coat,L1,low,nonswitch,1,7.081288,Older,1189.5
Bilingual,46,eye,L1,low,nonswitch,1,7.161234,Older,1288.5
Bilingual,46,pen,L1,low,nonswitch,1,7.420818,Older,1670.4
Bilingual,46,plane,L1,low,nonswitch,1,7.308543,Older,1493
Bilingual,46,newspaper,L1,low,nonswitch,1,7.05936,Older,1163.7
Bilingual,46,ladder,L1,low,nonswitch,1,7.084059,Older,1192.8
Bilingual,46,present,L1,low,nonswitch,1,6.87709,Older,969.8
Bilingual,46,suitcase,L1,low,nonswitch,1,7.502904,Older,1813.3
Bilingual,46,broom,L1,low,nonswitch,1,7.392586,Older,1623.9
Bilingual,46,coat,L1,low,nonswitch,1,7.151956,Older,1276.6
Bilingual,46,cup,L1,low,nonswitch,1,7.005154,Older,1102.3
Bilingual,46,teeth,L1,low,nonswitch,1,7.140849,Older,1262.5
Bilingual,46,ladder,L1,low,nonswitch,1,7.354042,Older,1562.5
Bilingual,46,strawberry,L1,low,nonswitch,1,6.977561,Older,1072.3
Bilingual,46,plane,L1,low,nonswitch,1,7.171657,Older,1302
Bilingual,46,eye,L1,low,nonswitch,1,6.923136,Older,1015.5
Bilingual,46,candle,L1,low,nonswitch,1,7.126248,Older,1244.2
Bilingual,46,newspaper,L1,low,nonswitch,1,7.215019,Older,1359.7
Bilingual,46,brain,L1,low,nonswitch,1,7.275726,Older,1444.8
Bilingual,46,cake,L1,low,nonswitch,1,7.082045,Older,1190.4
Bilingual,46,broom,L1,low,nonswitch,1,7.179994,Older,1312.9
Bilingual,46,toy,L1,low,nonswitch,1,6.92225,Older,1014.6
Bilingual,46,knife,L1,low,nonswitch,1,7.524669,Older,1853.2
Bilingual,46,horse,L1,low,nonswitch,1,7.246724,Older,1403.5
Bilingual,46,soap,L1,low,nonswitch,1,7.570598,Older,1940.3
Bilingual,46,suitcase,L1,low,nonswitch,1,6.872335,Older,965.2
Bilingual,46,present,L1,low,nonswitch,1,6.886838,Older,979.3
Bilingual,91,trophy,L1,low,nonswitch,1,7.19158,Older,1328.2
Bilingual,91,brain,L1,low,nonswitch,1,7.283173,Older,1455.6
Bilingual,91,knife,L1,low,nonswitch,1,6.809922,Older,906.8
Bilingual,91,cake,L1,low,nonswitch,1,7.169812,Older,1299.6
Bilingual,91,soap,L1,low,nonswitch,1,6.920079,Older,1012.4
Bilingual,91,horse,L1,low,nonswitch,1,6.841295,Older,935.7
Bilingual,91,toy,L1,low,nonswitch,1,7.181364,Older,1314.7
Bilingual,91,ladder,L1,low,nonswitch,1,6.764924,Older,866.9
Bilingual,91,broom,L1,low,nonswitch,1,6.79066,Older,889.5
Bilingual,91,ladder,L1,low,nonswitch,1,7.129938,Older,1248.8
Bilingual,91,strawberry,L1,low,nonswitch,1,6.717684,Older,826.9
Bilingual,91,newspaper,L1,low,nonswitch,1,6.833032,Older,928
Bilingual,91,brain,L1,low,nonswitch,1,6.964891,Older,1058.8
Bilingual,91,cake,L1,low,nonswitch,1,6.827304,Older,922.7
