participant,rt,accuracy,item,task,control,AgeGroup
25,1927.5,1,dancer,Size,cong,Older
25,1259.2,0,rice,Colour,incon,Older
25,1460.2,0,tar,Colour,incon,Older
25,3418.5,1,trumpet,Colour,incon,Older
25,3867.8,1,diary,Size,incon,Older
25,2643.9,1,gun,Size,incon,Older
25,2403.9,1,football,Size,incon,Older
25,2475.3,1,cranberry,Colour,incon,Older
25,2667.5,1,cloud,Colour,incon,Older
25,3822.2,1,chalk,Colour,incon,Older
25,1796.6,1,handbag,Size,incon,Older
25,1556.9,1,cup,Size,incon,Older
25,5227.6,1,tribe,Size,incon,Older
25,6044.3,0,highlighter,Colour,incon,Older
25,1619,0,paper,Colour,incon,Older
25,5172.7,0,lion,Colour,incon,Older
25,1883.5,0,pencil,Size,incon,Older
25,5227.4,1,theatre,Size,incon,Older
25,3555.2,1,lighter,Size,incon,Older
25,5163.2,1,blackboard,Colour,incon,Older
25,3491.5,1,bread,Colour,incon,Older
25,2667.6,1,dove,Colour,incon,Older
25,3867.9,1,stool,Size,incon,Older
25,4500.5,1,chair,Size,incon,Older
25,5628.4,1,box,Size,incon,Older
26,2832.4,1,ham,Colour,cong,Younger
26,2330.8,1,blood,Colour,cong,Younger
26,2617,1,broccoli,Colour,cong,Younger
26,3603.4,1,hammer,Size,cong,Younger
26,1615.6,1,orange,Size,cong,Younger
26,1713.1,1,mouth,Size,cong,Younger
26,2436.6,1,coffee,Colour,cong,Younger
26,1915.1,1,ketchup,Colour,cong,Younger
26,2061.2,1,rhino,Colour,cong,Younger
26,1274.8,1,wasp,Size,cong,Younger
26,1052.8,1,goose,Size,cong,Younger
26,1469.9,1,donkey,Size,cong,Younger
26,6599.7,1,sunflower,Colour,cong,Younger
26,3035.4,1,gin,Colour,cong,Younger
26,2957.3,1,grass,Colour,cong,Younger
26,3720,1,window,Size,cong,Younger
26,1873.4,1,pen,Size,cong,Younger
26,1601.2,1,mop,Size,cong,Younger
26,1560.5,1,snow,Colour,cong,Younger
26,2269.8,1,butter,Colour,cong,Younger
26,2778.4,1,oregano,Colour,cong,Younger
26,2903.2,1,fork,Size,cong,Younger
26,2352.8,1,doctor,Size,cong,Younger
26,3458.3,1,dancer,Size,cong,Younger
26,3221.4,1,rice,Colour,incon,Younger
26,4217.3,1,tar,Colour,incon,Younger
26,3876.1,1,trumpet,Colour,incon,Younger
26,1657.8,0,diary,Size,incon,Younger
26,4000.4,1,gun,Size,incon,Younger
26,3299.4,1,football,Size,incon,Younger
26,1852.1,0,cranberry,Colour,incon,Younger
26,1831.5,1,cloud,Colour,incon,Younger
26,1972.9,0,chalk,Colour,incon,Younger
26,2122.5,1,handbag,Size,incon,Younger
26,5117.9,1,cup,Size,incon,Younger
26,1595.6,1,tribe,Size,incon,Younger
26,2616.3,1,highlighter,Colour,incon,Younger
26,4236.4,1,paper,Colour,incon,Younger
26,2860.5,1,lion,Colour,incon,Younger
26,2755.5,1,pencil,Size,incon,Younger
26,2630.3,1,theatre,Size,incon,Younger
26,2178.2,0,lighter,Size,incon,Younger
26,4424.4,1,blackboard,Colour,incon,Younger
26,2429.5,1,bread,Colour,incon,Younger
26,2210.4,1,dove,Colour,incon,Younger
26,2096.3,0,stool,Size,incon,Younger
26,3667.3,1,chair,Size,incon,Younger
26,4108.8,1,box,Size,incon,Younger
27,3905.8,1,ham,Colour,cong,Older
27,3453.1,1,blood,Colour,cong,Older
27,1971.5,1,broccoli,Colour,cong,Older
27,2188.9,1,hammer,Size,cong,Older
27,1803.1,1,orange,Size,cong,Older
27,3926.1,1,mouth,Size,cong,Older
27,2815.9,1,coffee,Colour,cong,Older
27,4016,1,ketchup,Colour,cong,Older
27,3493.9,1,rhino,Colour,cong,Older
27,2040.5,1,wasp,Size,cong,Older
27,1720.1,1,goose,Size,cong,Older
27,2128,1,donkey,Size,cong,Older
27,2133.9,1,sunflower,Colour,cong,Older
27,3276.2,1,gin,Colour,cong,Older
27,3240.9,1,grass,Colour,cong,Older
27,3922.2,1,window,Size,cong,Older
27,1979.8,1,pen,Size,cong,Older
27,2248.4,1,mop,Size,cong,Older
27,3095.5,1,snow,Colour,cong,Older
27,4153.9,1,butter,Colour,cong,Older
27,3518.9,1,oregano,Colour,cong,Older
27,2058.6,1,fork,Size,cong,Older
27,3130.5,1,doctor,Size,cong,Older
27,2752.7,1,dancer,Size,cong,Older
27,2237.8,1,rice,Colour,incon,Older
27,3902.2,1,tar,Colour,incon,Older
27,3974.9,1,trumpet,Colour,incon,Older
27,3604,1,diary,Size,incon,Older
27,5010.7,0,gun,Size,incon,Older
27,2451.3,1,football,Size,incon,Older
27,5724.8,1,cranberry,Colour,incon,Older
27,2517.3,1,cloud,Colour,incon,Older
27,2769,1,chalk,Colour,incon,Older
27,2227.3,1,handbag,Size,incon,Older
27,2360.7,1,cup,Size,incon,Older
27,2227.6,1,tribe,Size,incon,Older
27,5052.9,1,highlighter,Colour,incon,Older
27,4175.4,1,paper,Colour,incon,Older
27,4946.9,1,lion,Colour,incon,Older
27,2719.5,1,pencil,Size,incon,Older
27,3421.8,1,theatre,Size,incon,Older
27,8219,1,lighter,Size,incon,Older
27,2817,1,blackboard,Colour,incon,Older
27,6725.9,1,bread,Colour,incon,Older
27,3105.1,1,dove,Colour,incon,Older
27,3804.7,1,stool,Size,incon,Older
27,2920.3,1,chair,Size,incon,Older
27,3780.6,1,box,Size,incon,Older
28,5418.8,1,ham,Colour,cong,Older
28,3929.7,1,blood,Colour,cong,Older
28,2299,1,broccoli,Colour,cong,Older
28,8605.1,1,hammer,Size,cong,Older
28,2683.2,1,orange,Size,cong,Older
28,4033.1,1,mouth,Size,cong,Older
28,4393.9,0,coffee,Colour,cong,Older
28,5677.4,1,ketchup,Colour,cong,Older
28,3368.9,1,rhino,Colour,cong,Older
28,2479.1,1,wasp,Size,cong,Older
28,3256.7,1,goose,Size,cong,Older
28,4291.7,1,donkey,Size,cong,Older
28,3759,1,sunflower,Colour,cong,Older
28,3552.2,1,gin,Colour,cong,Older
28,3239.4,1,grass,Colour,cong,Older
28,6967.6,1,window,Size,cong,Older
28,5473.8,1,pen,Size,cong,Older
28,4289.7,1,mop,Size,cong,Older
28,3167.1,1,snow,Colour,cong,Older
28,7695,1,butter,Colour,cong,Older
28,6829.3,1,oregano,Colour,cong,Older
28,3718.8,1,fork,Size,cong,Older
28,5351.5,1,doctor,Size,cong,Older
28,3838.7,1,dancer,Size,cong,Older
28,4534.6,1,rice,Colour,incon,Older
28,5997.9,1,tar,Colour,incon,Older
28,6985.6,1,trumpet,Colour,incon,Older
28,6201.7,1,diary,Size,incon,Older
28,6673.3,1,gun,Size,incon,Older
28,4439,1,football,Size,incon,Older
28,5478.2,1,cranberry,Colour,incon,Older
28,2131.4,1,cloud,Colour,incon,Older
28,3121.3,1,chalk,Colour,incon,Older
28,2398.7,1,handbag,Size,incon,Older
28,6003.9,1,cup,Size,incon,Older
28,3253.1,1,tribe,Size,incon,Older
28,7485.1,1,highlighter,Colour,incon,Older
28,5443.1,1,paper,Colour,incon,Older
28,6983.2,1,lion,Colour,incon,Older
28,3192.3,1,pencil,Size,incon,Older
28,6869.3,1,theatre,Size,incon,Older
28,10637.5,1,lighter,Size,incon,Older
28,4661,1,blackboard,Colour,incon,Older
28,3653.4,1,bread,Colour,incon,Older
28,4616.6,1,dove,Colour,incon,Older
28,5587.3,1,stool,Size,incon,Older
28,8618.5,1,chair,Size,incon,Older
28,4854.3,1,box,Size,incon,Older
29,1904.5,1,ham,Colour,cong,Older
29,2598.1,1,blood,Colour,cong,Older
29,2917.2,1,broccoli,Colour,cong,Older
29,3242,1,hammer,Size,cong,Older
29,2381.6,1,orange,Size,cong,Older
29,6086.5,1,mouth,Size,cong,Older
29,4482,1,coffee,Colour,cong,Older
29,3334.6,1,ketchup,Colour,cong,Older
29,2039.1,1,rhino,Colour,cong,Older
29,1982.8,1,wasp,Size,cong,Older
29,5059.4,1,goose,Size,cong,Older
29,2169.6,1,donkey,Size,cong,Older
29,2347.9,1,sunflower,Colour,cong,Older
29,3847.5,1,gin,Colour,cong,Older
29,2565.8,1,grass,Colour,cong,Older
29,4264.3,1,window,Size,cong,Older
29,3297.5,1,pen,Size,cong,Older
29,2328.5,1,mop,Size,cong,Older
29,5011.7,1,snow,Colour,cong,Older
29,3421.5,1,butter,Colour,cong,Older
29,3615.9,1,oregano,Colour,cong,Older
29,1953.6,1,fork,Size,cong,Older
29,2946.5,1,doctor,Size,cong,Older
29,6122.5,1,dancer,Size,cong,Older
29,4137.5,1,rice,Colour,incon,Older
29,3849.8,1,tar,Colour,incon,Older
29,3666.8,1,trumpet,Colour,incon,Older
29,3993.6,1,diary,Size,incon,Older
29,7079.1,1,gun,Size,incon,Older
29,3410.3,1,football,Size,incon,Older
29,2736.2,0,cranberry,Colour,incon,Older
29,2507,1,cloud,Colour,incon,Older
29,2360.4,1,chalk,Colour,incon,Older
29,3790.2,1,handbag,Size,incon,Older
29,4589.6,1,cup,Size,incon,Older
29,3633.1,1,tribe,Size,incon,Older
29,6759.5,1,highlighter,Colour,incon,Older
29,3787.3,1,paper,Colour,incon,Older
29,6371.8,1,lion,Colour,incon,Older
29,3232.2,1,pencil,Size,incon,Older
29,4826.6,1,theatre,Size,incon,Older
29,3594.1,1,lighter,Size,incon,Older
29,3752.9,1,blackboard,Colour,incon,Older
29,13056.2,0,bread,Colour,incon,Older
29,6217.5,1,dove,Colour,incon,Older
29,5329.5,1,stool,Size,incon,Older
29,5620.8,1,chair,Size,incon,Older
29,3978,1,box,Size,incon,Older
30,4742.7,1,ham,Colour,cong,Older
30,2711.1,1,blood,Colour,cong,Older
30,2623.9,1,broccoli,Colour,cong,Older
30,2992.3,1,hammer,Size,cong,Older
30,1893.9,1,orange,Size,cong,Older
30,2942.7,1,mouth,Size,cong,Older
30,6826.5,0,coffee,Colour,cong,Older
30,3694.9,1,ketchup,Colour,cong,Older
30,3276.2,1,rhino,Colour,cong,Older
30,2310,1,wasp,Size,cong,Older
30,2460.2,1,goose,Size,cong,Older
30,2325,1,donkey,Size,cong,Older
30,3110.2,1,sunflower,Colour,cong,Older
30,2510.6,1,gin,Colour,cong,Older
30,3310.4,1,grass,Colour,cong,Older
30,4710.8,1,window,Size,cong,Older
30,3410.6,1,pen,Size,cong,Older
30,2394.2,1,mop,Size,cong,Older
30,2942.4,1,snow,Colour,cong,Older
30,3294.9,1,butter,Colour,cong,Older
30,3041.7,1,oregano,Colour,cong,Older
30,2675.6,1,fork,Size,cong,Older
30,2828.4,1,doctor,Size,cong,Older
30,3192.8,1,dancer,Size,cong,Older
30,8991.6,0,rice,Colour,incon,Older
30,3196.5,1,tar,Colour,incon,Older
30,4525.9,1,trumpet,Colour,incon,Older
30,5359.6,1,diary,Size,incon,Older
30,3278.3,1,gun,Size,incon,Older
30,3043.1,1,football,Size,incon,Older
30,1894.6,1,cranberry,Colour,incon,Older
30,6226.1,1,cloud,Colour,incon,Older
30,3760.5,1,chalk,Colour,incon,Older
30,3595.7,1,handbag,Size,incon,Older
30,3776.6,1,cup,Size,incon,Older
30,1761.2,1,tribe,Size,incon,Older
30,6326.2,1,highlighter,Colour,incon,Older
30,11975.2,0,paper,Colour,incon,Older
30,10807.7,1,lion,Colour,incon,Older
30,3243.8,1,pencil,Size,incon,Older
30,3794.7,1,theatre,Size,incon,Older
30,4419.4,0,lighter,Size,incon,Older
30,5226.8,0,blackboard,Colour,incon,Older
30,4511,1,bread,Colour,incon,Older
30,4010.2,1,dove,Colour,incon,Older
30,4693.5,0,stool,Size,incon,Older
30,9028,1,chair,Size,incon,Older
30,9575.6,1,box,Size,incon,Older
31,4190,1,ham,Colour,cong,Older
31,3306.4,1,blood,Colour,cong,Older
31,3847.6,1,broccoli,Colour,cong,Older
31,6124,0,hammer,Size,cong,Older
31,2304.8,1,orange,Size,cong,Older
31,4647.1,1,mouth,Size,cong,Older
31,3855.7,1,coffee,Colour,cong,Older
31,4570.8,1,ketchup,Colour,cong,Older
31,2832.3,1,rhino,Colour,cong,Older
31,2357.4,1,wasp,Size,cong,Older
31,1903.5,1,goose,Size,cong,Older
31,5240.6,1,donkey,Size,cong,Older
31,8606.7,1,sunflower,Colour,cong,Older
31,2902.2,1,gin,Colour,cong,Older
31,3197.9,1,grass,Colour,cong,Older
31,7243.6,1,window,Size,cong,Older
31,3288.2,1,pen,Size,cong,Older
31,4111.5,1,mop,Size,cong,Older
31,3775.4,1,snow,Colour,cong,Older
31,2761.1,1,butter,Colour,cong,Older
31,3297.4,1,oregano,Colour,cong,Older
31,2579.6,1,fork,Size,cong,Older
31,3610.4,1,doctor,Size,cong,Older
31,5130.9,1,dancer,Size,cong,Older
31,5221.4,0,rice,Colour,incon,Older
31,319,0,tar,Colour,incon,Older
31,15125.5,1,trumpet,Colour,incon,Older
31,8399.6,1,diary,Size,incon,Older
31,4834.6,1,gun,Size,incon,Older
31,3738.4,1,football,Size,incon,Older
31,2469.3,1,cranberry,Colour,incon,Older
31,2370.8,1,cloud,Colour,incon,Older
31,5108.3,1,chalk,Colour,incon,Older
31,3221.1,1,handbag,Size,incon,Older
31,4491,1,cup,Size,incon,Older
31,5526.1,1,tribe,Size,incon,Older
31,5415.8,1,highlighter,Colour,incon,Older
31,9148,1,paper,Colour,incon,Older
31,8482.9,1,lion,Colour,incon,Older
31,6245.3,1,pencil,Size,incon,Older
31,7274.3,1,theatre,Size,incon,Older
31,4436.8,1,lighter,Size,incon,Older
31,3824.2,1,blackboard,Colour,incon,Older
31,7380.8,1,bread,Colour,incon,Older
31,4026.6,1,dove,Colour,incon,Older
31,3894.6,1,stool,Size,incon,Older
31,6797.9,1,chair,Size,incon,Older
31,4690.3,1,box,Size,incon,Older
32,2808,1,ham,Colour,cong,Younger
32,1753.7,1,blood,Colour,cong,Younger
32,1395,1,broccoli,Colour,cong,Younger
32,2369.7,1,hammer,Size,cong,Younger
32,1210.2,1,orange,Size,cong,Younger
32,1778.6,1,mouth,Size,cong,Younger
32,1091.6,1,coffee,Colour,cong,Younger
32,1871.9,1,ketchup,Colour,cong,Younger
32,1425.2,1,rhino,Colour,cong,Younger
32,1266.7,1,wasp,Size,cong,Younger
32,1204.9,1,goose,Size,cong,Younger
32,1323.7,1,donkey,Size,cong,Younger
32,3647.1,1,sunflower,Colour,cong,Younger
32,1528.8,1,gin,Colour,cong,Younger
32,1810.2,1,grass,Colour,cong,Younger
32,1616.1,1,window,Size,cong,Younger
32,1211,1,pen,Size,cong,Younger
32,1414.7,1,mop,Size,cong,Younger
32,1422.6,1,snow,Colour,cong,Younger
32,1640,1,butter,Colour,cong,Younger
32,2119.1,1,oregano,Colour,cong,Younger
32,1875.8,1,fork,Size,cong,Younger
32,2628.6,1,doctor,Size,cong,Younger
32,1982.5,1,dancer,Size,cong,Younger
32,4518.4,1,rice,Colour,incon,Younger
32,2035.5,1,tar,Colour,incon,Younger
32,2140.6,1,trumpet,Colour,incon,Younger
32,2486.8,0,diary,Size,incon,Younger
32,2310.8,1,gun,Size,incon,Younger
32,1807.4,1,football,Size,incon,Younger
32,2174.7,1,cranberry,Colour,incon,Younger
32,1883,1,cloud,Colour,incon,Younger
32,2124.9,1,chalk,Colour,incon,Younger
32,2402.5,1,handbag,Size,incon,Younger
32,1817.7,1,cup,Size,incon,Younger
32,1406.3,1,tribe,Size,incon,Younger
32,1648.1,1,highlighter,Colour,incon,Younger
32,2456,1,paper,Colour,incon,Younger
32,3102.5,1,lion,Colour,incon,Younger
32,1494.5,0,pencil,Size,incon,Younger
32,2400.1,1,theatre,Size,incon,Younger
32,1649.5,0,lighter,Size,incon,Younger
32,4033.3,0,blackboard,Colour,incon,Younger
32,3009.1,1,bread,Colour,incon,Younger
32,3275.4,1,dove,Colour,incon,Younger
32,1901.7,0,stool,Size,incon,Younger
32,2144.6,1,chair,Size,incon,Younger
32,2339.6,1,box,Size,incon,Younger
33,2451.1,1,ham,Colour,cong,Older
33,2610.3,1,blood,Colour,cong,Older
33,1982.6,1,broccoli,Colour,cong,Older
33,7065.5,1,hammer,Size,cong,Older
33,2046.4,1,orange,Size,cong,Older
33,4442.2,1,mouth,Size,cong,Older
33,3532.3,1,coffee,Colour,cong,Older
33,2077,1,ketchup,Colour,cong,Older
33,3411.9,1,rhino,Colour,cong,Older
33,1920.6,1,wasp,Size,cong,Older
33,2461,1,goose,Size,cong,Older
33,2525,1,donkey,Size,cong,Older
33,3740.2,1,sunflower,Colour,cong,Older
33,3357,1,gin,Colour,cong,Older
33,6799.2,1,grass,Colour,cong,Older
33,6176.4,1,window,Size,cong,Older
33,3644.1,1,pen,Size,cong,Older
33,2332.5,1,mop,Size,cong,Older
33,3124.6,1,snow,Colour,cong,Older
33,3876.7,1,butter,Colour,cong,Older
33,2848.1,1,oregano,Colour,cong,Older
33,3052.8,1,fork,Size,cong,Older
33,2998.9,1,doctor,Size,cong,Older
33,2918.9,1,dancer,Size,cong,Older
33,2640.5,1,rice,Colour,incon,Older
33,2628.2,1,tar,Colour,incon,Older
33,5556.7,1,trumpet,Colour,incon,Older
33,5287.2,1,diary,Size,incon,Older
33,3756.8,1,gun,Size,incon,Older
33,2576.9,1,football,Size,incon,Older
33,2676.9,1,cranberry,Colour,incon,Older
33,2223.8,1,cloud,Colour,incon,Older
33,2846.5,1,chalk,Colour,incon,Older
33,3421.1,1,handbag,Size,incon,Older
33,3961,1,cup,Size,incon,Older
33,2543.5,1,tribe,Size,incon,Older
33,6939.6,1,highlighter,Colour,incon,Older
33,4029.7,1,paper,Colour,incon,Older
33,7532.4,1,lion,Colour,incon,Older
33,3540.4,1,pencil,Size,incon,Older
33,3733,1,theatre,Size,incon,Older
33,11672.6,0,lighter,Size,incon,Older
33,3493.1,1,blackboard,Colour,incon,Older
33,12622.8,1,bread,Colour,incon,Older
33,2804.6,1,dove,Colour,incon,Older
33,5596.5,1,stool,Size,incon,Older
33,5780.3,1,chair,Size,incon,Older
33,4172.6,1,box,Size,incon,Older
34,2641.2,1,sunflower,Colour,cong,Older
34,4925.2,1,ham,Colour,cong,Older
34,3389.8,1,blood,Colour,cong,Older
34,1797.7,1,broccoli,Colour,cong,Older
34,3393,1,gin,Colour,cong,Older
34,3221.4,1,grass,Colour,cong,Older
34,3750.5,1,coffee,Colour,cong,Older
34,4414.1,1,snow,Colour,cong,Older
34,1923.6,1,ketchup,Colour,cong,Older
34,2039.9,1,rhino,Colour,cong,Older
34,3775.8,1,butter,Colour,cong,Older
34,2658,1,oregano,Colour,cong,Older
34,7286.6,1,window,Size,cong,Older
34,5463.8,1,hammer,Size,cong,Older
34,2197,1,pen,Size,cong,Older
34,2351.6,1,orange,Size,cong,Older
34,3094.3,1,mouth,Size,cong,Older
34,3391.7,1,mop,Size,cong,Older
34,2399.6,1,wasp,Size,cong,Older
34,3153.7,1,fork,Size,cong,Older
34,2939.4,1,goose,Size,cong,Older
34,3497.5,1,donkey,Size,cong,Older
34,3129.1,1,doctor,Size,cong,Older
34,3864.8,1,dancer,Size,cong,Older
34,5801.7,1,highlighter,Colour,incon,Older
34,13764.6,1,paper,Colour,incon,Older
34,3173.8,0,rice,Colour,incon,Older
34,2947.8,1,tar,Colour,incon,Older
34,11017.3,1,lion,Colour,incon,Older
34,6396.1,1,trumpet,Colour,incon,Older
34,3876.3,0,cranberry,Colour,incon,Older
34,15317.3,0,blackboard,Colour,incon,Older
34,13521.7,0,bread,Colour,incon,Older
34,2620.7,1,cloud,Colour,incon,Older
34,13112.1,0,dove,Colour,incon,Older
34,5323.4,0,chalk,Colour,incon,Older
34,7285.5,1,diary,Size,incon,Older
34,5763.8,1,pencil,Size,incon,Older
34,9118,0,gun,Size,incon,Older
34,3249.6,1,football,Size,incon,Older
34,4259.6,1,theatre,Size,incon,Older
34,7862.9,1,lighter,Size,incon,Older
34,5668.3,1,stool,Size,incon,Older
34,2490,1,handbag,Size,incon,Older
34,4703.9,1,cup,Size,incon,Older
34,9806.7,1,chair,Size,incon,Older
34,4017.5,1,box,Size,incon,Older
34,3171.7,1,tribe,Size,incon,Older
35,2255.3,1,ham,Colour,cong,Older
35,3095.9,1,blood,Colour,cong,Older
35,2003.6,1,broccoli,Colour,cong,Older
35,3740.9,1,hammer,Size,cong,Older
35,2433.7,1,orange,Size,cong,Older
35,3913,1,mouth,Size,cong,Older
35,2255.8,1,coffee,Colour,cong,Older
35,2065.5,1,ketchup,Colour,cong,Older
35,2215.4,1,rhino,Colour,cong,Older
35,2290.7,1,wasp,Size,cong,Older
35,3896.8,1,goose,Size,cong,Older
35,3718.5,1,donkey,Size,cong,Older
35,5015.5,1,sunflower,Colour,cong,Older
35,3433.1,1,gin,Colour,cong,Older
35,3155.7,1,grass,Colour,cong,Older
35,3857.2,1,window,Size,cong,Older
35,2982.5,1,pen,Size,cong,Older
35,3140.9,1,mop,Size,cong,Older
35,2368.1,1,snow,Colour,cong,Older
35,2951,1,butter,Colour,cong,Older
35,2899.6,1,oregano,Colour,cong,Older
35,3200.6,1,fork,Size,cong,Older
35,3720.4,1,doctor,Size,cong,Older
35,3304.7,1,dancer,Size,cong,Older
35,4596.7,0,rice,Colour,incon,Older
35,116.7,0,tar,Colour,incon,Older
35,3995.4,1,trumpet,Colour,incon,Older
35,2030.1,0,diary,Size,incon,Older
35,4251.1,1,gun,Size,incon,Older
35,2953.5,1,football,Size,incon,Older
35,2196,0,cranberry,Colour,incon,Older
35,2083.3,1,cloud,Colour,incon,Older
35,2819.2,1,chalk,Colour,incon,Older
35,3245.7,1,handbag,Size,incon,Older
35,5255.2,1,cup,Size,incon,Older
35,2946.1,1,tribe,Size,incon,Older
35,4588.3,1,highlighter,Colour,incon,Older
35,2000.5,0,paper,Colour,incon,Older
35,4610.6,1,lion,Colour,incon,Older
35,3441.3,0,pencil,Size,incon,Older
35,5751.3,1,theatre,Size,incon,Older
35,4106.5,0,lighter,Size,incon,Older
35,2938,0,blackboard,Colour,incon,Older
35,4693.1,0,bread,Colour,incon,Older
35,4325.7,1,dove,Colour,incon,Older
35,5357.9,0,stool,Size,incon,Older
35,5055,1,chair,Size,incon,Older
35,4498.5,1,box,Size,incon,Older
36,3132.7,1,ham,Colour,cong,Older
36,3120.9,1,blood,Colour,cong,Older
36,1817.1,1,broccoli,Colour,cong,Older
36,2584.3,1,hammer,Size,cong,Older
36,1813.9,1,orange,Size,cong,Older
36,2356,1,mouth,Size,cong,Older
36,6391.5,1,coffee,Colour,cong,Older
36,1476.9,1,ketchup,Colour,cong,Older
36,3334.9,1,rhino,Colour,cong,Older
36,1766.1,1,wasp,Size,cong,Older
36,1833.6,1,goose,Size,cong,Older
36,1933.9,1,donkey,Size,cong,Older
36,3090.4,1,sunflower,Colour,cong,Older
36,2735.5,1,gin,Colour,cong,Older
36,3623.5,1,grass,Colour,cong,Older
36,5710.6,1,window,Size,cong,Older
36,2009.5,1,pen,Size,cong,Older
36,2315.9,1,mop,Size,cong,Older
36,12589.6,1,snow,Colour,cong,Older
36,2874.1,1,butter,Colour,cong,Older
36,2837,1,oregano,Colour,cong,Older
36,2187.9,1,fork,Size,cong,Older
36,2113.4,1,doctor,Size,cong,Older
36,2559.5,1,dancer,Size,cong,Older
36,3085.4,0,rice,Colour,incon,Older
36,10873.1,1,tar,Colour,incon,Older
36,7973.3,1,trumpet,Colour,incon,Older
36,8573.9,0,diary,Size,incon,Older
36,7701,0,gun,Size,incon,Older
36,6783,0,football,Size,incon,Older
36,7077.8,1,cranberry,Colour,incon,Older
36,4929.3,1,cloud,Colour,incon,Older
36,4170.8,1,chalk,Colour,incon,Older
36,4481.8,1,handbag,Size,incon,Older
36,5022.2,1,cup,Size,incon,Older
36,1889.3,1,tribe,Size,incon,Older
36,38710.9,0,highlighter,Colour,incon,Older
36,7587.7,0,paper,Colour,incon,Older
36,13233.9,1,lion,Colour,incon,Older
36,3775.4,1,pencil,Size,incon,Older
36,3992.3,1,theatre,Size,incon,Older
36,4225.2,1,lighter,Size,incon,Older
36,6134.2,1,blackboard,Colour,incon,Older
36,15590.8,0,bread,Colour,incon,Older
36,9174.4,1,dove,Colour,incon,Older
36,6410.1,1,stool,Size,incon,Older
36,3048.1,1,chair,Size,incon,Older
36,12310,1,box,Size,incon,Older
37,1696.3,1,ham,Colour,cong,Older
37,1981.6,1,blood,Colour,cong,Older
37,1706.8,1,broccoli,Colour,cong,Older
37,1194,1,hammer,Size,cong,Older
37,1322.2,1,orange,Size,cong,Older
37,1691.7,1,mouth,Size,cong,Older
37,1841,1,coffee,Colour,cong,Older
37,1369.4,1,ketchup,Colour,cong,Older
37,1339.5,1,rhino,Colour,cong,Older
37,1723.3,1,wasp,Size,cong,Older
37,1343.3,1,goose,Size,cong,Older
37,1194.3,1,donkey,Size,cong,Older
37,2266.9,1,sunflower,Colour,cong,Older
37,1500.7,1,gin,Colour,cong,Older
37,1924.8,1,grass,Colour,cong,Older
37,2098.8,1,window,Size,cong,Older
37,1109.2,1,pen,Size,cong,Older
37,1322.9,1,mop,Size,cong,Older
37,3172.4,1,snow,Colour,cong,Older
37,1985.4,1,butter,Colour,cong,Older
37,2131.6,1,oregano,Colour,cong,Older
37,2152.2,1,fork,Size,cong,Older
37,2422,1,doctor,Size,cong,Older
37,2240.9,1,dancer,Size,cong,Older
37,1491.4,0,rice,Colour,incon,Older
37,1428.1,0,tar,Colour,incon,Older
37,1394.4,0,trumpet,Colour,incon,Older
37,1588.8,0,diary,Size,incon,Older
37,1555.5,0,gun,Size,incon,Older
37,1313.3,0,football,Size,incon,Older
37,1485.7,0,cranberry,Colour,incon,Older
37,1280.1,0,cloud,Colour,incon,Older
37,1276.4,0,chalk,Colour,incon,Older
37,1552.1,0,handbag,Size,incon,Older
37,1483.2,0,cup,Size,incon,Older
37,1208,0,tribe,Size,incon,Older
37,6134.1,1,highlighter,Colour,incon,Older
37,1316.1,0,paper,Colour,incon,Older
37,2174.3,0,lion,Colour,incon,Older
37,1316.5,0,pencil,Size,incon,Older
37,1734.5,0,theatre,Size,incon,Older
37,1774.1,0,lighter,Size,incon,Older
37,1960,0,blackboard,Colour,incon,Older
37,1813.9,0,bread,Colour,incon,Older
37,1927.9,0,dove,Colour,incon,Older
37,4323.2,1,stool,Size,incon,Older
37,1900.2,0,chair,Size,incon,Older
37,1825.1,0,box,Size,incon,Older
38,1814.3,1,ham,Colour,cong,Older
38,1956.5,1,blood,Colour,cong,Older
38,1528.6,1,broccoli,Colour,cong,Older
38,3996.6,1,hammer,Size,cong,Older
38,2057.4,1,orange,Size,cong,Older
38,3296.3,1,mouth,Size,cong,Older
38,3312.9,1,coffee,Colour,cong,Older
38,2114.2,1,ketchup,Colour,cong,Older
38,2721.6,1,rhino,Colour,cong,Older
38,1631.7,1,wasp,Size,cong,Older
38,1961.3,1,goose,Size,cong,Older
38,2887.4,1,donkey,Size,cong,Older
38,2598.8,1,sunflower,Colour,cong,Older
38,2035,1,gin,Colour,cong,Older
38,3286,1,grass,Colour,cong,Older
38,6021.7,1,window,Size,cong,Older
38,2783.4,1,pen,Size,cong,Older
38,2173.3,1,mop,Size,cong,Older
38,4030,1,snow,Colour,cong,Older
38,2922.8,1,butter,Colour,cong,Older
38,5007,1,oregano,Colour,cong,Older
38,2107.1,1,fork,Size,cong,Older
38,3860.5,1,doctor,Size,cong,Older
38,5116.6,1,dancer,Size,cong,Older
38,1844.6,0,rice,Colour,incon,Older
38,1713.4,0,tar,Colour,incon,Older
38,4817,1,trumpet,Colour,incon,Older
38,3363.7,1,diary,Size,incon,Older
38,4507.3,1,gun,Size,incon,Older
38,4387,1,football,Size,incon,Older
38,2753,1,cranberry,Colour,incon,Older
38,3720.7,1,cloud,Colour,incon,Older
38,3298.4,1,chalk,Colour,incon,Older
38,2059.7,1,handbag,Size,incon,Older
