participant,rt,accuracy,item,task,control,AgeGroup
50,9806.2,1,paper,Colour,incon,Older
50,4649.3,1,lion,Colour,incon,Older
50,3647.4,1,pencil,Size,incon,Older
50,2684.6,1,theatre,Size,incon,Older
50,4705.9,1,lighter,Size,incon,Older
50,3953.5,1,blackboard,Colour,incon,Older
50,15395.7,1,bread,Colour,incon,Older
50,2917,1,dove,Colour,incon,Older
50,4927.8,1,stool,Size,incon,Older
50,4094.2,1,chair,Size,incon,Older
50,3636.2,1,box,Size,incon,Older
51,5596.3,1,ham,Colour,cong,Older
51,3276.1,1,blood,Colour,cong,Older
51,2793.6,1,broccoli,Colour,cong,Older
51,3328.5,1,hammer,Size,cong,Older
51,2726.8,1,orange,Size,cong,Older
51,2811,1,mouth,Size,cong,Older
51,6479.4,1,coffee,Colour,cong,Older
51,2662.1,1,ketchup,Colour,cong,Older
51,2477,1,rhino,Colour,cong,Older
51,2344.7,1,wasp,Size,cong,Older
51,2244.3,1,goose,Size,cong,Older
51,3128.1,1,donkey,Size,cong,Older
51,3526.6,1,sunflower,Colour,cong,Older
51,3128.3,1,gin,Colour,cong,Older
51,3161.5,1,grass,Colour,cong,Older
51,4060.5,1,window,Size,cong,Older
51,3378.9,1,pen,Size,cong,Older
51,3544.1,1,mop,Size,cong,Older
51,3227.8,1,snow,Colour,cong,Older
51,3010.2,1,butter,Colour,cong,Older
51,3476.5,1,oregano,Colour,cong,Older
51,2595.3,1,fork,Size,cong,Older
51,3847.2,1,doctor,Size,cong,Older
51,4646.3,1,dancer,Size,cong,Older
51,5279.1,1,rice,Colour,incon,Older
51,5393.6,1,tar,Colour,incon,Older
51,6662.4,1,trumpet,Colour,incon,Older
51,7712.4,0,diary,Size,incon,Older
51,4928.4,1,gun,Size,incon,Older
51,4077.6,1,football,Size,incon,Older
51,8145.6,1,cranberry,Colour,incon,Older
51,2696,1,cloud,Colour,incon,Older
51,2961.7,1,chalk,Colour,incon,Older
51,2844.5,1,handbag,Size,incon,Older
51,4128.2,1,cup,Size,incon,Older
51,4544.5,1,tribe,Size,incon,Older
51,6578.3,1,highlighter,Colour,incon,Older
51,6827.9,1,paper,Colour,incon,Older
51,4461.6,1,lion,Colour,incon,Older
51,3810.5,1,pencil,Size,incon,Older
51,3894.2,1,theatre,Size,incon,Older
51,4344.5,1,lighter,Size,incon,Older
51,5777.5,1,blackboard,Colour,incon,Older
51,4978,1,bread,Colour,incon,Older
51,3361.8,0,dove,Colour,incon,Older
51,4862.2,1,stool,Size,incon,Older
51,5078.5,1,chair,Size,incon,Older
51,3278.7,1,box,Size,incon,Older
52,2638.4,1,ham,Colour,cong,Older
52,2133.7,1,blood,Colour,cong,Older
52,2473.5,1,broccoli,Colour,cong,Older
52,2925.8,1,hammer,Size,cong,Older
52,2438.1,1,orange,Size,cong,Older
52,3055.7,1,mouth,Size,cong,Older
52,2513.9,1,coffee,Colour,cong,Older
52,2230.3,1,ketchup,Colour,cong,Older
52,2854.7,1,rhino,Colour,cong,Older
52,2579.2,1,wasp,Size,cong,Older
52,2095.7,1,goose,Size,cong,Older
52,3605.3,1,donkey,Size,cong,Older
52,2621.1,1,sunflower,Colour,cong,Older
52,2741.5,1,gin,Colour,cong,Older
52,3207.4,1,grass,Colour,cong,Older
52,3490.1,1,window,Size,cong,Older
52,2306,1,pen,Size,cong,Older
52,3021.9,1,mop,Size,cong,Older
52,3230.8,1,snow,Colour,cong,Older
52,3841.9,1,butter,Colour,cong,Older
52,3572,1,oregano,Colour,cong,Older
52,2622.5,1,fork,Size,cong,Older
52,3196.7,1,doctor,Size,cong,Older
52,4349.5,1,dancer,Size,cong,Older
52,2218.5,0,rice,Colour,incon,Older
52,3201.8,1,tar,Colour,incon,Older
52,4070.4,1,trumpet,Colour,incon,Older
52,4953.9,1,diary,Size,incon,Older
52,3835.8,1,gun,Size,incon,Older
52,2842.5,1,football,Size,incon,Older
52,2575.1,1,cranberry,Colour,incon,Older
52,2818.6,1,cloud,Colour,incon,Older
52,2130.7,1,chalk,Colour,incon,Older
52,2048.6,1,handbag,Size,incon,Older
52,3200.5,1,cup,Size,incon,Older
52,3591.3,1,tribe,Size,incon,Older
52,4004.8,1,highlighter,Colour,incon,Older
52,4167,1,paper,Colour,incon,Older
52,3642.2,1,lion,Colour,incon,Older
52,2578.5,0,pencil,Size,incon,Older
52,4078.7,1,theatre,Size,incon,Older
52,4366.3,1,lighter,Size,incon,Older
52,3472,1,blackboard,Colour,incon,Older
52,3808.3,1,bread,Colour,incon,Older
52,4590,1,dove,Colour,incon,Older
52,4674.5,1,stool,Size,incon,Older
52,4112.1,1,chair,Size,incon,Older
52,3168.6,1,box,Size,incon,Older
53,3311.2,1,ham,Colour,cong,Younger
53,2467.3,1,blood,Colour,cong,Younger
53,1821,1,broccoli,Colour,cong,Younger
53,2896.8,1,hammer,Size,cong,Younger
53,1580,1,orange,Size,cong,Younger
53,3440.7,1,mouth,Size,cong,Younger
53,4912.7,1,coffee,Colour,cong,Younger
53,4128.6,1,ketchup,Colour,cong,Younger
53,1853,1,rhino,Colour,cong,Younger
53,3310.7,1,wasp,Size,cong,Younger
53,2556.4,1,goose,Size,cong,Younger
53,1709.6,1,donkey,Size,cong,Younger
53,7219.2,0,sunflower,Colour,cong,Younger
53,2040.8,1,gin,Colour,cong,Younger
53,4241.1,1,grass,Colour,cong,Younger
53,3843.7,1,window,Size,cong,Younger
53,1427.6,1,pen,Size,cong,Younger
53,4114.6,1,mop,Size,cong,Younger
53,4563.3,1,snow,Colour,cong,Younger
53,2294.5,1,butter,Colour,cong,Younger
53,6726.6,1,oregano,Colour,cong,Younger
53,3308.7,1,fork,Size,cong,Younger
53,4693.1,1,doctor,Size,cong,Younger
53,8719.4,1,dancer,Size,cong,Younger
53,3371.9,1,rice,Colour,incon,Younger
53,4411.3,1,tar,Colour,incon,Younger
53,5003.4,1,trumpet,Colour,incon,Younger
53,1707.8,0,diary,Size,incon,Younger
53,5617.1,1,gun,Size,incon,Younger
53,3685.4,1,football,Size,incon,Younger
53,2794.5,0,cranberry,Colour,incon,Younger
53,3069,1,cloud,Colour,incon,Younger
53,3181.8,0,chalk,Colour,incon,Younger
53,3539.5,1,handbag,Size,incon,Younger
53,2842.1,1,cup,Size,incon,Younger
53,3947.5,1,tribe,Size,incon,Younger
53,2236.4,0,highlighter,Colour,incon,Younger
53,4414.9,1,paper,Colour,incon,Younger
53,4516.8,0,lion,Colour,incon,Younger
53,6341.6,1,pencil,Size,incon,Younger
53,5038.6,1,theatre,Size,incon,Younger
53,3804.4,1,lighter,Size,incon,Younger
53,2767,1,blackboard,Colour,incon,Younger
53,6361.4,1,bread,Colour,incon,Younger
53,3400.6,1,dove,Colour,incon,Younger
53,2415.9,0,stool,Size,incon,Younger
53,4621.6,1,chair,Size,incon,Younger
53,4819.6,1,box,Size,incon,Younger
54,2410.6,1,ham,Colour,cong,Older
54,2354.4,1,blood,Colour,cong,Older
54,2728.8,1,broccoli,Colour,cong,Older
54,1990.6,1,hammer,Size,cong,Older
54,2485.7,1,orange,Size,cong,Older
54,1925.8,1,mouth,Size,cong,Older
54,2306.7,1,coffee,Colour,cong,Older
54,3281.4,1,ketchup,Colour,cong,Older
54,2191,1,rhino,Colour,cong,Older
54,1910.6,1,wasp,Size,cong,Older
54,2222.5,1,goose,Size,cong,Older
54,1718.7,1,donkey,Size,cong,Older
54,3038.1,1,sunflower,Colour,cong,Older
54,2273.6,1,gin,Colour,cong,Older
54,2348,1,grass,Colour,cong,Older
54,4270.7,1,window,Size,cong,Older
54,2850.4,1,pen,Size,cong,Older
54,1814.1,1,mop,Size,cong,Older
54,3705.8,1,snow,Colour,cong,Older
54,3193.7,1,butter,Colour,cong,Older
54,3243.6,1,oregano,Colour,cong,Older
54,2275.6,1,fork,Size,cong,Older
54,2560.4,1,doctor,Size,cong,Older
54,2237.8,1,dancer,Size,cong,Older
54,3575.3,0,rice,Colour,incon,Older
54,3189.4,0,tar,Colour,incon,Older
54,2794.7,0,trumpet,Colour,incon,Older
54,2070.8,0,diary,Size,incon,Older
54,1333.1,0,gun,Size,incon,Older
54,2502.8,0,football,Size,incon,Older
54,2486.2,0,cranberry,Colour,incon,Older
54,1262.7,0,cloud,Colour,incon,Older
54,2739.7,0,chalk,Colour,incon,Older
54,2234.9,0,handbag,Size,incon,Older
54,1470.8,0,cup,Size,incon,Older
54,3460.9,0,tribe,Size,incon,Older
54,13625.7,1,highlighter,Colour,incon,Older
54,5605.4,0,paper,Colour,incon,Older
54,15774.5,0,lion,Colour,incon,Older
54,3018.7,0,pencil,Size,incon,Older
54,4874,0,theatre,Size,incon,Older
54,2012.3,0,lighter,Size,incon,Older
54,10210.5,0,blackboard,Colour,incon,Older
54,2189.5,0,bread,Colour,incon,Older
54,2746.2,0,dove,Colour,incon,Older
54,3086.9,0,stool,Size,incon,Older
54,2033.5,0,chair,Size,incon,Older
54,2898.7,0,box,Size,incon,Older
55,2463.1,1,ham,Colour,cong,Younger
55,2517.7,1,blood,Colour,cong,Younger
55,1887.2,1,broccoli,Colour,cong,Younger
55,2342.1,1,hammer,Size,cong,Younger
55,1623.2,1,orange,Size,cong,Younger
55,2220.2,1,mouth,Size,cong,Younger
55,5746,1,coffee,Colour,cong,Younger
55,2266.3,1,ketchup,Colour,cong,Younger
55,1742.2,1,rhino,Colour,cong,Younger
55,1647.3,1,wasp,Size,cong,Younger
55,1147.1,1,goose,Size,cong,Younger
55,2440.8,1,donkey,Size,cong,Younger
55,3610.8,1,sunflower,Colour,cong,Younger
55,2996.5,1,gin,Colour,cong,Younger
55,1615.5,1,grass,Colour,cong,Younger
55,2827.9,1,window,Size,cong,Younger
55,2086.8,1,pen,Size,cong,Younger
55,1500.2,1,mop,Size,cong,Younger
55,2457.8,1,snow,Colour,cong,Younger
55,2850.1,1,butter,Colour,cong,Younger
55,3874.7,1,oregano,Colour,cong,Younger
55,4591.9,1,fork,Size,cong,Younger
55,2431.4,1,doctor,Size,cong,Younger
55,2173.1,1,dancer,Size,cong,Younger
55,1786.1,0,rice,Colour,incon,Younger
55,3702.9,0,tar,Colour,incon,Younger
55,1677.5,1,trumpet,Colour,incon,Younger
55,1780.1,0,diary,Size,incon,Younger
55,1432,0,gun,Size,incon,Younger
55,3526.8,1,football,Size,incon,Younger
55,3876.3,1,cranberry,Colour,incon,Younger
55,1257.6,0,cloud,Colour,incon,Younger
55,1839.9,0,chalk,Colour,incon,Younger
55,2032.2,1,handbag,Size,incon,Younger
55,2516.5,1,cup,Size,incon,Younger
55,1075.2,0,tribe,Size,incon,Younger
55,5669.8,1,highlighter,Colour,incon,Younger
55,4887.8,0,paper,Colour,incon,Younger
55,4129.2,0,lion,Colour,incon,Younger
55,2922.5,0,pencil,Size,incon,Younger
55,2475.7,1,theatre,Size,incon,Younger
55,2129.2,0,lighter,Size,incon,Younger
55,3284,0,blackboard,Colour,incon,Younger
55,4327.2,1,bread,Colour,incon,Younger
55,5073.8,1,dove,Colour,incon,Younger
55,2528.6,0,stool,Size,incon,Younger
55,3414.1,1,chair,Size,incon,Younger
55,4071.6,1,box,Size,incon,Younger
56,1888.4,1,ham,Colour,cong,Younger
56,1659.1,1,blood,Colour,cong,Younger
56,1608.7,1,broccoli,Colour,cong,Younger
56,1691.8,1,hammer,Size,cong,Younger
56,1551.1,1,orange,Size,cong,Younger
56,2045.1,1,mouth,Size,cong,Younger
56,1883.4,1,coffee,Colour,cong,Younger
56,1591.5,1,ketchup,Colour,cong,Younger
56,2478.1,1,rhino,Colour,cong,Younger
56,1507.9,1,wasp,Size,cong,Younger
56,1814.1,1,goose,Size,cong,Younger
56,1352.6,1,donkey,Size,cong,Younger
56,2795.6,1,sunflower,Colour,cong,Younger
56,2209.9,1,gin,Colour,cong,Younger
56,2452.6,1,grass,Colour,cong,Younger
56,2457.6,1,window,Size,cong,Younger
56,2109.8,1,pen,Size,cong,Younger
56,1574.8,1,mop,Size,cong,Younger
56,2785.1,1,snow,Colour,cong,Younger
56,1809.6,1,butter,Colour,cong,Younger
56,1979.2,1,oregano,Colour,cong,Younger
56,1512.4,1,fork,Size,cong,Younger
56,1894.1,1,doctor,Size,cong,Younger
56,2198.6,1,dancer,Size,cong,Younger
56,2313.1,0,rice,Colour,incon,Younger
56,3061.8,1,tar,Colour,incon,Younger
56,3114.6,1,trumpet,Colour,incon,Younger
56,2383.6,1,diary,Size,incon,Younger
56,2759.1,1,gun,Size,incon,Younger
56,1950.6,1,football,Size,incon,Younger
56,2745.3,1,cranberry,Colour,incon,Younger
56,1920.3,1,cloud,Colour,incon,Younger
56,2606.7,1,chalk,Colour,incon,Younger
56,1943.7,1,handbag,Size,incon,Younger
56,2012,1,cup,Size,incon,Younger
56,4275,1,tribe,Size,incon,Younger
56,2409.2,1,highlighter,Colour,incon,Younger
56,3014,1,paper,Colour,incon,Younger
56,6061.6,1,lion,Colour,incon,Younger
56,2538.8,1,pencil,Size,incon,Younger
56,2777,1,theatre,Size,incon,Younger
56,4469.9,1,lighter,Size,incon,Younger
56,3769.4,0,blackboard,Colour,incon,Younger
56,5168.1,1,bread,Colour,incon,Younger
56,4672.1,1,dove,Colour,incon,Younger
56,3873.6,1,stool,Size,incon,Younger
56,3036.7,1,chair,Size,incon,Younger
56,4270.2,1,box,Size,incon,Younger
57,2714.2,0,ham,Colour,cong,Younger
57,1791.9,1,blood,Colour,cong,Younger
57,1792.1,1,broccoli,Colour,cong,Younger
57,2304.3,1,hammer,Size,cong,Younger
57,1907.4,1,orange,Size,cong,Younger
57,4872.3,1,mouth,Size,cong,Younger
57,1339.7,1,coffee,Colour,cong,Younger
57,1742.1,1,ketchup,Colour,cong,Younger
57,1963.7,1,rhino,Colour,cong,Younger
57,1236.7,1,wasp,Size,cong,Younger
57,1265.8,1,goose,Size,cong,Younger
57,1315.9,1,donkey,Size,cong,Younger
57,1871.7,1,sunflower,Colour,cong,Younger
57,2803.5,1,gin,Colour,cong,Younger
57,3246.1,1,grass,Colour,cong,Younger
57,2987.8,1,window,Size,cong,Younger
57,2528.5,1,pen,Size,cong,Younger
57,2854.7,1,mop,Size,cong,Younger
57,1384.6,1,snow,Colour,cong,Younger
57,2338.3,1,butter,Colour,cong,Younger
57,1618.8,1,oregano,Colour,cong,Younger
57,290.9000001,0,fork,Size,cong,Younger
57,3915.5,1,doctor,Size,cong,Younger
57,1931.4,1,dancer,Size,cong,Younger
57,2468.5,1,rice,Colour,incon,Younger
57,2289.2,1,tar,Colour,incon,Younger
57,1954.4,1,trumpet,Colour,incon,Younger
57,2001.7,1,diary,Size,incon,Younger
57,5555.2,1,gun,Size,incon,Younger
57,2001.1,1,football,Size,incon,Younger
57,1881.2,1,cranberry,Colour,incon,Younger
57,2135.6,1,cloud,Colour,incon,Younger
57,2460.1,1,chalk,Colour,incon,Younger
57,1676.9,1,handbag,Size,incon,Younger
57,2487.2,1,cup,Size,incon,Younger
57,1712.6,0,tribe,Size,incon,Younger
57,4659.3,1,highlighter,Colour,incon,Younger
57,5944.7,1,paper,Colour,incon,Younger
57,4802.9,1,lion,Colour,incon,Younger
57,4011.4,1,pencil,Size,incon,Younger
57,2368.2,1,theatre,Size,incon,Younger
57,3262,1,lighter,Size,incon,Younger
57,3011.3,1,blackboard,Colour,incon,Younger
57,2470.6,1,bread,Colour,incon,Younger
57,1926.8,1,dove,Colour,incon,Younger
57,3535,1,stool,Size,incon,Younger
57,4616,0,chair,Size,incon,Younger
57,4498,1,box,Size,incon,Younger
58,1294.9,1,ham,Colour,cong,Younger
58,1290.3,1,blood,Colour,cong,Younger
58,1578.5,1,broccoli,Colour,cong,Younger
58,3999.6,1,hammer,Size,cong,Younger
58,1312.8,1,orange,Size,cong,Younger
58,1979.2,1,mouth,Size,cong,Younger
58,1305.2,1,coffee,Colour,cong,Younger
58,1321.9,1,ketchup,Colour,cong,Younger
58,1963.8,1,rhino,Colour,cong,Younger
58,1216.5,1,wasp,Size,cong,Younger
58,1096,1,goose,Size,cong,Younger
58,910.6,1,donkey,Size,cong,Younger
58,1917.9,1,sunflower,Colour,cong,Younger
58,2388.3,1,gin,Colour,cong,Younger
58,2172.1,1,grass,Colour,cong,Younger
58,3140.7,1,window,Size,cong,Younger
58,1689.7,1,pen,Size,cong,Younger
58,1743.6,1,mop,Size,cong,Younger
58,1980.8,1,snow,Colour,cong,Younger
58,1785.7,1,butter,Colour,cong,Younger
58,1763.1,1,oregano,Colour,cong,Younger
58,1001.4,1,fork,Size,cong,Younger
58,1482,1,doctor,Size,cong,Younger
58,1714,1,dancer,Size,cong,Younger
58,1086.1,0,rice,Colour,incon,Younger
58,3211.9,1,tar,Colour,incon,Younger
58,1863.8,1,trumpet,Colour,incon,Younger
58,1481.4,1,diary,Size,incon,Younger
58,2907.9,1,gun,Size,incon,Younger
58,2944.9,0,football,Size,incon,Younger
58,1273.2,1,cranberry,Colour,incon,Younger
58,2555.3,1,cloud,Colour,incon,Younger
58,3328.8,1,chalk,Colour,incon,Younger
58,1047.6,0,handbag,Size,incon,Younger
58,956,0,cup,Size,incon,Younger
58,919.3,0,tribe,Size,incon,Younger
58,5795.8,1,highlighter,Colour,incon,Younger
58,2867.7,1,paper,Colour,incon,Younger
58,3357.6,1,lion,Colour,incon,Younger
58,1608.9,0,pencil,Size,incon,Younger
58,2314.6,1,theatre,Size,incon,Younger
58,3566.2,1,lighter,Size,incon,Younger
58,2420.2,0,blackboard,Colour,incon,Younger
58,3046.1,1,bread,Colour,incon,Younger
58,6314.8,1,dove,Colour,incon,Younger
58,1385.3,0,stool,Size,incon,Younger
58,1965.3,0,chair,Size,incon,Younger
58,1317,0,box,Size,incon,Younger
59,4470,1,ham,Colour,cong,Older
59,2379,1,blood,Colour,cong,Older
59,2269,1,broccoli,Colour,cong,Older
59,3354,1,hammer,Size,cong,Older
59,2740,1,orange,Size,cong,Older
59,3213,1,mouth,Size,cong,Older
59,3074,1,coffee,Colour,cong,Older
59,1916,1,ketchup,Colour,cong,Older
59,4617,1,rhino,Colour,cong,Older
59,3,0,wasp,Size,cong,Older
59,23,1,goose,Size,cong,Older
59,1870,1,donkey,Size,cong,Older
59,3383,1,sunflower,Colour,cong,Older
59,3604,1,gin,Colour,cong,Older
59,2500,1,grass,Colour,cong,Older
59,3816,1,window,Size,cong,Older
59,2579,1,pen,Size,cong,Older
59,3464,1,mop,Size,cong,Older
59,2201,1,snow,Colour,cong,Older
59,3420,1,butter,Colour,cong,Older
59,3286,1,oregano,Colour,cong,Older
59,2510,1,fork,Size,cong,Older
59,3503,1,doctor,Size,cong,Older
59,2050,1,dancer,Size,cong,Older
59,2850,1,rice,Colour,incon,Older
59,3605,1,tar,Colour,incon,Older
59,4669,1,trumpet,Colour,incon,Older
59,2432,1,diary,Size,incon,Older
59,3080,1,gun,Size,incon,Older
59,2770,1,football,Size,incon,Older
59,2802,1,cranberry,Colour,incon,Older
59,63,0,cloud,Colour,incon,Older
59,11,0,chalk,Colour,incon,Older
59,1,0,handbag,Size,incon,Older
59,3386,1,cup,Size,incon,Older
59,3037,1,tribe,Size,incon,Older
59,4981,1,highlighter,Colour,incon,Older
59,5987,1,paper,Colour,incon,Older
59,6276,1,lion,Colour,incon,Older
59,2611,0,pencil,Size,incon,Older
59,3835,1,theatre,Size,incon,Older
59,4962,1,lighter,Size,incon,Older
59,2204,1,blackboard,Colour,incon,Older
59,22,0,bread,Colour,incon,Older
59,3311,1,dove,Colour,incon,Older
59,6074,1,stool,Size,incon,Older
59,2984,1,chair,Size,incon,Older
59,23,0,box,Size,incon,Older
60,5367.1,1,ham,Colour,cong,Older
60,4185.2,1,blood,Colour,cong,Older
60,2316.1,1,broccoli,Colour,cong,Older
60,2853,1,hammer,Size,cong,Older
60,2447.8,1,orange,Size,cong,Older
60,4029.8,1,mouth,Size,cong,Older
60,5033,1,coffee,Colour,cong,Older
60,2280.5,1,ketchup,Colour,cong,Older
60,3558,1,rhino,Colour,cong,Older
60,3282.6,1,wasp,Size,cong,Older
60,2306.7,1,goose,Size,cong,Older
60,3272.3,1,donkey,Size,cong,Older
60,2872.7,1,sunflower,Colour,cong,Older
60,3657.6,1,gin,Colour,cong,Older
60,3562.5,1,grass,Colour,cong,Older
60,6199.3,1,window,Size,cong,Older
60,2799.7,1,pen,Size,cong,Older
60,3202.8,1,mop,Size,cong,Older
60,3100.8,1,snow,Colour,cong,Older
60,6987.1,1,butter,Colour,cong,Older
60,8239.9,1,oregano,Colour,cong,Older
60,3920.9,1,fork,Size,cong,Older
60,3533.7,1,doctor,Size,cong,Older
60,3903.4,1,dancer,Size,cong,Older
60,4990.8,1,rice,Colour,incon,Older
60,4728.8,1,tar,Colour,incon,Older
60,4471.5,1,trumpet,Colour,incon,Older
60,11036.3,1,diary,Size,incon,Older
60,2416.6,0,gun,Size,incon,Older
60,2659.9,1,football,Size,incon,Older
60,3314.1,1,cranberry,Colour,incon,Older
60,5133.4,1,cloud,Colour,incon,Older
60,3329.3,1,chalk,Colour,incon,Older
60,2687.6,1,handbag,Size,incon,Older
60,3174.2,1,cup,Size,incon,Older
60,2187,1,tribe,Size,incon,Older
60,6716.9,1,highlighter,Colour,incon,Older
60,10836.5,1,paper,Colour,incon,Older
60,4922.8,1,lion,Colour,incon,Older
60,5727.2,1,pencil,Size,incon,Older
60,4965.7,1,theatre,Size,incon,Older
60,12983.8,1,lighter,Size,incon,Older
60,2664.8,1,blackboard,Colour,incon,Older
60,7929.1,1,bread,Colour,incon,Older
60,4880.3,1,dove,Colour,incon,Older
60,5214.8,1,stool,Size,incon,Older
60,7208.6,1,chair,Size,incon,Older
60,3999.6,1,box,Size,incon,Older
61,3095,1,ham,Colour,cong,Younger
61,1714.5,1,blood,Colour,cong,Younger
61,1466.9,1,broccoli,Colour,cong,Younger
61,2454.6,1,hammer,Size,cong,Younger
61,1251.5,1,orange,Size,cong,Younger
61,1865.2,1,mouth,Size,cong,Younger
61,1870.4,1,coffee,Colour,cong,Younger
61,1544.5,1,ketchup,Colour,cong,Younger
61,1679.9,1,rhino,Colour,cong,Younger
61,1465.5,1,wasp,Size,cong,Younger
61,1984,1,goose,Size,cong,Younger
61,1319.7,1,donkey,Size,cong,Younger
61,4324.6,1,sunflower,Colour,cong,Younger
61,1770.8,1,gin,Colour,cong,Younger
61,1657.6,1,grass,Colour,cong,Younger
61,5221.6,1,window,Size,cong,Younger
61,2782.4,1,pen,Size,cong,Younger
61,2473.5,1,mop,Size,cong,Younger
61,2625.9,1,snow,Colour,cong,Younger
61,2468.3,1,butter,Colour,cong,Younger
61,2072.9,1,oregano,Colour,cong,Younger
61,3252.9,1,fork,Size,cong,Younger
61,2249.6,1,doctor,Size,cong,Younger
61,1441.9,1,dancer,Size,cong,Younger
61,800.7,0,rice,Colour,incon,Younger
61,2312.6,1,tar,Colour,incon,Younger
61,1826.3,1,trumpet,Colour,incon,Younger
61,1584.4,0,diary,Size,incon,Younger
61,1841.3,1,gun,Size,incon,Younger
61,1836.4,1,football,Size,incon,Younger
61,1321.9,0,cranberry,Colour,incon,Younger
61,2085.7,1,cloud,Colour,incon,Younger
61,1612.7,0,chalk,Colour,incon,Younger
61,1692.9,1,handbag,Size,incon,Younger
61,2585.4,1,cup,Size,incon,Younger
61,2325.7,1,tribe,Size,incon,Younger
61,2732.2,1,highlighter,Colour,incon,Younger
61,3218.2,1,paper,Colour,incon,Younger
61,3550.3,1,lion,Colour,incon,Younger
61,4031.2,1,pencil,Size,incon,Younger
61,2365.3,1,theatre,Size,incon,Younger
61,1822.4,0,lighter,Size,incon,Younger
61,3720.9,1,blackboard,Colour,incon,Younger
61,2463.3,1,bread,Colour,incon,Younger
61,3666.6,1,dove,Colour,incon,Younger
61,2936.6,1,stool,Size,incon,Younger
61,2584.4,1,chair,Size,incon,Younger
61,2766.5,1,box,Size,incon,Younger
62,3508.6,1,sunflower,Colour,cong,Older
62,2125.1,1,ham,Colour,cong,Older
62,1975.2,1,blood,Colour,cong,Older
62,2113,1,broccoli,Colour,cong,Older
62,2598.5,1,gin,Colour,cong,Older
62,3156.2,1,grass,Colour,cong,Older
62,2653.8,1,coffee,Colour,cong,Older
62,2696.3,1,snow,Colour,cong,Older
62,1867.3,1,ketchup,Colour,cong,Older
62,1955.7,1,rhino,Colour,cong,Older
62,3215.7,1,butter,Colour,cong,Older
62,3992.8,1,oregano,Colour,cong,Older
62,2838.9,1,window,Size,cong,Older
62,2866.6,1,hammer,Size,cong,Older
62,2015.1,1,pen,Size,cong,Older
62,2147.2,1,orange,Size,cong,Older
62,2046.6,1,mouth,Size,cong,Older
62,2114.5,1,mop,Size,cong,Older
62,1384.8,1,wasp,Size,cong,Older
62,2946.6,1,fork,Size,cong,Older
62,1909.6,1,goose,Size,cong,Older
62,3227.3,1,donkey,Size,cong,Older
62,3455.2,1,doctor,Size,cong,Older
62,2664.8,1,dancer,Size,cong,Older
62,8291.1,1,highlighter,Colour,incon,Older
62,4285,1,paper,Colour,incon,Older
62,2576.5,0,rice,Colour,incon,Older
62,5777.8,1,tar,Colour,incon,Older
62,7378.2,1,lion,Colour,incon,Older
62,3768.5,1,trumpet,Colour,incon,Older
62,2576.5,0,cranberry,Colour,incon,Older
62,4160.5,1,blackboard,Colour,incon,Older
62,4720.5,0,bread,Colour,incon,Older
62,1551.1,0,cloud,Colour,incon,Older
62,4004.2,1,dove,Colour,incon,Older
62,2148.9,0,chalk,Colour,incon,Older
62,2733.1,0,diary,Size,incon,Older
62,4769,0,pencil,Size,incon,Older
62,2216.6,0,gun,Size,incon,Older
62,2192.7,0,football,Size,incon,Older
62,6062.5,1,theatre,Size,incon,Older
62,2486.4,0,lighter,Size,incon,Older
62,3731,0,stool,Size,incon,Older
62,2450.8,1,handbag,Size,incon,Older
62,3262.3,1,cup,Size,incon,Older
62,4297.1,1,chair,Size,incon,Older
62,3395.8,1,box,Size,incon,Older
62,2722.7,1,tribe,Size,incon,Older
63,1787.1,1,ham,Colour,cong,Younger
63,1572.7,1,blood,Colour,cong,Younger
63,1884.7,1,broccoli,Colour,cong,Younger
63,2588.7,0,hammer,Size,cong,Younger
63,2308.6,1,orange,Size,cong,Younger
63,2945.4,1,mouth,Size,cong,Younger
63,2265.9,1,coffee,Colour,cong,Younger
63,5427.8,1,ketchup,Colour,cong,Younger
63,2749.4,1,rhino,Colour,cong,Younger
63,1714,1,wasp,Size,cong,Younger
63,2071.7,1,goose,Size,cong,Younger
63,8827.4,1,donkey,Size,cong,Younger
63,1829.8,1,sunflower,Colour,cong,Younger
63,4036.7,1,gin,Colour,cong,Younger
63,3547.2,1,grass,Colour,cong,Younger
63,2017.2,1,window,Size,cong,Younger
63,2038.3,1,pen,Size,cong,Younger
63,1829.9,1,mop,Size,cong,Younger
63,2968.8,1,snow,Colour,cong,Younger
63,2085.7,1,butter,Colour,cong,Younger
63,3012.5,1,oregano,Colour,cong,Younger
63,3883.7,1,fork,Size,cong,Younger
63,7128.6,1,doctor,Size,cong,Younger
63,3280,1,dancer,Size,cong,Younger
63,1501.7,1,rice,Colour,incon,Younger
63,2121.1,1,tar,Colour,incon,Younger
63,3338.5,1,trumpet,Colour,incon,Younger
63,1946.3,1,diary,Size,incon,Younger
63,3259.8,1,gun,Size,incon,Younger
63,2304.7,1,football,Size,incon,Younger
63,2976.8,1,cranberry,Colour,incon,Younger
63,2643.3,1,cloud,Colour,incon,Younger
63,2272.3,1,chalk,Colour,incon,Younger
63,144.5999999,0,handbag,Size,incon,Younger
63,1900,1,cup,Size,incon,Younger
63,8935.7,1,tribe,Size,incon,Younger
63,2617.6,1,highlighter,Colour,incon,Younger
63,4111.8,1,paper,Colour,incon,Younger
63,3158.5,1,lion,Colour,incon,Younger
63,2496.3,0,pencil,Size,incon,Younger
