"","participant","Item","Rule","Response","Trial","TrialType","accuracy","rt","Agegroup","Context","accuracy01","Rule_coded","Agegroup_coded","rawrt","condition"
"12188",38,"horse","OBJECT","horse",49,"switch",1,7.37613258648329,"Older","Dual",1,-0.5,0.5,1597.4,"38switchOBJECT"
"12443",38,"strawberry","OBJECT","strawberry",52,"switch",1,7.36770857237437,"Older","Dual",1,-0.5,0.5,1584,"38switchOBJECT"
"12882",38,"present","OBJECT","present",57,"switch",1,7.03121108290906,"Older","Dual",1,-0.5,0.5,1131.4,"38switchOBJECT"
"13058",38,"brain","OBJECT","brain",59,"switch",1,7.13057877908542,"Older","Dual",1,-0.5,0.5,1249.6,"38switchOBJECT"
"13582",38,"toy","OBJECT","toy",65,"switch",1,7.17999370994006,"Older","Dual",1,-0.5,0.5,1312.9,"38switchOBJECT"
"13923",38,"broom","OBJECT","broom",69,"switch",1,7.29220101986623,"Older","Dual",1,-0.5,0.5,1468.8,"38switchOBJECT"
"14177",38,"newspaper","OBJECT","newspaper",72,"switch",1,7.22809813367347,"Older","Dual",1,-0.5,0.5,1377.6,"38switchOBJECT"
"14521",38,"eye","OBJECT","eye",76,"switch",1,6.98388263936969,"Older","Dual",1,-0.5,0.5,1079.1,"38switchOBJECT"
"14857",38,"trophy","OBJECT","trophy",80,"switch",1,7.14005676808111,"Older","Dual",1,-0.5,0.5,1261.5,"38switchOBJECT"
"15026",38,"suitcase","OBJECT","suitcase",83,"switch",1,7.29437729928882,"Older","Dual",1,-0.5,0.5,1472,"38switchOBJECT"
"15446",38,"broom","OBJECT","broom",88,"switch",1,7.13759635174407,"Older","Dual",1,-0.5,0.5,1258.4,"38switchOBJECT"
"15708",38,"pen","OBJECT","pen",91,"switch",1,7.18500815594338,"Older","Dual",1,-0.5,0.5,1319.5,"38switchOBJECT"
"15978",38,"brain","OBJECT","brain",94,"switch",1,6.96508034560141,"Older","Dual",1,-0.5,0.5,1059,"38switchOBJECT"
"16409",38,"present","OBJECT","present",99,"switch",1,7.10274623887675,"Older","Dual",1,-0.5,0.5,1215.3,"38switchOBJECT"
"16761",38,"coat","OBJECT","coat",103,"switch",1,7.02402606064752,"Older","Dual",1,-0.5,0.5,1123.3,"38switchOBJECT"
"17276",38,"trophy","OBJECT","trophy",109,"switch",1,7.0352685992811,"Older","Dual",1,-0.5,0.5,1136,"38switchOBJECT"
"17795",38,"ladder","OBJECT","ladder",115,"switch",1,7.04525379216777,"Older","Dual",1,-0.5,0.5,1147.4,"38switchOBJECT"
"18493",38,"cup","OBJECT","cup",124,"switch",1,6.99996976296995,"Older","Dual",1,-0.5,0.5,1096.6,"38switchOBJECT"
"18940",38,"toy","OBJECT","toy",129,"switch",1,6.85266531266418,"Older","Dual",1,-0.5,0.5,946.4,"38switchOBJECT"
"19216",38,"soap","OBJECT","soap",132,"switch",1,7.33171496972647,"Older","Dual",1,-0.5,0.5,1528,"38switchOBJECT"
"19641",38,"teeth","OBJECT","teeth",137,"switch",1,7.2872185845513,"Older","Dual",1,-0.5,0.5,1461.5,"38switchOBJECT"
"19822",38,"newspaper","OBJECT","newspaper",139,"switch",1,7.07097896008415,"Older","Dual",1,-0.5,0.5,1177.3,"38switchOBJECT"
"20363",38,"strawberry","OBJECT","strawberry",145,"switch",1,7.28578067133152,"Older","Dual",1,-0.5,0.5,1459.4,"38switchOBJECT"
"20711",38,"horse","OBJECT","horse",149,"switch",1,7.02580494575595,"Older","Dual",1,-0.5,0.5,1125.3,"38switchOBJECT"
"20977",38,"cake","OBJECT","cake",152,"switch",1,7.2968877324694,"Older","Dual",1,-0.5,0.5,1475.7,"38switchOBJECT"
"21339",38,"plane","OBJECT","plane",156,"switch",1,7.2170765265374,"Older","Dual",1,-0.5,0.5,1362.5,"38switchOBJECT"
"21673",38,"eye","OBJECT","eye",160,"switch",1,7.05228842971444,"Older","Dual",1,-0.5,0.5,1155.5,"38switchOBJECT"
"1146",39,"coat","OBJECT","coat",3,"switch",1,6.94764884264381,"Younger","Dual",1,-0.5,-0.5,1040.7,"39switchOBJECT"
"2522",39,"knife","OBJECT","knife",8,"switch",1,7.34103008772957,"Younger","Dual",1,-0.5,-0.5,1542.3,"39switchOBJECT"
"3322",39,"teeth","OBJECT","teeth",11,"switch",1,6.76006700608253,"Younger","Dual",1,-0.5,-0.5,862.7,"39switchOBJECT"
"4136",39,"candle","OBJECT","candle",14,"switch",1,7.20422363871454,"Younger","Dual",1,-0.5,-0.5,1345.1,"39switchOBJECT"
"6568",39,"suitcase","OBJECT","suitcase",23,"switch",1,7.09140928100987,"Younger","Dual",1,-0.5,-0.5,1201.6,"39switchOBJECT"
"8241",39,"ladder","OBJECT","ladder",29,"switch",1,7.29179243967668,"Younger","Dual",1,-0.5,-0.5,1468.2,"39switchOBJECT"
"9347",39,"pen","OBJECT","pen",33,"switch",1,7.08095199744353,"Younger","Dual",1,-0.5,-0.5,1189.1,"39switchOBJECT"
"9903",39,"soap","OBJECT","soap",35,"switch",1,7.37054545370957,"Younger","Dual",1,-0.5,-0.5,1588.5,"39switchOBJECT"
"11748",39,"plane","OBJECT","plane",44,"switch",1,6.85782947021241,"Younger","Dual",1,-0.5,-0.5,951.3,"39switchOBJECT"
"12189",39,"horse","OBJECT","horse",49,"switch",1,7.0597035352542,"Younger","Dual",1,-0.5,-0.5,1164.1,"39switchOBJECT"
"12444",39,"strawberry","OBJECT","strawberry",52,"switch",1,6.63765113880442,"Younger","Dual",1,-0.5,-0.5,763.3,"39switchOBJECT"
"12883",39,"present","OBJECT","present",57,"switch",1,7.40701426637666,"Younger","Dual",1,-0.5,-0.5,1647.5,"39switchOBJECT"
"13059",39,"brain","OBJECT","brain",59,"switch",1,7.14661468673635,"Younger","Dual",1,-0.5,-0.5,1269.8,"39switchOBJECT"
"13583",39,"toy","OBJECT","toy",65,"switch",1,7.20251226510588,"Younger","Dual",1,-0.5,-0.5,1342.8,"39switchOBJECT"
"14178",39,"newspaper","OBJECT","newspaper",72,"switch",1,7.63800554749358,"Younger","Dual",1,-0.5,-0.5,2075.6,"39switchOBJECT"
"14522",39,"eye","OBJECT","eye",76,"switch",1,6.64898455002478,"Younger","Dual",1,-0.5,-0.5,772,"39switchOBJECT"
"14858",39,"trophy","OBJECT","trophy",80,"switch",1,7.16123403009242,"Younger","Dual",1,-0.5,-0.5,1288.5,"39switchOBJECT"
"15027",39,"suitcase","OBJECT","suitcase",83,"switch",1,6.88499829185952,"Younger","Dual",1,-0.5,-0.5,977.5,"39switchOBJECT"
"15447",39,"broom","OBJECT","broom",88,"switch",1,6.7990558620588,"Younger","Dual",1,-0.5,-0.5,897,"39switchOBJECT"
"15709",39,"pen","OBJECT","pen",91,"switch",1,7.09944944202276,"Younger","Dual",1,-0.5,-0.5,1211.3,"39switchOBJECT"
"15979",39,"brain","OBJECT","brain",94,"switch",1,7.22686334143377,"Younger","Dual",1,-0.5,-0.5,1375.9,"39switchOBJECT"
"16410",39,"present","OBJECT","present",99,"switch",1,6.77319478558644,"Younger","Dual",1,-0.5,-0.5,874.1,"39switchOBJECT"
"16762",39,"coat","OBJECT","coat",103,"switch",1,6.97774765080217,"Younger","Dual",1,-0.5,-0.5,1072.5,"39switchOBJECT"
"17277",39,"trophy","OBJECT","trophy",109,"switch",1,6.828820290894,"Younger","Dual",1,-0.5,-0.5,924.1,"39switchOBJECT"
"17613",39,"knife","OBJECT","knife",113,"switch",1,6.74323434681369,"Younger","Dual",1,-0.5,-0.5,848.3,"39switchOBJECT"
"17796",39,"ladder","OBJECT","ladder",115,"switch",1,6.63961436173719,"Younger","Dual",1,-0.5,-0.5,764.8,"39switchOBJECT"
"18494",39,"cup","OBJECT","cup",124,"switch",1,6.86171134048073,"Younger","Dual",1,-0.5,-0.5,955,"39switchOBJECT"
"18941",39,"toy","OBJECT","toy",129,"switch",1,7.38386522665963,"Younger","Dual",1,-0.5,-0.5,1609.8,"39switchOBJECT"
"19217",39,"soap","OBJECT","soap",132,"switch",1,7.19157992110661,"Younger","Dual",1,-0.5,-0.5,1328.2,"39switchOBJECT"
"19642",39,"teeth","OBJECT","teeth",137,"switch",1,7.45749387624673,"Younger","Dual",1,-0.5,-0.5,1732.8,"39switchOBJECT"
"19823",39,"newspaper","OBJECT","newspaper",139,"switch",1,7.12254402591359,"Younger","Dual",1,-0.5,-0.5,1239.6,"39switchOBJECT"
"20712",39,"horse","OBJECT","horse",149,"switch",1,6.61566349804166,"Younger","Dual",1,-0.5,-0.5,746.7,"39switchOBJECT"
"20978",39,"cake","OBJECT","cake",152,"switch",1,7.24072137627406,"Younger","Dual",1,-0.5,-0.5,1395.1,"39switchOBJECT"
"21340",39,"plane","OBJECT","plane",156,"switch",1,7.31021587807,"Younger","Dual",1,-0.5,-0.5,1495.5,"39switchOBJECT"
"21674",39,"eye","OBJECT","eye",160,"switch",1,7.1942116005081,"Younger","Dual",1,-0.5,-0.5,1331.7,"39switchOBJECT"
"1147",40,"horse","OBJECT","horse",3,"switch",1,7.01947552859254,"Older","Dual",1,-0.5,0.5,1118.2,"40switchOBJECT"
"2523",40,"cake","OBJECT","cake",8,"switch",1,7.30827484469729,"Older","Dual",1,-0.5,0.5,1492.6,"40switchOBJECT"
"3067",40,"soap","OBJECT","soap",10,"switch",1,7.25657948637616,"Older","Dual",1,-0.5,0.5,1417.4,"40switchOBJECT"
"4651",40,"brain","OBJECT","brain",16,"switch",1,7.29138369248113,"Older","Dual",1,-0.5,0.5,1467.6,"40switchOBJECT"
"5477",40,"toy","OBJECT","toy",19,"switch",1,7.26227790835273,"Older","Dual",1,-0.5,0.5,1425.5,"40switchOBJECT"
"8242",40,"teeth","OBJECT","teeth",29,"switch",1,7.34929513122729,"Older","Dual",1,-0.5,0.5,1555.1,"40switchOBJECT"
"9633",40,"suitcase","OBJECT","suitcase",34,"switch",1,7.02170876905798,"Older","Dual",1,-0.5,0.5,1120.7,"40switchOBJECT"
"10184",40,"present","OBJECT","present",36,"switch",1,7.29566722784271,"Older","Dual",1,-0.5,0.5,1473.9,"40switchOBJECT"
"11316",40,"coat","OBJECT","coat",40,"switch",1,7.0184017990692,"Older","Dual",1,-0.5,0.5,1117,"40switchOBJECT"
"11670",40,"cup","OBJECT","cup",43,"switch",1,7.19683637234762,"Older","Dual",1,-0.5,0.5,1335.2,"40switchOBJECT"
"12535",40,"newspaper","OBJECT","newspaper",53,"switch",1,7.33282691672922,"Older","Dual",1,-0.5,0.5,1529.7,"40switchOBJECT"
"12973",40,"knife","OBJECT","knife",58,"switch",1,7.24793492039167,"Older","Dual",1,-0.5,0.5,1405.2,"40switchOBJECT"
"13227",40,"present","OBJECT","present",61,"switch",1,7.5463406715494,"Older","Dual",1,-0.5,0.5,1893.8,"40switchOBJECT"
"13584",40,"candle","OBJECT","candle",65,"switch",1,7.1620098253214,"Older","Dual",1,-0.5,0.5,1289.5,"40switchOBJECT"
"13924",40,"plane","OBJECT","plane",69,"switch",1,7.3093462255417,"Older","Dual",1,-0.5,0.5,1494.2,"40switchOBJECT"
"14354",40,"broom","OBJECT","broom",74,"switch",1,7.18182005547473,"Older","Dual",1,-0.5,0.5,1315.3,"40switchOBJECT"
"14523",40,"strawberry","OBJECT","strawberry",76,"switch",1,7.06287691584944,"Older","Dual",1,-0.5,0.5,1167.8,"40switchOBJECT"
"15028",40,"pen","OBJECT","pen",83,"switch",1,7.29546366550104,"Older","Dual",1,-0.5,0.5,1473.6,"40switchOBJECT"
"15448",40,"strawberry","OBJECT","strawberry",88,"switch",1,7.54210741303158,"Older","Dual",1,-0.5,0.5,1885.8,"40switchOBJECT"
"15618",40,"pen","OBJECT","pen",90,"switch",1,7.2905656965255,"Older","Dual",1,-0.5,0.5,1466.4,"40switchOBJECT"
"16153",40,"suitcase","OBJECT","suitcase",96,"switch",1,7.01777492402069,"Older","Dual",1,-0.5,0.5,1116.3,"40switchOBJECT"
"16411",40,"eye","OBJECT","eye",99,"switch",1,7.16363703888412,"Older","Dual",1,-0.5,0.5,1291.6,"40switchOBJECT"
"16763",40,"brain","OBJECT","brain",103,"switch",1,7.07910014506246,"Older","Dual",1,-0.5,0.5,1186.9,"40switchOBJECT"
"17703",40,"horse","OBJECT","horse",114,"switch",1,7.32955294837786,"Older","Dual",1,-0.5,0.5,1524.7,"40switchOBJECT"
"17891",40,"candle","OBJECT","candle",116,"switch",1,7.29607422825533,"Older","Dual",1,-0.5,0.5,1474.5,"40switchOBJECT"
"18238",40,"cup","OBJECT","cup",120,"switch",1,7.04403289727469,"Older","Dual",1,-0.5,0.5,1146,"40switchOBJECT"
"18409",40,"knife","OBJECT","knife",123,"switch",1,7.23164873339649,"Older","Dual",1,-0.5,0.5,1382.5,"40switchOBJECT"
"19034",40,"cake","OBJECT","cake",130,"switch",1,7.10840779246081,"Older","Dual",1,-0.5,0.5,1222.2,"40switchOBJECT"
"19300",40,"broom","OBJECT","broom",133,"switch",1,7.48065388694591,"Older","Dual",1,-0.5,0.5,1773.4,"40switchOBJECT"
"19734",40,"toy","OBJECT","toy",138,"switch",1,7.37331153330059,"Older","Dual",1,-0.5,0.5,1592.9,"40switchOBJECT"
"20006",40,"ladder","OBJECT","ladder",141,"switch",1,7.2422970820864,"Older","Dual",1,-0.5,0.5,1397.3,"40switchOBJECT"
"20364",40,"trophy","OBJECT","trophy",145,"switch",1,7.27862894232068,"Older","Dual",1,-0.5,0.5,1449,"40switchOBJECT"
"20713",40,"newspaper","OBJECT","newspaper",149,"switch",1,7.11525713430639,"Older","Dual",1,-0.5,0.5,1230.6,"40switchOBJECT"
"21158",40,"soap","OBJECT","soap",154,"switch",1,7.25091936089292,"Older","Dual",1,-0.5,0.5,1409.4,"40switchOBJECT"
"21341",40,"plane","OBJECT","plane",156,"switch",1,7.23892778250845,"Older","Dual",1,-0.5,0.5,1392.6,"40switchOBJECT"
"21675",40,"coat","OBJECT","coat",160,"switch",1,7.21325271130392,"Older","Dual",1,-0.5,0.5,1357.3,"40switchOBJECT"
"1148",41,"coat","OBJECT","coat",3,"switch",1,7.27648724403408,"Older","Dual",1,-0.5,0.5,1445.9,"41switchOBJECT"
"2524",41,"knife","OBJECT","knife",8,"switch",1,7.07386276191306,"Older","Dual",1,-0.5,0.5,1180.7,"41switchOBJECT"
"3324",41,"teeth","OBJECT","teeth",11,"switch",1,7.39314001026618,"Older","Dual",1,-0.5,0.5,1624.8,"41switchOBJECT"
"4138",41,"candle","OBJECT","candle",14,"switch",1,6.96034772910131,"Older","Dual",1,-0.5,0.5,1054,"41switchOBJECT"
"5478",41,"cup","OBJECT","cup",19,"switch",1,7.09273995319558,"Older","Dual",1,-0.5,0.5,1203.2,"41switchOBJECT"
"6570",41,"suitcase","OBJECT","suitcase",23,"switch",1,7.32105627285808,"Older","Dual",1,-0.5,0.5,1511.8,"41switchOBJECT"
"8243",41,"ladder","OBJECT","ladder",29,"switch",1,7.10340429598695,"Older","Dual",1,-0.5,0.5,1216.1,"41switchOBJECT"
"9349",41,"pen","OBJECT","pen",33,"switch",1,7.04088659158532,"Older","Dual",1,-0.5,0.5,1142.4,"41switchOBJECT"
"9905",41,"soap","OBJECT","soap",35,"switch",1,6.87533538772603,"Older","Dual",1,-0.5,0.5,968.1,"41switchOBJECT"
"12191",41,"horse","OBJECT","horse",49,"switch",1,7.12310856482128,"Older","Dual",1,-0.5,0.5,1240.3,"41switchOBJECT"
"12446",41,"strawberry","OBJECT","strawberry",52,"switch",1,7.34316746345825,"Older","Dual",1,-0.5,0.5,1545.6,"41switchOBJECT"
"12885",41,"present","OBJECT","present",57,"switch",1,7.22918639148029,"Older","Dual",1,-0.5,0.5,1379.1,"41switchOBJECT"
"13061",41,"brain","OBJECT","brain",59,"switch",1,7.06133436691044,"Older","Dual",1,-0.5,0.5,1166,"41switchOBJECT"
"13585",41,"toy","OBJECT","toy",65,"switch",1,7.14456502106016,"Older","Dual",1,-0.5,0.5,1267.2,"41switchOBJECT"
"13925",41,"broom","OBJECT","broom",69,"switch",1,6.97700145171895,"Older","Dual",1,-0.5,0.5,1071.7,"41switchOBJECT"
"14180",41,"newspaper","OBJECT","newspaper",72,"switch",1,7.00832433390383,"Older","Dual",1,-0.5,0.5,1105.8,"41switchOBJECT"
"14524",41,"eye","OBJECT","eye",76,"switch",1,6.75646716476836,"Older","Dual",1,-0.5,0.5,859.6,"41switchOBJECT"
"14859",41,"trophy","OBJECT","trophy",80,"switch",1,6.89719976504262,"Older","Dual",1,-0.5,0.5,989.5,"41switchOBJECT"
"15029",41,"suitcase","OBJECT","suitcase",83,"switch",1,7.1780877130988,"Older","Dual",1,-0.5,0.5,1310.4,"41switchOBJECT"
"15449",41,"broom","OBJECT","broom",88,"switch",1,6.72238909200196,"Older","Dual",1,-0.5,0.5,830.8,"41switchOBJECT"
"15711",41,"pen","OBJECT","pen",91,"switch",1,7.0600470893244,"Older","Dual",1,-0.5,0.5,1164.5,"41switchOBJECT"
"15981",41,"brain","OBJECT","brain",94,"switch",1,6.95014404547392,"Older","Dual",1,-0.5,0.5,1043.3,"41switchOBJECT"
"16412",41,"present","OBJECT","present",99,"switch",1,6.87306030918525,"Older","Dual",1,-0.5,0.5,965.9,"41switchOBJECT"
"16764",41,"coat","OBJECT","coat",103,"switch",1,7.02331361961641,"Older","Dual",1,-0.5,0.5,1122.5,"41switchOBJECT"
"17278",41,"trophy","OBJECT","trophy",109,"switch",1,7.17027337777037,"Older","Dual",1,-0.5,0.5,1300.2,"41switchOBJECT"
"17615",41,"knife","OBJECT","knife",113,"switch",1,7.08915974871361,"Older","Dual",1,-0.5,0.5,1198.9,"41switchOBJECT"
"17798",41,"ladder","OBJECT","ladder",115,"switch",1,6.6807292004037,"Older","Dual",1,-0.5,0.5,796.9,"41switchOBJECT"
"18496",41,"cup","OBJECT","cup",124,"switch",1,6.96082199991883,"Older","Dual",1,-0.5,0.5,1054.5,"41switchOBJECT"
"18943",41,"toy","OBJECT","toy",129,"switch",1,6.84715565685321,"Older","Dual",1,-0.5,0.5,941.2,"41switchOBJECT"
"19219",41,"soap","OBJECT","soap",132,"switch",1,7.08498053835134,"Older","Dual",1,-0.5,0.5,1193.9,"41switchOBJECT"
"19644",41,"teeth","OBJECT","teeth",137,"switch",1,7.06578414320705,"Older","Dual",1,-0.5,0.5,1171.2,"41switchOBJECT"
"19825",41,"newspaper","OBJECT","newspaper",139,"switch",1,6.92047405138991,"Older","Dual",1,-0.5,0.5,1012.8,"41switchOBJECT"
"20365",41,"strawberry","OBJECT","strawberry",145,"switch",1,7.21956883100885,"Older","Dual",1,-0.5,0.5,1365.9,"41switchOBJECT"
"20714",41,"horse","OBJECT","horse",149,"switch",1,6.71477714199965,"Older","Dual",1,-0.5,0.5,824.5,"41switchOBJECT"
"20980",41,"cake","OBJECT","cake",152,"switch",1,6.9259880472432,"Older","Dual",1,-0.5,0.5,1018.4,"41switchOBJECT"
"21342",41,"plane","OBJECT","plane",156,"switch",1,6.92961461333503,"Older","Dual",1,-0.5,0.5,1022.1,"41switchOBJECT"
"21676",41,"eye","OBJECT","eye",160,"switch",1,6.87399164882933,"Older","Dual",1,-0.5,0.5,966.8,"41switchOBJECT"
"1149",42,"horse","OBJECT","horse",3,"switch",1,7.37919537601383,"Older","Dual",1,-0.5,0.5,1602.3,"42switchOBJECT"
"3069",42,"soap","OBJECT","soap",10,"switch",1,7.43961806181393,"Older","Dual",1,-0.5,0.5,1702.1,"42switchOBJECT"
"4653",42,"brain","OBJECT","brain",16,"switch",1,7.1550839970847,"Older","Dual",1,-0.5,0.5,1280.6,"42switchOBJECT"
"5479",42,"toy","OBJECT","toy",19,"switch",1,6.95930354086271,"Older","Dual",1,-0.5,0.5,1052.9,"42switchOBJECT"
"6571",42,"trophy","OBJECT","trophy",23,"switch",1,6.96611852227905,"Older","Dual",1,-0.5,0.5,1060.1,"42switchOBJECT"
"8244",42,"teeth","OBJECT","teeth",29,"switch",1,6.89081255825182,"Older","Dual",1,-0.5,0.5,983.2,"42switchOBJECT"
"10186",42,"present","OBJECT","present",36,"switch",1,7.22234701674078,"Older","Dual",1,-0.5,0.5,1369.7,"42switchOBJECT"
"11318",42,"coat","OBJECT","coat",40,"switch",1,6.81596888335143,"Older","Dual",1,-0.5,0.5,912.3,"42switchOBJECT"
"11671",42,"cup","OBJECT","cup",43,"switch",1,7.41107278725781,"Older","Dual",1,-0.5,0.5,1654.2,"42switchOBJECT"
"12278",42,"eye","OBJECT","eye",50,"switch",1,7.24057800709819,"Older","Dual",1,-0.5,0.5,1394.9,"42switchOBJECT"
"12537",42,"newspaper","OBJECT","newspaper",53,"switch",1,6.88653164253051,"Older","Dual",1,-0.5,0.5,979,"42switchOBJECT"
"12975",42,"knife","OBJECT","knife",58,"switch",1,7.11134897105163,"Older","Dual",1,-0.5,0.5,1225.8,"42switchOBJECT"
"13229",42,"present","OBJECT","present",61,"switch",1,6.98100574072173,"Older","Dual",1,-0.5,0.5,1076,"42switchOBJECT"
"13926",42,"plane","OBJECT","plane",69,"switch",1,7.2046696027475,"Older","Dual",1,-0.5,0.5,1345.7,"42switchOBJECT"
"14356",42,"broom","OBJECT","broom",74,"switch",1,7.05953171394793,"Older","Dual",1,-0.5,0.5,1163.9,"42switchOBJECT"
"14525",42,"strawberry","OBJECT","strawberry",76,"switch",1,6.7383894333484,"Older","Dual",1,-0.5,0.5,844.2,"42switchOBJECT"
"14860",42,"ladder","OBJECT","ladder",80,"switch",1,7.2480772387581,"Older","Dual",1,-0.5,0.5,1405.4,"42switchOBJECT"
"15030",42,"pen","OBJECT","pen",83,"switch",1,6.88816462921713,"Older","Dual",1,-0.5,0.5,980.6,"42switchOBJECT"
"15450",42,"strawberry","OBJECT","strawberry",88,"switch",1,7.07063914188362,"Older","Dual",1,-0.5,0.5,1176.9,"42switchOBJECT"
"15620",42,"pen","OBJECT","pen",90,"switch",1,7.21340005180809,"Older","Dual",1,-0.5,0.5,1357.5,"42switchOBJECT"
"16413",42,"eye","OBJECT","eye",99,"switch",1,7.16557075182762,"Older","Dual",1,-0.5,0.5,1294.1,"42switchOBJECT"
"16765",42,"brain","OBJECT","brain",103,"switch",1,7.34018683532012,"Older","Dual",1,-0.5,0.5,1541,"42switchOBJECT"
"17279",42,"teeth","OBJECT","teeth",109,"switch",1,7.33380702069869,"Older","Dual",1,-0.5,0.5,1531.2,"42switchOBJECT"
"17705",42,"horse","OBJECT","horse",114,"switch",1,6.89243857487024,"Older","Dual",1,-0.5,0.5,984.8,"42switchOBJECT"
"17893",42,"candle","OBJECT","candle",116,"switch",1,6.95787788838535,"Older","Dual",1,-0.5,0.5,1051.4,"42switchOBJECT"
"18240",42,"cup","OBJECT","cup",120,"switch",1,6.7629606940789,"Older","Dual",1,-0.5,0.5,865.2,"42switchOBJECT"
"18411",42,"knife","OBJECT","knife",123,"switch",1,7.37487976747703,"Older","Dual",1,-0.5,0.5,1595.4,"42switchOBJECT"
"19302",42,"broom","OBJECT","broom",133,"switch",1,6.92726374537018,"Older","Dual",1,-0.5,0.5,1019.7,"42switchOBJECT"
"19736",42,"toy","OBJECT","toy",138,"switch",1,6.87357782718055,"Older","Dual",1,-0.5,0.5,966.4,"42switchOBJECT"
"20008",42,"ladder","OBJECT","ladder",141,"switch",1,6.8082663804814,"Older","Dual",1,-0.5,0.5,905.3,"42switchOBJECT"
"20366",42,"trophy","OBJECT","trophy",145,"switch",1,6.82556860799419,"Older","Dual",1,-0.5,0.5,921.1,"42switchOBJECT"
"20715",42,"newspaper","OBJECT","newspaper",149,"switch",1,6.85667248875282,"Older","Dual",1,-0.5,0.5,950.2,"42switchOBJECT"
"21160",42,"soap","OBJECT","soap",154,"switch",1,7.37738383789779,"Older","Dual",1,-0.5,0.5,1599.4,"42switchOBJECT"
"21343",42,"plane","OBJECT","plane",156,"switch",1,6.91443293373538,"Older","Dual",1,-0.5,0.5,1006.7,"42switchOBJECT"
"21677",42,"coat","OBJECT","coat",160,"switch",1,6.99521655475213,"Older","Dual",1,-0.5,0.5,1091.4,"42switchOBJECT"
"1150",43,"horse","OBJECT","horse",3,"switch",1,7.19960366030333,"Younger","Dual",1,-0.5,-0.5,1338.9,"43switchOBJECT"
"2525",43,"cake","OBJECT","cake",8,"switch",1,6.70429179843475,"Younger","Dual",1,-0.5,-0.5,815.9,"43switchOBJECT"
"4654",43,"brain","OBJECT","brain",16,"switch",1,7.44331253896731,"Younger","Dual",1,-0.5,-0.5,1708.4,"43switchOBJECT"
"5480",43,"toy","OBJECT","toy",19,"switch",1,7.47278495676164,"Younger","Dual",1,-0.5,-0.5,1759.5,"43switchOBJECT"
"6572",43,"trophy","OBJECT","trophy",23,"switch",1,7.49942329059223,"Younger","Dual",1,-0.5,-0.5,1807,"43switchOBJECT"
"8245",43,"teeth","OBJECT","teeth",29,"switch",1,7.39878627541995,"Younger","Dual",1,-0.5,-0.5,1634,"43switchOBJECT"
"9635",43,"suitcase","OBJECT","suitcase",34,"switch",1,7.37199231333354,"Younger","Dual",1,-0.5,-0.5,1590.8,"43switchOBJECT"
"10187",43,"present","OBJECT","present",36,"switch",1,7.39270909518056,"Younger","Dual",1,-0.5,-0.5,1624.1,"43switchOBJECT"
"11319",43,"coat","OBJECT","coat",40,"switch",1,6.87419849545329,"Younger","Dual",1,-0.5,-0.5,967,"43switchOBJECT"
"11672",43,"cup","OBJECT","cup",43,"switch",1,7.21825014949907,"Younger","Dual",1,-0.5,-0.5,1364.1,"43switchOBJECT"
"12279",43,"eye","OBJECT","eye",50,"switch",1,7.20882237104404,"Younger","Dual",1,-0.5,-0.5,1351.3,"43switchOBJECT"
"12538",43,"newspaper","OBJECT","newspaper",53,"switch",1,7.16533890360988,"Younger","Dual",1,-0.5,-0.5,1293.8,"43switchOBJECT"
"12976",43,"knife","OBJECT","knife",58,"switch",1,7.17119588706088,"Younger","Dual",1,-0.5,-0.5,1301.4,"43switchOBJECT"
"13230",43,"present","OBJECT","present",61,"switch",1,7.76059489827568,"Younger","Dual",1,-0.5,-0.5,2346.3,"43switchOBJECT"
"13586",43,"candle","OBJECT","candle",65,"switch",1,7.10414409298753,"Younger","Dual",1,-0.5,-0.5,1217,"43switchOBJECT"
"13927",43,"plane","OBJECT","plane",69,"switch",1,7.31993115278174,"Younger","Dual",1,-0.5,-0.5,1510.1,"43switchOBJECT"
"14357",43,"broom","OBJECT","broom",74,"switch",1,7.70314311348863,"Younger","Dual",1,-0.5,-0.5,2215.3,"43switchOBJECT"
"14526",43,"strawberry","OBJECT","strawberry",76,"switch",1,7.34426675549563,"Younger","Dual",1,-0.5,-0.5,1547.3,"43switchOBJECT"
"14861",43,"ladder","OBJECT","ladder",80,"switch",1,7.10824413973154,"Younger","Dual",1,-0.5,-0.5,1222,"43switchOBJECT"
"15031",43,"pen","OBJECT","pen",83,"switch",1,7.43343010559833,"Younger","Dual",1,-0.5,-0.5,1691.6,"43switchOBJECT"
"15451",43,"strawberry","OBJECT","strawberry",88,"switch",1,7.19833315454594,"Younger","Dual",1,-0.5,-0.5,1337.2,"43switchOBJECT"
"15621",43,"pen","OBJECT","pen",90,"switch",1,7.47392099778129,"Younger","Dual",1,-0.5,-0.5,1761.5,"43switchOBJECT"
"16155",43,"suitcase","OBJECT","suitcase",96,"switch",1,7.0797739427802,"Younger","Dual",1,-0.5,-0.5,1187.7,"43switchOBJECT"
"16414",43,"eye","OBJECT","eye",99,"switch",1,6.88785864726768,"Younger","Dual",1,-0.5,-0.5,980.3,"43switchOBJECT"
"16766",43,"brain","OBJECT","brain",103,"switch",1,7.0268707598723,"Younger","Dual",1,-0.5,-0.5,1126.5,"43switchOBJECT"
"17280",43,"teeth","OBJECT","teeth",109,"switch",1,6.96790920180188,"Younger","Dual",1,-0.5,-0.5,1062,"43switchOBJECT"
